Bill-of-Lading Key,Bill-of-Lading Number,Issued Date,Consignor Key,Consignee Key,Foreign Transporter Key,Foreign Consolidator Key,Courier Key,Domestic Transporter Key,Domestic Consolidator Key,Ship Mode,Place of Receipt Key,Place of Delivery Key,Port of Loading Key,Port of Discharge Key,Commodity Key,Container Key,Incoterm,Expected Tariffs,Actual Tariffs
,,,1994,1711,4866,3242,3913,3703,4555,,1994,1711,285,672,,,,,
,,,2363,2444,3412,4451,4056,4889,3330,,2363,2444,63,1481,,,,,
,,,2300,730,3444,4491,3261,4666,4829,,2300,730,859,1952,,,,,
,,,1524,238,4943,3300,3417,4676,4621,,1524,238,3058,672,,,,,
,,,3111,1410,4436,3519,3667,3111,4316,,7381,1410,2907,1954,,,,,
,,,2149,948,3361,3322,4806,3001,4966,,2149,948,1693,3825,,,,,
,,,2336,238,4432,4725,3035,4832,3054,,2336,238,3057,3829,,,,,
,,,4231,1037,3407,3002,4969,4541,3886,,8501,1037,3051,233,,,,,
,,,1209,161,4113,4216,3165,3428,4424,,1209,161,2859,3825,,,,,
,,,4536,645,4113,4113,4832,3001,4536,,8806,645,2859,3834,,,,,
,,,577,3909,3555,4916,3891,3970,3111,,577,8179,889,1951,,,,,
,,,4890,963,4859,4859,4831,4229,4232,,9160,963,2526,1952,,,,,
,,,2017,2448,4201,3955,3663,4441,3401,,2017,2448,3155,671,,,,,
,,,1871,1642,3125,4761,4351,4287,4962,,1871,1642,1163,3834,,,,,
,,,4890,876,4228,3679,4733,4702,4535,,9160,876,4250,1952,,,,,
,,,3752,371,4738,3759,4304,4086,4010,,8022,371,2369,233,,,,,
,,,2363,489,3057,4306,3005,3434,4381,,2363,489,2598,1481,,,,,
,,,2363,2320,3919,4619,4907,4287,3715,,2363,2320,1599,1481,,,,,
,,,3441,2617,4390,4037,4142,4360,3253,,7711,2617,2368,183,,,,,
,,,1146,2445,3764,3787,3689,3418,4455,,1146,2445,2744,3829,,,,,
,,,561,3210,4436,3519,4086,3847,4364,,561,7480,2907,233,,,,,
,,,1617,2125,3165,4113,4113,3846,4763,,1617,2125,2859,669,,,,,
,,,1058,2536,3506,4721,4264,4349,4678,,1058,2536,1164,669,,,,,
,,,859,2911,3995,4076,3995,4426,3054,,859,2911,2386,3830,,,,,
,,,1146,644,4725,4725,4784,3742,4580,,1146,644,3085,3829,,,,,
,,,2363,2972,3576,3106,4851,4061,3594,,2363,2972,1410,1481,,,,,
,,,577,626,4767,4633,3342,3723,4829,,577,626,2494,1952,,,,,
,,,896,4160,4001,3736,4160,4581,4480,,896,8430,2256,2200,,,,,
,,,2786,1348,3345,3345,3526,4455,4536,,2786,1348,3358,3834,,,,,
,,,3606,948,4541,3414,4102,4558,3646,,7876,948,1692,671,,,,,
,,,4580,1003,3931,3949,3894,3418,3054,,8850,1003,172,3828,,,,,
,,,2363,4986,4986,4583,4141,4324,3760,,2363,9256,1015,1481,,,,,
,,,2205,4767,3143,4067,3342,3642,3807,,2205,9037,2494,673,,,,,
,,,4220,1165,4357,4357,3441,4894,3841,,8490,1165,183,670,,,,,
,,,2097,1351,4617,3349,4135,4580,4966,,2097,1351,2536,3824,,,,,
,,,4536,1428,3327,4723,4437,3428,4776,,8806,1428,2092,3832,,,,,
,,,1153,4524,4524,3226,3284,4842,3841,,1153,8794,2948,673,,,,,
,,,2363,1351,4617,4907,3169,4372,3645,,2363,1351,2536,1482,,,,,
,,,2363,2446,4305,4629,4652,3669,4480,,2363,2446,891,1482,,,,,
,,,2289,1132,4995,4358,3071,3580,4368,,2289,1132,16,670,,,,,
,,,2363,100,3367,4444,4031,3559,4232,,2363,100,1600,1481,,,,,
,,,2363,3226,3284,3226,3592,3548,3261,,2363,7496,2948,1481,,,,,
,,,2363,2221,3342,3359,3359,4860,3347,,2363,2221,2494,1481,,,,,
,,,1890,232,3478,4764,3615,3559,3766,,1890,232,2744,672,,,,,
,,,3970,580,3122,4654,4687,4538,4702,,8240,580,63,1952,,,,,
,,,2855,4121,3692,4750,3054,4888,4287,,2855,8391,1685,3830,,,,,
,,,2363,948,3240,3202,3755,4046,4166,,2363,948,1693,1481,,,,,
,,,3856,4524,3284,3226,4524,4455,4580,,8126,8794,2948,3830,,,,,
,,,942,301,3491,3491,3295,4159,3297,,942,301,2166,3827,,,,,
,,,1709,2798,4170,4062,3526,3446,3295,,1709,2798,3355,3825,,,,,
,,,2956,570,4767,4767,3342,3970,4538,,2956,570,2494,1953,,,,,
,,,2500,4417,3027,4463,4292,4287,3295,,2500,8687,803,3824,,,,,
,,,2363,3142,4046,3270,4138,4090,3718,,2363,7412,2744,1482,,,,,
,,,2535,117,3126,3397,3559,4500,4598,,2535,117,1796,671,,,,,
,,,1189,2542,4399,4318,3737,3742,4287,,1189,2542,1261,3835,,,,,
,,,2924,1273,4560,3289,4398,3517,3725,,2924,1273,2653,672,,,,,
,,,2363,3222,3243,3568,3350,3245,4286,,2363,7492,2599,1481,,,,,
,,,2363,1101,3180,3009,3685,3245,4821,,2363,1101,3200,1482,,,,,
,,,450,2122,4399,4318,4705,3825,3631,,450,2122,1261,2200,,,,,
,,,2363,3147,3179,4725,3008,3888,3671,,2363,7417,3086,1482,,,,,
,,,2277,1873,4324,4338,4635,3418,3742,,2277,1873,2744,3833,,,,,
,,,3756,1454,4429,3671,3888,3741,3589,,8026,1454,203,671,,,,,
,,,1539,1834,4511,4484,3766,3703,3178,,1539,1834,1226,671,,,,,
,,,3308,1481,4170,4062,4279,3706,3823,,7578,1481,3355,671,,,,,
,,,4193,452,3745,4318,4708,3428,4536,,8463,452,1261,3830,,,,,
,,,4480,2448,3135,3955,3579,3825,4708,,8750,2448,3155,2199,,,,,
,,,1354,534,4233,4583,4935,4730,3218,,1354,534,1015,671,,,,,
,,,1283,1341,3430,3129,3295,3428,4455,,1283,1341,392,3830,,,,,
,,,2097,2381,4879,3549,4717,3001,4424,,2097,2381,2744,3828,,,,,
,,,2363,3145,4218,3736,3784,4580,4814,,2363,7415,2257,1482,,,,,
,,,488,361,4305,4629,4907,4360,4142,,488,361,891,183,,,,,
,,,3769,4246,3983,4750,3347,4159,4536,,8039,8516,1685,3828,,,,,
,,,2574,2025,3126,3004,4712,3640,3846,,2574,2025,1795,671,,,,,
,,,681,4665,3546,4824,4303,4500,3922,,681,8935,2598,671,,,,,
,,,2363,4907,4840,3647,4840,3686,4691,,2363,9177,891,1482,,,,,
,,,859,2414,3677,3182,3392,4635,4966,,859,2414,2045,3825,,,,,
,,,2363,1408,3345,3157,4957,3145,3086,,2363,1408,3356,1481,,,,,
,,,2108,1239,4529,3419,3251,4952,3836,,2108,1239,819,672,,,,,
,,,1189,2265,4898,3571,4576,4159,4287,,1189,2265,128,3828,,,,,
,,,2363,204,4517,3519,4977,3619,3867,,2363,204,2907,1481,,,,,
,,,1209,1575,4344,4045,4851,4455,3828,,1209,1575,2840,3828,,,,,
,,,2363,1037,3002,4208,3567,3116,4442,,2363,1037,3051,1481,,,,,
,,,3703,2054,3075,3075,3075,3675,4620,,7973,2054,2796,670,,,,,
,,,1453,979,3165,4113,3165,3922,3164,,1453,979,2858,672,,,,,
,,,2363,4383,3858,3669,4131,4284,3578,,2363,8653,803,1482,,,,,
,,,1835,664,3357,4817,4116,4730,3807,,1835,664,2744,671,,,,,
,,,363,3643,4043,3643,3464,4586,3996,,363,7913,4250,232,,,,,
,,,4730,2643,4624,3328,4405,3411,3913,,9000,2643,2598,671,,,,,
,,,896,601,3272,4482,3201,4919,3631,,896,601,2368,2199,,,,,
,,,4688,2448,3637,3955,3607,3331,3343,,8958,2448,3155,670,,,,,
,,,3262,4949,4383,3669,4463,4229,3414,,7532,9219,802,1952,,,,,
,,,799,161,4915,4113,3014,4797,3996,,799,161,2859,233,,,,,
,,,4537,1627,3919,3855,4430,3706,4691,,8807,1627,1599,670,,,,,
,,,152,836,4675,4789,4897,4125,4842,,152,836,4216,671,,,,,
,,,3742,2476,3481,3556,3349,4455,3742,,8012,2476,1028,3830,,,,,
,,,3742,4986,3503,4583,3729,4832,4962,,8012,9256,1015,3827,,,,,
,,,4611,1602,3692,3347,3251,3703,3298,,8881,1602,1685,671,,,,,
,,,2363,3369,4562,3608,4053,4919,4200,,2363,7639,2744,1482,,,,,
,,,1817,4652,4331,3209,4293,3579,3375,,1817,8922,1598,2200,,,,,
,,,4357,676,3798,3614,3764,3441,3253,,8627,676,2744,183,,,,,
,,,2344,3226,4524,3226,4524,4717,3418,,2344,7496,2948,3829,,,,,
,,,2363,2223,3076,4105,4997,4538,3379,,2363,2223,3200,1481,,,,,
,,,2363,1361,3004,3126,3397,3547,4909,,2363,1361,1795,1482,,,,,
,,,3644,1498,4562,3583,4424,3446,4580,,7914,1498,2744,3826,,,,,
,,,1871,794,4216,4113,4113,3437,4966,,1871,794,2859,3830,,,,,
,,,1176,3519,3519,4436,3483,4691,3823,,1176,7789,2907,673,,,,,
,,,4731,2218,3386,4698,3780,3308,4965,,9001,2218,1413,673,,,,,
,,,2156,2109,4607,3911,3573,3437,4580,,2156,2109,2598,3824,,,,,
,,,4731,1401,4268,3839,4272,4215,3920,,9001,1401,2488,672,,,,,
,,,2149,2995,3179,3271,3193,4426,4536,,2149,2995,3085,3827,,,,,
,,,1219,2874,3810,4518,4888,4962,3751,,1219,2874,1714,3835,,,,,
,,,2363,544,3374,4329,3891,3491,4423,,2363,544,2281,1482,,,,,
,,,4143,3602,3560,4642,4576,4348,3996,,8413,7872,2598,233,,,,,
,,,1209,3089,4986,4583,4536,4717,3295,,1209,7359,1014,3832,,,,,
,,,1219,948,3675,3438,4291,3001,3418,,1219,948,1693,3831,,,,,
,,,1659,927,4246,3692,3512,4040,3606,,1659,927,1685,671,,,,,
,,,2628,2448,4415,3955,4601,3686,4942,,2628,2448,3155,670,,,,,
,,,76,1376,3233,4659,3743,3644,3418,,76,1376,3001,3831,,,,,
,,,930,1522,4861,4856,3748,3642,4176,,930,1522,2744,672,,,,,
,,,2363,3263,3263,3263,4707,4305,3463,,2363,7533,2816,1482,,,,,
,,,1555,4121,3692,4822,4750,3484,4813,,1555,8391,1685,671,,,,,
,,,3141,2218,3365,3947,3537,4229,3111,,7411,2218,1413,1953,,,,,
,,,675,506,3459,4023,3169,3509,4670,,675,506,2744,233,,,,,
,,,3730,2523,3503,3627,3912,4691,3475,,8000,2523,36,669,,,,,
,,,2363,848,3633,3895,4048,3504,3709,,2363,848,2368,1481,,,,,
,,,1903,2804,3765,4615,4382,3483,3215,,1903,2804,1600,671,,,,,
,,,2147,4334,4205,4782,4835,4538,4634,,2147,8604,2598,1953,,,,,
,,,3060,1052,3527,3527,3527,4061,4586,,7330,1052,2102,233,,,,,
,,,1349,1228,4389,5000,3777,4538,4535,,1349,1228,1415,1952,,,,,
,,,1282,2542,4399,4318,4401,4222,3164,,1282,2542,1261,673,,,,,
,,,2607,4377,3568,3932,4209,4258,3218,,2607,8647,2598,669,,,,,
,,,2363,2512,3926,3728,3321,3697,3236,,2363,2512,1297,1481,,,,,
,,,2786,2902,3682,3599,3276,4962,4287,,2786,2902,2813,3826,,,,,
,,,2962,2373,3818,3048,4697,3093,4555,,2962,2373,2235,672,,,,,
,,,4159,109,3632,4599,4287,4888,4287,,8429,109,2744,3826,,,,,
,,,2149,238,3568,3088,3035,4888,4962,,2149,238,3057,3836,,,,,
,,,3769,663,4392,4245,4097,4832,3742,,8039,663,2064,3834,,,,,
,,,4143,1542,3530,3530,4132,4902,3761,,8413,1542,2945,233,,,,,
,,,2298,1503,3917,3980,4695,4385,4364,,2298,1503,389,233,,,,,
,,,76,1674,4553,3992,3742,4888,3295,,76,1674,2841,3832,,,,,
,,,774,836,3329,3443,3443,4832,4580,,774,836,4215,3828,,,,,
,,,3437,315,4257,3554,3801,3446,4821,,7707,315,1600,3827,,,,,
,,,4153,371,3314,3895,3272,3677,4364,,8423,371,2369,233,,,,,
,,,3970,1713,3989,4200,3262,4702,3667,,8240,1713,2744,1953,,,,,
,,,4159,1294,3587,3442,4724,4888,3742,,8429,1294,392,3825,,,,,
,,,4091,1698,4752,4667,4691,3352,4011,,8361,1698,1599,671,,,,,
,,,1708,1683,3412,4147,3756,3424,3646,,1708,1683,63,671,,,,,
,,,4803,104,4399,4318,4897,4353,3823,,9073,104,1260,669,,,,,
,,,1219,3995,3995,3761,3995,4580,4580,,1219,8265,2385,3832,,,,,
,,,2360,1972,3329,4789,3443,3723,3128,,2360,1972,4216,1953,,,,,
,,,806,2960,3870,4788,4795,4803,3090,,806,2960,2333,671,,,,,
,,,2363,506,3989,3322,4964,3184,4802,,2363,506,2744,1481,,,,,
,,,3579,2448,3838,3955,3082,3825,4480,,7849,2448,3155,2199,,,,,
,,,3850,2448,3456,3955,3127,4401,4965,,8120,2448,3155,669,,,,,
,,,1571,2971,4317,4774,4601,3888,4598,,1571,2971,1164,671,,,,,
,,,3046,3857,3802,3118,3343,4674,3267,,7316,8127,63,672,,,,,
,,,813,355,3075,3075,3075,4714,4321,,813,355,2796,672,,,,,
,,,3424,547,4344,4045,4323,4497,3101,,7694,547,2841,670,,,,,
,,,230,708,4906,3348,3038,4847,3836,,230,708,1599,671,,,,,
,,,2278,4467,4467,4467,4388,4890,3128,,2278,8737,3100,1952,,,,,
,,,2363,1799,3391,3391,3995,3744,3094,,2363,1799,523,1481,,,,,
,,,4309,514,3195,4839,3847,4132,3967,,8579,514,1095,233,,,,,
,,,2866,2448,4579,3955,4929,3446,3349,,2866,2448,3155,3830,,,,,
,,,1072,872,3318,3318,4424,4159,3856,,1072,872,4270,3826,,,,,
,,,4193,2681,3030,4667,3196,4832,3418,,8463,2681,1600,3825,,,,,
,,,2418,2911,3995,3949,4448,3067,3124,,2418,2911,2386,672,,,,,
,,,1219,281,4990,4772,4536,3742,3856,,1219,281,2552,3830,,,,,
,,,3996,2614,4958,3272,3691,4355,3464,,8266,2614,2368,233,,,,,
,,,1709,948,3987,3448,4426,3001,3742,,1709,948,1693,3830,,,,,
,,,2363,2448,4205,3955,4832,3344,4353,,2363,2448,3155,1482,,,,,
,,,3828,573,4264,4264,3440,4424,4424,,8098,573,1164,3832,,,,,
,,,2363,39,4174,4456,3763,4983,4746,,2363,39,186,1481,,,,,
,,,2363,4665,4860,4576,4683,3999,3823,,2363,8935,2598,1482,,,,,
,,,1229,2448,3967,3955,3364,4258,4894,,1229,2448,3155,670,,,,,
,,,2363,2978,3513,3513,4342,3642,3323,,2363,2978,2142,1482,,,,,
,,,2855,1043,4953,4150,4562,3446,3742,,2855,1043,2745,3829,,,,,
,,,4052,899,3779,4248,3811,4215,3559,,8322,899,2636,671,,,,,
,,,2363,1481,4170,3157,4156,4669,3516,,2363,1481,3358,1482,,,,,
,,,1032,2390,4841,4677,3082,3408,3375,,1032,2390,2636,2199,,,,,
,,,616,2008,4866,4248,3667,4229,3667,,616,2008,284,1951,,,,,
,,,2363,1002,3391,3391,4214,4371,3014,,2363,1002,523,1481,,,,,
,,,4153,2448,4669,3955,3201,3509,3211,,8423,2448,3155,233,,,,,
,,,773,2244,3814,3359,4942,3372,3425,,773,2244,2494,671,,,,,
,,,3847,1361,3126,3397,4712,4309,4340,,8117,1361,1795,233,,,,,
,,,4310,3528,3528,3545,3020,3636,4923,,8580,7798,3,233,,,,,
,,,3327,2025,3126,3397,3954,4040,3267,,7597,2025,1795,671,,,,,
,,,2363,2074,3526,4062,3526,4368,4571,,2363,2074,3356,1482,,,,,
,,,2363,1433,4840,3647,4053,4104,4883,,2363,1433,891,1482,,,,,
,,,2363,539,3995,3070,4990,4438,4382,,2363,539,2385,1481,,,,,
,,,1634,1819,4286,3900,4637,4932,4321,,1634,1819,1600,670,,,,,
,,,3124,3872,3027,4442,3772,3853,4569,,7394,8142,803,669,,,,,
,,,2957,988,4886,4088,4088,3618,3419,,2957,988,889,2200,,,,,
,,,3082,4467,4467,4467,4293,3618,4708,,7352,8737,3100,2199,,,,,
,,,4142,4509,4509,4917,4142,4357,3253,,8412,8779,2042,183,,,,,
,,,859,2265,4081,3953,4753,3001,4962,,859,2265,127,3825,,,,,
,,,3340,13,3857,4451,3251,4258,4763,,7610,13,63,673,,,,,
,,,3756,2621,4986,4986,3503,4368,4144,,8026,2621,1014,672,,,,,
,,,1094,653,3347,4822,4796,3343,3352,,1094,653,1685,672,,,,,
,,,2363,4703,3294,4188,3868,4174,4576,,2363,8973,2599,1482,,,,,
,,,3644,4762,4412,4762,4762,4580,3418,,7914,9032,3222,3825,,,,,
,,,4357,570,4767,4376,4357,4360,4357,,8627,570,2494,183,,,,,
,,,1560,2265,4860,4340,4109,4483,3469,,1560,2265,127,672,,,,,
,,,976,2008,4452,4312,4452,4159,4287,,976,2008,285,3825,,,,,
,,,2344,1987,4037,3759,4780,4455,4536,,2344,1987,2369,3831,,,,,
,,,616,161,3165,4216,4113,4538,4535,,616,161,2859,1952,,,,,
,,,2363,2265,3568,4224,4916,4363,4505,,2363,2265,126,1482,,,,,
,,,773,2494,3186,4735,3265,3228,4795,,773,2494,2678,670,,,,,
,,,3767,4246,3347,3692,3450,3111,3414,,8037,8516,1685,1952,,,,,
,,,546,3089,3089,4986,3729,4480,4981,,546,7359,1014,2199,,,,,
,,,2017,1363,3391,3391,3604,4483,3781,,2017,1363,524,671,,,,,
,,,799,4872,3939,3968,4976,3677,4670,,799,9142,2599,233,,,,,
,,,1708,1063,3513,3972,3845,4931,4656,,1708,1063,2142,672,,,,,
,,,4542,2414,3704,3182,3392,4897,3472,,8812,2414,2044,673,,,,,
,,,1993,2265,3922,3631,3520,3853,3469,,1993,2265,127,671,,,,,
,,,533,3276,4084,4967,3428,3428,3856,,533,7546,1601,3825,,,,,
,,,4902,1642,4694,3953,3691,4695,4181,,9172,1642,1164,233,,,,,
,,,2363,3314,4241,3895,3759,3825,3367,,2363,7584,2368,1482,,,,,
,,,3437,518,4196,3549,4776,3437,4821,,7707,518,2744,3828,,,,,
,,,2855,1132,3468,3107,4269,4580,4580,,2855,1132,16,3821,,,,,
,,,2344,1408,4170,3242,4717,4580,4424,,2344,1408,3356,3832,,,,,
,,,749,172,4643,4482,4997,3461,3316,,749,172,2369,671,,,,,
,,,2483,4738,3314,3274,3351,3509,3636,,2483,9008,2368,233,,,,,
,,,3394,1925,3921,4750,3347,4360,3253,,7664,1925,1685,183,,,,,
,,,2277,301,3491,3491,3558,4888,3295,,2277,301,2166,3820,,,,,
,,,4193,4733,4043,4820,4022,4962,4536,,8463,9003,4250,3828,,,,,
,,,559,4960,4699,3627,3723,4666,4921,,559,9230,35,1953,,,,,
,,,2285,653,3921,4822,3983,4971,4969,,2285,653,1685,233,,,,,
,,,2363,1071,3126,3397,3954,3347,4121,,2363,1071,1795,1481,,,,,
,,,1560,3035,4167,3352,3035,3926,3741,,1560,7305,3058,670,,,,,
,,,3014,381,3143,3143,4503,4304,4632,,7284,381,2494,234,,,,,
,,,2855,3263,3263,3263,4635,3446,3856,,2855,7533,2816,3831,,,,,
,,,2363,692,4384,4384,4347,4795,3100,,2363,692,2249,1482,,,,,
,,,4304,636,4076,3932,4975,3967,4281,,8574,636,2598,233,,,,,
,,,4097,1869,4956,4956,4888,4308,4962,,8367,1869,831,3824,,,,,
,,,654,2793,4603,4291,3110,4261,4265,,654,2793,1600,669,,,,,
,,,1982,3342,3814,4645,4587,4304,4902,,1982,7612,2494,233,,,,,
,,,2363,4951,3466,3459,3630,4383,4760,,2363,9221,2744,1481,,,,,
,,,349,2899,4037,4482,3272,3352,4458,,349,2899,2369,671,,,,,
,,,633,381,3694,4645,3359,4942,4574,,633,381,2494,671,,,,,
,,,2852,2122,3745,4318,4780,4159,3742,,2852,2122,1262,3832,,,,,
,,,2363,400,4128,4128,4128,3504,4217,,2363,400,1741,1482,,,,,
,,,4234,4511,4511,3709,4511,3327,4813,,8504,8781,1226,672,,,,,
,,,86,4757,3391,3391,4304,4181,4586,,86,9027,523,233,,,,,
,,,3378,2257,3796,4127,3796,4008,3943,,7648,2257,3120,671,,,,,
,,,2363,4907,4840,4840,3643,3319,3359,,2363,9177,891,1481,,,,,
,,,3723,628,4675,4789,3443,4835,3111,,7993,628,4216,1951,,,,,
,,,4714,4126,4126,3375,3853,3741,3445,,8984,8396,2223,672,,,,,
,,,923,741,3905,4764,4391,3372,3601,,923,741,2743,672,,,,,
,,,3709,1447,3233,4992,4437,4740,3475,,7979,1447,2092,670,,,,,
,,,3225,103,3115,4442,4417,4528,3996,,7495,103,803,232,,,,,
,,,1144,4762,4681,4762,4835,4388,3667,,1144,9032,3222,1953,,,,,
,,,4002,2478,3272,4482,3895,4952,3725,,8272,2478,2369,672,,,,,
,,,2149,1481,4170,3345,4888,4580,3856,,2149,1481,3357,3822,,,,,
,,,76,1303,4793,4054,3317,4962,3856,,76,1303,4250,3831,,,,,
,,,2363,3342,3143,4767,3342,4963,3615,,2363,7612,2494,1482,,,,,
,,,4678,4703,4416,4030,4500,4714,3497,,8948,8973,2599,669,,,,,
,,,3454,4080,3818,3866,3561,4332,4086,,7724,8350,2235,233,,,,,
,,,4097,2972,3309,3309,3743,4455,3751,,8367,2972,1410,3829,,,,,
,,,1477,2221,4767,4767,3359,4704,3913,,1477,2221,2494,671,,,,,
,,,859,3463,3463,3463,3095,3644,3856,,859,7733,999,3829,,,,,
,,,852,1653,4452,4773,4866,3559,4321,,852,1653,284,670,,,,,
,,,1659,2816,3641,3972,4180,4462,3543,,1659,2816,2142,672,,,,,
,,,2648,1886,4509,4509,3295,3644,4962,,2648,1886,2042,3830,,,,,
,,,2577,1979,4383,3872,3913,4201,3045,,2577,1979,803,672,,,,,
,,,439,2448,3721,3955,3254,4766,3401,,439,2448,3156,671,,,,,
,,,3111,935,3802,3122,3141,4666,4829,,7381,935,63,1950,,,,,
,,,3771,323,4514,4988,4769,4914,4279,,8041,323,1164,671,,,,,
,,,2363,2265,4362,3263,4708,4351,3419,,2363,2265,128,1482,,,,,
,,,1871,2448,4488,3955,3397,4308,4966,,1871,2448,3155,3827,,,,,
,,,4981,3519,4517,4436,3618,3579,3227,,9251,7789,2907,2199,,,,,
,,,2363,4907,4840,3647,4840,3237,4636,,2363,9177,892,1481,,,,,
,,,2097,867,3796,4409,3796,4455,3295,,2097,867,3119,3833,,,,,
,,,2363,4524,4524,3226,3226,3780,4648,,2363,8794,2948,1481,,,,,
,,,1817,175,4806,4922,4293,4919,3419,,1817,175,2654,2199,,,,,
,,,4706,1043,3918,4058,3615,4309,3996,,8976,1043,2744,233,,,,,
,,,586,1348,4170,3524,3308,3846,4234,,586,1348,3356,669,,,,,
,,,753,2241,4103,4080,4310,3351,4153,,753,2241,2235,233,,,,,
,,,2363,4399,4399,4318,3447,3181,3977,,2363,8669,1261,1481,,,,,
,,,859,2438,4601,3599,3882,3446,3054,,859,2438,2813,3826,,,,,
,,,3993,1527,3329,4789,4132,3636,3464,,8263,1527,4216,234,,,,,
,,,2086,3533,3704,3138,3533,3618,4981,,2086,7803,1598,2199,,,,,
,,,930,295,4325,3953,4109,3578,4766,,930,295,1164,670,,,,,
,,,2363,219,3463,3095,4406,4443,3111,,2363,219,999,1481,,,,,
,,,2363,4606,4669,3615,4950,3542,3972,,2363,8876,2744,1481,,,,,
,,,642,3503,4986,4583,3503,4187,4932,,642,7773,1015,670,,,,,
,,,409,2349,3265,4114,4250,3254,3469,,409,2349,1164,671,,,,,
,,,838,2265,3072,3646,3793,4984,4236,,838,2265,127,671,,,,,
,,,1817,304,3031,4821,4981,3579,3408,,1817,304,935,2200,,,,,
,,,23,3519,3519,4436,4977,3825,4480,,23,7789,2907,2199,,,,,
,,,233,1474,3821,3770,4430,4581,4981,,233,1474,1600,2199,,,,,
,,,4740,1023,4216,4113,3165,3566,4574,,9010,1023,2859,673,,,,,
,,,2363,601,4037,3759,3759,4348,3400,,2363,601,2369,1482,,,,,
,,,533,4762,4024,4762,3317,4424,3297,,533,9032,3222,3826,,,,,
,,,3110,2506,4518,3453,3062,4100,4220,,7380,2506,1715,673,,,,,
,,,591,361,4305,4907,3954,3686,4808,,591,361,892,670,,,,,
,,,2426,2209,3112,4546,4424,3428,3054,,2426,2209,2552,3825,,,,,
,,,2097,4491,3444,4627,4717,3001,3828,,2097,8761,859,3825,,,,,
,,,687,2812,4517,3519,4865,3741,4516,,687,2812,2907,670,,,,,
,,,3847,3995,3995,4729,3847,3993,3092,,8117,8265,2385,234,,,,,
,,,2489,3734,4866,4033,4040,3741,3838,,2489,8004,284,672,,,,,
,,,2500,2448,4363,3955,3821,4287,3446,,2500,2448,3156,3827,,,,,
,,,753,320,3165,4113,3165,3581,4670,,753,320,2858,233,,,,,
,,,3825,425,3621,4725,3193,3825,3227,,8095,425,3086,2200,,,,,
,,,1349,948,4284,3478,4819,4702,3414,,1349,948,1692,1952,,,,,
,,,2220,1615,3503,4583,3503,3351,4632,,2220,1615,1015,233,,,,,
,,,1885,1002,3391,4757,4018,3780,3445,,1885,1002,524,671,,,,,
,,,483,2998,3481,3556,3963,4149,4144,,483,2998,1027,671,,,,,
,,,2363,4859,4859,4859,4382,4399,3841,,2363,9129,2527,1482,,,,,
,,,2363,2265,4345,4114,4811,4449,3805,,2363,2265,127,1482,,,,,
,,,2577,2981,3030,3175,3781,3472,4095,,2577,2981,1598,673,,,,,
,,,3856,626,4767,3386,3054,4888,3751,,8126,626,2494,3831,,,,,
,,,2559,2218,4090,3980,3675,3853,4448,,2559,2218,1413,672,,,,,
,,,3777,2265,4650,3883,3723,4702,4316,,8047,2265,127,1952,,,,,
,,,2363,111,4214,4757,4214,3495,4998,,2363,111,524,1482,,,,,
,,,533,4523,4956,4523,3297,3742,4776,,533,8793,1393,3836,,,,,
,,,1189,1854,3463,3346,3742,4455,3751,,1189,1854,999,3829,,,,,
,,,3780,788,3983,4121,3983,4932,3340,,8050,788,1685,669,,,,,
,,,365,2617,4037,3314,4142,4357,4357,,365,2617,2369,183,,,,,
,,,2363,1671,4394,3731,3055,3492,4847,,2363,1671,2280,1482,,,,,
,,,2607,3035,4013,4820,3035,4889,4691,,2607,7305,3058,670,,,,,
,,,2962,452,3745,4318,4448,4175,3078,,2962,452,1261,669,,,,,
,,,2363,440,4978,3432,4391,3265,3906,,2363,440,2743,1482,,,,,
,,,4424,2221,3342,4067,3743,4962,4580,,8694,2221,2494,3830,,,,,
,,,2363,1433,4305,4907,4907,4996,4543,,2363,1433,892,1481,,,,,
,,,4097,1286,3935,3980,4235,3428,4776,,8367,1286,392,3825,,,,,
,,,2457,400,4128,4128,4128,3492,3436,,2457,400,1741,671,,,,,
,,,4424,2122,3745,4318,4832,3001,3349,,8694,2122,1261,3828,,,,,
,,,3856,1181,3155,3196,4776,3428,3295,,8126,1181,1600,3824,,,,,
,,,820,2667,3995,3806,3995,3512,4763,,820,2667,2385,670,,,,,
,,,307,3522,4418,3668,4680,4332,3092,,307,7792,831,233,,,,,
,,,2425,1975,4452,3151,4401,3686,3823,,2425,1975,284,670,,,,,
,,,533,287,3136,4928,4472,3437,3295,,533,287,4266,3824,,,,,
,,,1346,2203,4031,4639,4990,3199,3792,,1346,2203,2552,671,,,,,
,,,2363,31,3100,3689,3063,3442,3491,,2363,31,2744,1481,,,,,
,,,3295,4409,3796,4409,4536,3437,3828,,7565,8679,3119,3835,,,,,
,,,4660,2749,4879,4338,3472,4201,4175,,8930,2749,2743,672,,,,,
,,,386,2687,4687,4654,4867,4308,3446,,386,2687,63,3826,,,,,
,,,4097,1200,4113,4113,4113,4159,3054,,8367,1200,2859,3832,,,,,
,,,2156,2617,4738,3274,3317,4426,4776,,2156,2617,2368,3826,,,,,
,,,2866,2039,4252,4544,4877,3742,4580,,2866,2039,2653,3827,,,,,
,,,2855,1889,3866,3815,4426,4308,3418,,2855,1889,2235,3827,,,,,
