Port Key,Address Key,Port Name,Port Type,Port Size,Phone,Fax,800 Number,UN/LOCODE,Email,Website
3006,6007,"""Otterbacken""","""Seaport""","""Small""","""054-14 48 60""","""054-21 33 16""",,,,"""www.vanerhamn.se"""
3007,6008,"""Oxelosund""","""Seaport""","""Small""","""46 155 258000""","""46 155 34321""",,"""SEOXE""","""oxelosunds.hamn@oxhamn.se""","""www.oxhamn.se"""
3008,6009,"""Pataholm""",,,,,,,,
3009,6010,"""Pitea""","""Seaport""","""Small""","""46 911 232200""","""46 911 232227""",,,"""info@bottenvikens-stuveri.se""","""www.bottenvikens-stuveri.se"""
3010,6011,"""Ronehamn""","""Harbor""","""Small""","""46 498 482236""","""46 498 482247""",,,"""visby.port@gotland.se""",
3011,6012,"""Ronneby""","""Harbor""","""Small""","""46 457 18295""","""46 457 18741""",,,,
3012,6013,"""Ronnebyhamn""",,,,,,,,
3013,6014,"""Ronnskar""",,,,,,,,
3014,6015,"""Simrishamn""","""Harbor""","""Small""","""46 414 819200""","""46 414 16215""",,,"""simrishamns.kommun@simrishamn.se""","""www.simrishamn.se"""
3015,6016,"""Skelleftea""","""Harbor""","""Small""","""46 910 33130""","""46 910 34438""",,"""SESFT""",,
3016,6017,"""Skelleftehamn""",,,,,,"""SESKE""",,
3017,6018,"""Skoghall""","""Seaport""","""Small""","""054-14 48 60""","""054-21 33 16""",,,,"""www.vanerhamn.se"""
3018,6019,"""Skredsvik""",,,,,,,,
3019,6020,"""Skutskar""","""Harbor""","""Small""","""46 26 85000""","""46 26 85015""",,,,"""www.storaenso.com"""
3020,6021,"""Slite""","""Seaport""","""Small""","""46 498 281000""","""46 498 281393""",,,,"""www.cementa.se"""
3021,6022,"""Soderhamn""","""Harbor""","""Small""","""46 270 284132""","""46 270 284126""",,,"""tommy.eriksson@sshab.se""","""www.sshab.se"""
3022,6023,"""Sodertelje""",,,,,,,,
3023,6024,"""Solvesborg""","""Seaport""","""Small""","""46 456 42240""","""46 456 12761""",,,"""info@stuverihamn.se""","""www.stuverihamn.se"""
3024,6025,"""Stenungsund""","""Pier, Jetty or Wharf""","""Very Small""","""46 303 66141""","""46 303 66161""",,,,
3025,6026,"""Stockholm""","""Seaport""","""Medium""","""46 8 670 2600""","""46 8 665 0838""",,"""SESTO""","""info@stoports.com""","""www.stoports.com"""
3026,6027,"""Storugns""",,,,,,,,
3027,6028,"""Strangnas""","""Harbor""","""Small""","""46 152 29319""","""46 152 29305""",,,,
3028,6029,"""Stroemstad""",,,,,,,,
3029,6030,"""Stugsund""",,,,,,,,
3030,6031,"""Sundsvall""","""Harbor""","""Small""","""46 60 123180""","""46 60 193519""",,"""SESDL""","""info@sundsvallshamn.se""","""www.sundsvallshamn.se"""
3031,6032,"""Trelleborg""","""Harbor""","""Small""","""46 410 363700""","""46 410 363729""",,"""SETRG""","""trelleborgs.hamn@port.trelleborg.se""","""www.trelleborgshamn.se"""
3032,6033,"""Trollhatte Canal""",,,,,,,,
3033,6034,"""Tunadal""",,,,,,,,
3034,6035,"""Uddevalla""","""Harbor""","""Small""","""46 522 91200""","""46 522 33630""",,"""SEUDD""","""info@uddevalla-hamn.se""","""www.uddevalla-hamn.se"""
3035,6036,"""Umea""","""River Port""","""Small""","""46 90 163280""","""46 90 24306""",,"""SEUME""","""umeahamn@umeahamn.se""","""www.umeahamn.se"""
3036,6037,"""Utansjo""",,,,,,,,
3037,6038,"""Vaesteras""",,,,,,,,
3038,6039,"""Valdemarsvik""",,,,,,,,
3039,6040,"""Vallvik""","""Pier, Jetty or Wharf""","""Small""","""46 270 62000""","""46 270 69210""",,,"""info@rottneros.com""","""www.rottneros.com"""
3040,6041,"""Vanersborg""","""Seaport""","""Small""","""054-14 48 60""","""054-21 33 16""",,,,"""www.vanerhamn.se"""
3041,6042,"""Varberg""","""Harbor""","""Small""","""46 340 88528""","""46 340 80955""",,,"""hamn@kommunen.varberg.se""","""www.varberg.se"""
3042,6043,"""Vastervik""","""Seaport""","""Small""","""46 (0) 490-425 25""","""46 (0) 490-425 26""",,,"""info@osterstroms.se""","""www.osterstroms.com"""
3043,6044,"""Visby""",,,,,,,,
3044,6045,"""Waija""",,,,,,,,
3045,6046,"""Wallhamn""","""Seaport""","""Medium""","""46(0)304 67 99 51""","""46(0)304 66 08 89""",,,"""henrik.sundin@wallhamn.com""","""www.wallhamn.com"""
3046,6047,"""Wallvik""",,,,,,,,
3047,6048,"""Ystad""","""Harbor""","""Small""","""46 411 18080""","""46 411 74950""",,,"""port@ystad.se""","""www.ystad.se"""
3048,6049,"""Banias""","""Harbor""","""Small""",,,,,,
3049,6050,"""Borj Islam""",,,,,,,,
3050,6051,"""Latakia""","""Seaport""","""Medium""","""00963 41 476452""","""00963 41 475760""",,"""SYLTK""",,"""www.lattakiaport.gov.sy"""
3051,6052,"""Tartous""",,,,,,,,
3052,6053,"""An-Ping""",,,,,,,,
3053,6054,"""Hualien""","""Seaport""","""Medium""",,,,,"""lly@mail.hlhb.gov.tw""","""www.hlhb.gov.tw"""
3054,6055,"""Kaohsiung""","""Seaport""","""Medium""","""886-7-561-2311""",,,"""TWKHH""",,"""www.khb.gov.tw"""
3055,6056,"""Keelung""","""Seaport""","""Large""",,,"""886-2-24206100""",,,"""www.klhb.gov.tw"""
3056,6057,"""Mailiao""",,,,,,,,
3057,6058,"""Ma-Kung""",,,,,,,,
3058,6059,"""Su-Ao""",,,,,,,,
3059,6060,"""Taichung""","""Seaport""","""Medium""","""886-4-26562611""","""886-4-26565720""",,"""TWTXG""",,"""www.tchb.gov.tw"""
3060,6061,"""Taipei""",,,,,,"""TWTPE""",,
3061,6062,"""Chake Chake""","""Pier, Jetty or Wharf""","""Very Small""",,,,,,
3062,6063,"""Dar Es Salaam""","""Seaport""","""Large""","""255 22-2113642""","""255 22-2113646""",,,"""pmdsm@tanzaniaports.com""","""www.tanzaniaports.com"""
3063,6064,"""Kilwa Kivinje""","""Pier, Jetty or Wharf""","""Small""","""255 22 221212""","""255 22 232066""",,,"""prm@tanzaniaports.com""","""www.tanzaniaports.com"""
3064,6065,"""Kilwa Masoko""","""Harbor""","""Small""","""255 22 221212""","""255 22 232066""",,,"""prm@tanzaniaports.com""","""www.tanzaniaports.com"""
3065,6066,"""Lindi""","""Pier, Jetty or Wharf""","""Small""","""255 22 221212""","""255 22 232066""",,,"""prm@tanzaniaports.com""","""www.tanzaniaports.com"""
3066,6067,"""Mkoani""",,,,,,,,
3067,6068,"""Pangani""","""Pier, Jetty or Wharf""","""Small""","""255 22 221212""","""255 22 232066""",,,"""prm@tanzaniaports.com""","""www.tanzaniaports.com"""
3068,6069,"""Tanga""","""Seaport""","""Small""","""255-53-43078""","""255-53-42360""",,"""TZTGT""","""pmtanga@tanzaniaports.com""","""www.tanzaniaports.com"""
3069,6070,"""Wete Wete""",,,,,,,,
3070,6071,"""Zanzibar""","""Harbor""","""Small""","""255 24 32858""","""255 24 32578""",,"""TZZNZ""",,
3071,6072,"""Bangkok""","""Seaport""","""Medium""","""2249 7878""",,,"""THBKK""","""patonline@port.co.th""","""www.bkp.port.co.th"""
3072,6073,"""Bangpakong""",,,,,,"""THBGP""",,
3073,6074,"""Benchamas Terminal""",,,,,,,,
3074,6075,"""Bongkot Terminal""",,,,,,,,
3075,6076,"""Chanthaburi""",,,,,,,,
3076,6077,"""Chongnonsri Marine Terminal""",,,,,,,,
3077,6078,"""Erawan Terminal""",,,,,,,,
3078,6079,"""Kantang""","""Pier, Jetty or Wharf""","""Small""","""2233-1311""","""2236-7248""",,,"""marine@md.go.th""","""www.md.go.th"""
3079,6080,"""Khanom""","""Pier, Jetty or Wharf""","""Small""","""2233-1311""","""2236-7248""",,,"""marine@md.go.th""","""www.md.go.th"""
3080,6081,"""Koh Sichang""",,,,,,"""THKSI""",,
3081,6082,"""Kohsichang TPP""",,,,,,,,
3082,6083,"""Krabi""","""Pier, Jetty or Wharf""","""Small""","""2 233 1311""","""2 236 7248""",,,,"""www.tpni.co.th"""
3083,6084,"""Laem Chabang""","""Seaport""","""Large""","""2269-3000""","""2672-7156""",,"""THLCH""","""patonline@port.co.th""","""www.port.co.th"""
3084,6085,"""Lat Krabang""",,,,,,"""THLKR""",,
3085,6086,"""Mab Tapud""",,,,,,"""THMAT""",,
3086,6087,"""Map Ta Phut""",,,,,,,,
3087,6088,"""Paknam""",,,,,,"""THPKN""",,
3088,6089,"""Pattani""",,,,,,,,
3089,6090,"""Petchburi Terminal""",,,,,,,,
3090,6091,"""Prachuap Port""",,,,,,,,
3091,6092,"""Rayong TPI Terminal""",,,,,,,,
3092,6093,"""Samut Prakan""",,,,,,,,
3093,6094,"""Sattahip""","""Seaport""","""Medium""","""66 38 431349""","""66 38 431261""",,,,"""scp.yod.net"""
3094,6095,"""Siam Seaport""",,,,,,,,
3095,6096,"""Siracha""","""Seaport""","""Small""","""66 38 773069""","""66 38 773082""",,,,"""www.srirachaport.com"""
3096,6097,"""Songkhla""","""Seaport""","""Small""","""2233-1311""","""2236-7248""",,"""THSGZ""","""marine@md.go.th""","""www.md.go.th"""
3097,6098,"""Tantawan Marine Terminal""",,,,,,,,
3098,6099,"""Kpeme""","""Pier, Jetty or Wharf""","""Very Small""","""228 221 3901""","""228 221 7105""",,,,
3099,6100,"""Lome""","""Seaport""","""Small""","""228 227 47 42""","""228 227 08 18""",,"""TGLFW""","""togoport@togoport.tg""","""www.togoport.tg"""
3100,6101,"""Pangai""","""Harbor""","""Very Small""","""676 88 70639""","""676 88 70061""",,,,
3101,6102,"""Brighton""","""Pier, Jetty or Wharf""","""Very Small""","""868 623-2901""",,,,"""vilmal@patnt.com""","""www.patnt.com"""
3102,6103,"""Chaguaramas""","""Harbor""","""Small""","""868 623-2901""",,,,"""vilmal@patnt.com""","""www.patnt.com"""
3103,6104,"""Cronstadt Island""",,,,,,,,
3104,6105,"""Crown Point""",,,,,,,,
3105,6106,"""Galeota Point""","""Harbor""","""Small""","""868 623-2901""",,,,"""vilmal@patnt.com""","""www.patnt.com"""
3106,6107,"""Pointe A Pierre""","""Seaport""","""Small""","""868 623-2901""",,,,"""vilmal@patnt.com""","""www.patnt.com"""
3107,6108,"""Point Fortin""","""Pier, Jetty or Wharf""","""Small""","""868 623-2901""",,,,"""vilmal@patnt.com""","""www.patnt.com"""
3108,6109,"""Point Lisas""","""Pier, Jetty or Wharf""","""Small""","""868-636-2201""","""868-636-4008""",,"""TTPTS""",,"""www.plipdeco.com"""
3109,6110,"""Port of Spain""",,,,,,,,
3110,6111,"""Scarborough""","""Harbor""","""Small""","""868 623-2901""",,,"""GBSCA""","""vilmal@patnt.com""","""www.patnt.com"""
3111,6112,"""Tembladora""","""Pier, Jetty or Wharf""","""Small""","""868 623-2901""",,,,"""vilmal@patnt.com""","""www.patnt.com"""
3112,6113,"""Ashtart Terminaashta""",,,,,,,,
3113,6114,"""Ashtart Terminal""",,,,,,,,
3114,6115,"""Bizerte""","""Seaport""","""Medium""","""216 71 735 300""","""216 71 735 812""",,,"""ommp@ommp.nat.tn""","""www.ommp.nat.tn"""
3115,6116,"""Gabes""","""Seaport""","""Small""","""216 71 735 300""","""216 71 735 812""",,"""TNGAE""","""ommp@ommp.nat.tn""","""www.ommp.nat.tn"""
3116,6117,"""La Goulette""",,,,,,,,
3117,6118,"""La Skhirra""",,,,,,,,
3118,6119,"""Menzel Bourguiba""","""Pier, Jetty or Wharf""","""Small""","""216 71 735 300""","""216 71 735 812""",,,"""ommp@ommp.nat.tn""","""www.ommp.nat.tn"""
3119,6120,"""Rades""",,,,,,"""TNRDS""",,
3120,6121,"""Sfax""","""Seaport""","""Medium""","""216 71 735 300""","""216 71 735 812""",,"""TNSFA""","""ommp@ommp.nat.tn""","""www.ommp.nat.tn"""
3121,6122,"""Sousse""","""Seaport""","""Small""","""216 71 735 300""","""216 71 735 812""",,"""TNSUS""","""ommp@ommp.nat.tn""","""www.ommp.nat.tn"""
3122,6123,"""Tazerka""",,,,,,,,
3123,6124,"""Tunis""",,,,,,"""TNTUN""",,
3124,6125,"""Zarzis""",,,,,,,,
3125,6126,"""Alanya""","""Harbor""","""Small""","""90 242 513 39 96""","""90 242 511 35 98""",,,"""info@alanyaseaport.com""","""www.alanyaseaport.com"""
3126,6127,"""Aliaga""","""Seaport""","""Medium""","""90 232 616 1993""","""90 232 616 4106""",,"""TRALI""","""aliaga@denizcilik.gov.tr""","""www.aliagadenizcilik.gov.tr"""
3127,6128,"""Ambarli""",,,,,,"""TRAMB""",,
3128,6129,"""Antalya""",,,,,,"""TRAYT""",,
3129,6130,"""Ayvalik""",,,,,,,,
3130,6131,"""Bagfas-Iskur Fertilizer Jetty""",,,,,,,,
3131,6132,"""Bandirmar""","""Seaport""","""Small""","""266 718 20 00""","""262 713 60 11""",,,"""bandirmaliman@tcdd.gov.tr""","""www.tcdd.gov.tr"""
3132,6133,"""Bodrum""","""Harbor""","""Small""","""90 252 316 1860""","""90 252 316 1406""",,,,
3133,6134,"""Borusan""",,,,,,,,
3134,6135,"""Botas Natural Gas Terminal""",,,,,,,,
3135,6136,"""Cesme""","""Harbor""","""Small""","""90 232 712 8749""","""90 232 712 0427""",,,"""ulas@ulusoysealines.com""","""www.ulusoysealines.com"""
3136,6137,"""Cide""",,,,,,,,
3137,6138,"""Darica""",,,,,,,,
3138,6139,"""Delta Terminal""",,,,,,,,
3139,6140,"""Derince""",,,,,,,,
3140,6141,"""Dikili""","""Pier, Jetty or Wharf""","""Small""",,,,,"""info@portofdikili.com""",
3141,6142,"""Dortyol Oil Terminal""",,,,,,,,
3142,6143,"""Eregli""","""Seaport""","""Medium""","""90 372 316 1007""","""90 372 323 1169""",,,,
3143,6144,"""Fatsa""","""Harbor""","""Small""","""90 452 423 4338""","""90 452 423 1169""",,,,
3144,6145,"""Fethiye""","""Harbor""","""Small""","""90 252 614 1187""","""90 252 614 4235""",,,"""belediyem@fethiye.bel.tr""","""www.fethiye.bel.tr"""
3145,6146,"""Finike""","""Harbor""","""Small""","""90 242 855 3787""","""90 242 855 2643""",,,"""finike@seturmarinas.com""",
3146,6147,"""Gebze""",,,,,,"""TRGEB""",,
3147,6148,"""Gelibolu""","""Harbor""","""Small""",,,,,,
3148,6149,"""Gemlik""","""Seaport""","""Medium""","""224 524 88 31""","""224 524 88 30""",,"""TRGEM""","""gemport@gemport.com.tr""","""www.gemport.com.tr"""
3149,6150,"""Giresun""","""Harbor""","""Small""","""454 216 1490""","""454 212 1734""",,,,
3150,6151,"""Gocek""","""Harbor""","""Small""","""90 252 697 5600""",,,,,
3151,6152,"""Gorele""","""Harbor""","""Small""","""90 454 513 1047""","""90 454 513 1047""",,,,
3152,6153,"""Gulluk""","""Seaport""","""Small""","""90 252 522 2220""","""90 252 522 2669""",,,,
3153,6154,"""Haydarpasa""","""Seaport""","""Medium""","""0216 337 99 88""","""0216 345 17 05""",,"""TRHAY""","""haydarpasaliman@tcdd.gov.tr""","""www.tcdd.gov.tr"""
3154,6155,"""Hereke""",,,,,,"""TRHER""",,
3155,6156,"""Hopa""","""Harbor""","""Small""","""466 351 22 59""","""466 351 47 91""",,,,
3156,6157,"""Icdas Jetty""",,,,,,,,
3157,6158,"""Inebolu""","""Harbor""","""Small""","""90 366 811 4016""","""90 366 811 3232""",,,,
3158,6159,"""Isdemir""",,,,,,,,
3159,6160,"""Iskenderun""","""Harbor""","""Small""","""326 614 00 44""","""326 613 24 24""",,"""TRISK""","""iskenderunliman@tcdd.gov.tr""","""www.tcdd.gov.tr"""
3160,6161,"""Istanbul""","""Deepwater Seaport""","""Very Large""","""90 212 252 2100""","""90 212 244 3480""",,"""TRIST""","""istanbul.liman@superonline.com""","""www.tdi.com.tr"""
3161,6162,"""Izmir""",,,,,,"""TRIZM""",,
3162,6163,"""Izmit (Evyap)""","""Seaport""","""Small""","""90 262 528 3754""","""90 262 528 4790""",,,,"""www.izmitlimanbaskanligi.gov.tr"""
3163,6164,"""Karabiga""","""Harbor""","""Small""","""90 286 354 1146""",,,,,
3164,6165,"""Kumport""",,,,,,"""TRKMX""",,
3165,6166,"""Kusadasi""","""Seaport""","""Small""","""90 256 614 1581""","""90 256 614 1310""",,,"""azizg@egeports.com""","""www.egeports.com"""
3166,6167,"""Mardas""",,,,,,"""TRMAD""",,
3167,6168,"""Mersin""","""Seaport""","""Medium""","""324 238 25 30""","""324 238 25 31""",,"""TRMER""","""mersinliman@tcdd.gov.tr""","""www.tcdd.gov.tr"""
3168,6169,"""Mudanya""","""Harbor""","""Small""","""90 224 544 1650""","""90 224 544 1657""",,,"""mudanya@mudanya.bel.tr""",
3169,6170,"""Nemrut Bay""","""Seaport""","""Medium""","""90 232 616 1993""","""90 232 616 4106""",,"""TRNEM""",,
3170,6171,"""Ordu""","""Pier, Jetty or Wharf""","""Very Small""","""212 262 02 83""","""212 223 43 20""",,,,
3171,6172,"""Rize""","""Seaport""","""Small""","""464 223 45 68""","""464 223 30 77""",,,"""riport@riport.com""","""www.riport.com"""
3172,6173,"""Samsun""","""Seaport""","""Small""","""362 445 16 56""","""362 445 16 26""",,"""TRSSX""","""samsunliman@tcdd.gov.tr""","""www.tcdd.gov.tr"""
3173,6174,"""Sedef""",,,,,,,,
3174,6175,"""Sinop""","""Harbor""","""Small""","""90 368 261 7155""","""90 368 261 4122""",,,"""sinoplb@denizcilik.gov.tr""",
3175,6176,"""S-Port""",,,,,,,,
3176,6177,"""Tasucu""","""Harbor""","""Small""","""90 324 741 2591""","""90 324 741 4997""",,,"""sekaak@tt.net.net.tr""",
3177,6178,"""Tekirdag""","""Harbor""","""Small""","""90 282 261 08 00""","""90 282 261 23 46""",,"""TRTEK""","""akport@akport.com.tr""","""www.akport.com.tr"""
3178,6179,"""Tirebolu""",,,,,,,,
3179,6180,"""Toros""",,,,,,,,
3180,6181,"""Trabzon""","""Harbor""","""Small""","""90 462 321 1156""","""90 462 327 1004""",,"""TRTZX""",,
3181,6182,"""Yarimca""",,,,,,"""TRYAR""",,
3182,6183,"""Zonguldak""","""Harbor""","""Small""","""372 252 10 31""","""372 251 19 00""",,,,
3183,6184,"""Turkmenbashy""",,,,,,,,
3184,6185,"""Turkmenbasy""",,,,,,,,
3185,6186,"""Cockburn Harbour""",,,,,,,,
3186,6187,"""Grand Turk""",,,,,,,,
3187,6188,"""Providenciales""","""Pier, Jetty or Wharf""","""Small""","""649-941-3148""","""649-941-4213""",,"""TCPLS""","""tcimaritime@tciway.tc""","""www.turksandcaicosislands.gov.tc"""
3188,6189,"""Funafuti""",,,,,,,,
3189,6190,"""Belgorod-Dnestrovskiy""",,,,,,,,
3190,6191,"""Berdyansk""","""Seaport""","""Small""","""=+ 380 (6153) 32210""","""=+ 380 (6153) 36593""",,,,"""www.ukrport.org.ua"""
3191,6192,"""Chornomorsk""","""Seaport""","""Medium""","""=+ 38 (0482) 304622""","""=+ 38 (0482) 693606""",,,"""pm@ilport.com.ua""","""ilport.com.ua"""
3192,6193,"""Dnipropetrovsk""",,,,,,,,
3193,6194,"""Evpatoria""",,,,,,,,
3194,6195,"""Feodosiya""",,,,,,,,
3195,6196,"""Izmail""","""River Port""","""Small""","""04841 2-62-58""","""048412-54-69""",,,"""izm-port@te.net.ua""","""www.izmport.com.ua"""
3196,6197,"""Kerch""","""Seaport""","""Medium""",,,,,"""kmtp@trport.kerch.crimea.com""","""www.ukrport.org.ua"""
3197,6198,"""Kherson""","""Seaport""","""Medium""","""=+ 380 552 223248""","""=+380 552 325 252""",,"""UAKHE""","""seaport@tlc.kherson.ua""","""www.ukrport.org.ua"""
3198,6199,"""Kiev""",,,,,,"""UAIEV""",,
3199,6200,"""Kiliya""",,,,,,,,
3200,6201,"""Mariupol""",,,,,,,,
3201,6202,"""Nikolaev""",,,,,,,,
3202,6203,"""OchakOv""",,,,,,,,
3203,6204,"""Odessa""","""Seaport""","""Medium""","""=+38 (048) 729 35 00""","""=+38 (048) 729 36 27""",,"""UAODS""",,"""www.port.odessa.ua"""
3204,6205,"""Poltava""",,,,,,,,
3205,6206,"""Sevastopol""","""Seaport""","""Large""","""=+380 (692) 540648""","""=+380 (692) 553439""",,"""UASVP""","""Sevport@stel.sebastopol.ua""","""ukrport.org.ua"""
3206,6207,"""Skadovsk""",,,,,,,,
3207,6208,"""Yalta""","""Harbor""","""Small""","""=+ 380 (654) 326909""","""=+ 380 (654) 323926""",,,"""yasco@mail.ylt.crimea.com""","""ukrport.org.ua"""
3208,6209,"""Yuzhnyy""",,,,,,,,
3209,6210,"""Abu Al Bukhoosh""",,,,,,,,
3210,6211,"""Abu Dhabi""","""Seaport""","""Medium""","""=+971-2 6730600""","""=+971-2 6730432""",,"""AEAUH""","""mrktdebt@emirates.net.ae""","""www.portzayed.gov.ae"""
3211,6212,"""Ahmed Bin Rashid Port""",,,,,,,,
3212,6213,"""Ajman""",,,,,,"""AEAJM""",,
3213,6214,"""Al Dhafra""",,,,,,,,
3214,6215,"""Arzanah Island""",,,,,,,,
3215,6216,"""Das Island""",,,,,,,,
3216,6217,"""Dibba""",,,,,,,,
3217,6218,"""Dubai""","""Seaport""","""Medium""","""971 4 8811110""","""971 4 8811331""",,"""AEDXB""","""sales@dpa.ae""","""www.dpa.ae"""
3218,6219,"""Fateh Terminal""",,,,,,,,
3219,6220,"""Fujairah""",,,,,,,,
3220,6221,"""Hamriyah LPG Terminal""","""Seaport""","""Medium""","""971-6-5281666""","""971-6-5281425""",,,"""shjports@emirates.net.ae""","""www.sharjahports.gov.ae"""
3221,6222,"""Hulaylah""",,,,,,,,
3222,6223,"""Jebel Ali""","""Seaport""","""Medium""","""971 4 8811110""","""971 4 8811331""",,"""AEJEA""","""sales@dpa.ae""","""www.dpa.ae"""
3223,6224,"""Khor Al Fakkan""",,,,,,,,
3224,6225,"""Mina Saqr""",,,,,,,,
3225,6226,"""Mina Zayed""",,,,,,,,
3226,6227,"""Mubarraz Island""",,,,,,,,
3227,6228,"""Port Rashid""",,,,,,"""AEPRA""",,
3228,6229,"""Ras Al Khaimah""",,,,,,,,
3229,6230,"""Sadiyat Island""",,,,,,,,
3230,6231,"""Sharjah""","""Seaport""","""Medium""","""971-6-5281666""","""971-6-5281425""",,"""AESHJ""","""shjports@emirates.net.ae""","""www.sharjahports.gov.ae"""
3231,6232,"""Sharjah Offshore Terminal""",,,,,,,,
3232,6233,"""Umm Al Nar Petroleum Port""",,,,,,,,
3233,6234,"""Zirku Island""",,,,,,,,
3234,6235,"""Aberdeen""",,,,,,"""GBABD""",,
3235,6236,"""Aberdovey""",,,,,,,,
3236,6237,"""Aboyne""",,,,,,,,
3237,6238,"""Alexandria""",,,,,,,,
3238,6239,"""Annalong""",,,,,,,,
3239,6240,"""Annan""",,,,,,,,
3240,6241,"""Anstruther""",,,,,,,,
3241,6242,"""Appledore""","""Harbor""","""Small""",,,,,,
3242,6243,"""Arbroath""","""Harbor""","""Small""","""44 1241 872166""","""44 1241 878472""",,,"""harbourmaster@arbroathharbour.sol.co.uk""",
3243,6244,"""Ardglass""",,,,,,,,
3244,6245,"""Ardrishaig""",,,,,,,,
3245,6246,"""Avonmouth""",,,,,,"""GBAVO""",,
3246,6247,"""Ayr""","""Seaport""","""Small""","""01292 281 687""","""01292 287 787""",,,"""scresswell@abports.co.uk""","""www.abports.co.uk/custinfo/ports/ayr.htm"""
3247,6248,"""Banff""","""Harbor""","""Small""","""01261 815544""","""01261 815544""",,,,"""www.aberdeenshire.gov.uk/harbours"""
3248,6249,"""Barmouth""",,,,,,,,
3249,6250,"""Barnes""",,,,,,,,
3250,6251,"""Bathgate""",,,,,,,,
3251,6252,"""Bedlington""",,,,,,,,
3252,6253,"""Belfast""","""Seaport""","""Medium""","""44 28 9055 4422""","""44 28 9055 4411""",,"""GBBEL""","""info@belfast-harbour.co.uk""","""www.belfast-harbour.co.uk"""
3253,6254,"""Berwick-upon-Tweed""",,,,,,,,
3254,6255,"""Bideford""","""Harbor""","""Small""","""44 79673 33725""","""44 123 747 5834""",,,,
3255,6256,"""Bird Port""",,,,,,,,
3256,6257,"""Birmingham""",,,,,,"""USBHM""",,
3257,6258,"""Birtley""",,,,,,,,
3258,6259,"""Blyth""","""Seaport""","""Small""","""44 1670 352066""","""44 1670 368540""",,,"""enquiries@blythport.co.uk""","""www.portofblyth.co.uk"""
3259,6260,"""Bolton""",,,,,,,,
3260,6261,"""Boston""","""River Port""","""Small""","""44 0 1205 365571""","""44 0 1205 310126""",,"""USBOS""","""administrator@portofboston.co.uk""","""www.portofboston.co.uk"""
3261,6262,"""Braefoot Bay""",,,,,,,,
3262,6263,"""Brandon""",,,,,,,,
3263,6264,"""Bridgwater""","""River Port""","""Small""","""44 845 408 2540""",,,"""GBBRW""",,"""www.sedgemoor.gov.uk"""
3264,6265,"""Bridlington""","""Harbor""","""Small""","""44 1262 670148""","""44 1262 602041""",,"""GBBRT""",,
3265,6266,"""Brierley Hill""",,,,,,,,
3266,6267,"""Brightlingsea""","""Harbor""","""Small""","""44 1206 302200""","""44 1206 308533""",,,,"""www.brightlingsea-town.co.uk/sailing/harbour_commissioners.htm"""
3267,6268,"""Bristol""","""Seaport""","""Small""","""44 0 117 982 0000""","""44 0 117 982 0698""",,"""GBBRS""","""enquiries@bristolport.co.uk""","""www.bristolport.co.uk"""
3268,6269,"""Bryn""",,,,,,,,
3269,6270,"""Buckie""","""Harbor""","""Small""","""44 1542 831700""","""44 1542 834742""",,,,
3270,6271,"""Bude""",,,,,,,,
3271,6272,"""Burghead""","""Harbor""","""Small""","""IV30 5UA""","""44 1343 835337""",,,,
3272,6273,"""Burntisland""","""Seaport""","""Medium""","""44 1324 668400""",,,,"""alan.burns@forthports.co.uk""","""www.forthports.co.uk"""
3273,6274,"""Caernarfon""","""Harbor""","""Small""","""01286 672118""","""01286 678729""",,,"""enquiries@caernarfonharbour.co.uk""","""www.caernarfon-hbr.demon.co.uk"""
3274,6275,"""Caerphilly""",,,,,,,,
3275,6276,"""Cairnryan""",,,,,,"""GBCYN""",,
3276,6277,"""Caledonian Canal""",,,,,,,,
3277,6278,"""Cambus""",,,,,,,,
3278,6279,"""Cardiff""","""Seaport""","""Medium""","""0870 609 6699""","""029 2083 5001""",,"""GBCDF""","""ccouper@abports.co.uk""","""www.abports.co.uk/custinfo/ports/cardiff.htm"""
3279,6280,"""Carnlough""",,,,,,,,
3280,6281,"""Castle Bay""","""Harbor""","""Small""","""44 1870 602425""","""44 1870 602988""",,,"""harbourmaster@cne-siar.gov.uk""","""www.cne-siar.gov.uk/harbourmaster"""
3281,6282,"""Charleston""",,,,,,"""USCHS""",,
3282,6283,"""Charlestown""",,,,,,,,
3283,6284,"""Coatbridge""",,,,,,,,
3284,6285,"""Colchester""","""River Port""","""Small""","""44 1206 827316""","""44 1206 827023""",,,,"""www.colchester.gov.uk"""
3285,6286,"""Coleraine""","""River Port""","""Small""","""44 28 7034 2012""","""44 28 7035 2000""",,,,
3286,6287,"""Conwy""",,,,,,,,
3287,6288,"""Corpach""",,,,,,,,
3288,6289,"""Coventry""",,,,,,,,
3289,6290,"""Cowes""","""Seaport""","""Medium""","""01983 293952""","""01983 299357""",,,"""chc@cowes.co.uk""","""www.cowes.co.uk"""
3290,6291,"""Creeksea""",,,,,,,,
3291,6292,"""Crinan Canal""",,,,,,,,
3292,6293,"""Croydon""",,,,,,,,
3293,6294,"""Dagenham""",,,,,,,,
3294,6295,"""Dartford""",,,,,,,,
3295,6296,"""Devonport""",,,,,,"""AUDPO""",,
3296,6297,"""Dewsbury""",,,,,,,,
3297,6298,"""Dingle""",,,,,,,,
3298,6299,"""Dover Strait""",,,,,,,,
3299,6300,"""Dumbarton""",,,,,,,,
3300,6301,"""Dunbar""",,,,,,,,
