index,IMO number,Vessel Name,Ship type,Flag,Gross Tonnage,Summer Deadweight (t),Length Overall (m),Beam (m),Draught (m),Year of Built,TEU,Crude,Grain,Bale,AIS Type,Destination,ETA,IMO / MMSI,Callsign,Length / Beam,Current draught,Course / Speed,Coordinates,MMSI,Course,Speed,latitude,longitude,Length,Beam,Link,Max Speed (knots),Average Speed (knots),Average Speed (km/h),Builder
1056,9467421,MSC MARIA SAVERIA,Container Ship,Panama,140096,139294,366,48,None,2011,None,,,,Cargo ship (HAZ-A),NHAVA SHEVA,"Apr 4, 13:30",9467421 / 372400000,3FLE8,366 / 48 m,13.9 m,336.0Â° / 13.7 kn,10.09391 N/75.7557 E,372400000,336.0Â°,13.7 kn,10.09391,75.7557,366,48 m,https://www.vesselfinder.com/vessels/MSC-MARIA-SAVERIA-IMO-9467421-MMSI-372400000,13,12.1,22.4092,A&P Tyne
1057,9467392,MSC BERYL,Container Ship,Panama,140096,139418,366,48,None,2010,None,,,,Cargo ship (HAZ-A),"SGSIN WBG ""A""","May 2, 16:01",9467392 / 357926000,3EXV8,366 / 48 m,14.9 m,122.0Â° / 11.8 kn,1.63379 N/102.81137 E,357926000,122.0Â°,11.8 kn,1.63379,102.81137,366,48 m,https://www.vesselfinder.com/vessels/MSC-BERYL-IMO-9467392-MMSI-357926000,14.8,13.6,25.1872,Imabari Shipbuilding
1058,9467433,MSC FLAVIA,Container Ship,Panama,140096,139466,366,48,None,2012,None,,,,Cargo ship (HAZ-A),PECLL,"Apr 2, 21:00",9467433 / 373004000,3FBD7,366 / 48 m,11.2 m,140.0Â° / 22.5 kn,11.4805 S/77.8847 W,373004000,140.0Â°,22.5 kn,-11.4805,-77.8847,366,48 m,https://www.vesselfinder.com/vessels/MSC-FLAVIA-IMO-9467433-MMSI-373004000,24.1,22.7,42.0404,Western Pipe & Steel
1059,9227508,NAVIGATOR OF THE SEAS,Passenger (Cruise) Ship,Bahamas,139999,9616,311,39,None,2002,,,,,Passenger ship,COCOCAY,"May 2, 19:00",9227508 / 311478000,C6FU4,312 / 50 m,9.0 m,211.3Â° / 4.7 kn,25.97715 N/79.51713 W,311478000,211.3Â°,4.7 kn,25.97715,-79.51713,312,50 m,https://www.vesselfinder.com/vessels/NAVIGATOR-OF-THE-SEA-IMO-9227508-MMSI-311478000,7.9,6.7,12.4084,Baglietto
1060,9227510,MARINER OF THE SEAS,Passenger (Cruise) Ship,Bahamas,139863,9616,311,39,None,2003,None,,,,Passenger ship,COCO CAY,"May 1, 15:00",9227510 / 311493000,C6FV9,311 / 38 m,9.2 m,266.0Â° / 0.1 kn,25.76666 N/78.169 W,311493000,266.0Â°,0.1 kn,25.76666,-78.169,311,38 m,https://www.vesselfinder.com/vessels/MARINER-OF-THE-SEAS-IMO-9227510-MMSI-311493000,10,8.6,15.9272,Israel Shipyards
1061,9595321,MSC PREZIOSA,Passenger (Cruise) Ship,Panama,139072,12614,333,38,None,2013,,,,,Passenger ship,BS OCE ANCHORAGE,"Apr 29, 23:00",9595321 / 371861000,3FOA6,333 / 38 m,8.6 m,46.0Â° / 0.1 kn,25.35508 N/79.2087 W,371861000,46.0Â°,0.1 kn,25.35508,-79.2087,333,38 m,https://www.vesselfinder.com/vessels/MSC-PREZIOSA-IMO-9595321-MMSI-371861000,9.4,8.8,16.2976,General Dynamics
1062,9585285,MSC DIVINA,Passenger (Cruise) Ship,Panama,139072,12722,333,38,None,2012,,,,,Passenger ship,OCEAN CAY,"May 2, 14:00",9585285 / 373178000,3FFA5,333 / 50 m,8.6 m,159.0Â° / 11.1 kn,25.43337 N/79.51398 W,373178000,159.0Â°,11.1 kn,25.43337,-79.51398,333,50 m,https://www.vesselfinder.com/vessels/MSC-DIVINA-IMO-9585285-MMSI-373178000,13.4,12.4,22.9648,Hanjin Heavy Industries Corporation Philippines
1063,9770440,MARVEL HERON,LNG Tanker,Panama,139050,97000,298,49,,2019,,,,,Tanker,FOR ORDERS,"May 19, 02:00",9770440 / 374022000,3EVN7,298 / 49 m,10.4 m,64.0Â° / 13.9 kn,37.38838 N/146.84303 E,374022000,64.0Â°,13.9 kn,37.38838,146.84303,298,49 m,https://www.vesselfinder.com/vessels/MARVEL-HERON-IMO-9770440-MMSI-374022000,14.4,13.7,25.3724,"Hyundai Heavy Industries Co., Ltd."
1064,9161716,VOYAGER OF THE SEAS,Passenger (Cruise) Ship,Bahamas,138194,11132,311,39,None,1999,,,,,Passenger ship,MANILA,"Apr 27, 01:30",9161716 / 311317000,C6SE5,311 / 37 m,9.0 m,359.4Â° / 0.1 kn,14.56401 N/120.92089 E,311317000,359.4Â°,0.1 kn,14.56401,120.92089,311,37 m,https://www.vesselfinder.com/vessels/VOYAGER-OF-THE-SEAS-IMO-9161716-MMSI-311317000,9.8,8,14.816,Crichton (Turku shipyard)
1065,9161728,EXPLORER OF THE SEAS,Passenger (Cruise) Ship,Bahamas,138194,11000,311,39,None,2000,,,,,Passenger ship,COCOCAY,"May 2, 12:00",9161728 / 311316000,C6SE4,311 / 39 m,9.1 m,70.0Â° / 0.2 kn,25.78627 N/78.2268 W,311316000,70.0Â°,0.2 kn,25.78627,-78.2268,311,39 m,https://www.vesselfinder.com/vessels/EXPLORER-OF-THE-SEAS-IMO-9161728-MMSI-311316000,12.4,8.6,15.9272,"Daewoo Shipbuilding & Marine Engineering Co., Ltd."
1066,9167227,ADVENTURE OF THE SEAS,Passenger (Cruise) Ship,Bahamas,138193,11033,311,39,None,2001,,,,,Passenger ship,PEV ANCHORAGE!S,"Apr 19, 16:30",9167227 / 311263000,C6SA3,311 / 38 m,9.2 m,34.0Â° / 0.0 kn,26.0855 N/79.14983 W,311263000,34.0Â°,0.0 kn,26.0855,-79.14983,311,38 m,https://www.vesselfinder.com/vessels/ADVENTURE-OF-THE-SEA-IMO-9167227-MMSI-311263000,7.4,6.9,12.7788,Modest Infrastructure Ltd
1067,9359806,MSC SPLENDIDA,Passenger (Cruise) Ship,Panama,137936,13413,333,38,None,2009,,,,,Passenger ship,,,9359806 / 357698000,3FZI8,333 / 38 m,8.6 m,180.0Â° / 0.0 kn,44.4113 N/8.9176 E,357698000,180.0Â°,0.0 kn,44.4113,8.9176,333,38 m,https://www.vesselfinder.com/vessels/MSC-SPLENDIDA-IMO-9359806-MMSI-357698000,10.7,7,12.964,Marinette Marine
1068,9359791,MSC FANTASIA,Passenger (Cruise) Ship,Panama,137936,12614,333,38,None,2008,,,,,Passenger ship,,,9359791 / 370648000,3ETR7,333 / 38 m,8.6 m,261.0Â° / 0.0 kn,38.70996 N/9.12484 W,370648000,261.0Â°,0.0 kn,38.70996,-9.12484,333,38 m,https://www.vesselfinder.com/vessels/MSC-FANTASIA-IMO-9359791-MMSI-370648000,19.1,16.4,30.3728,Imabari Shipbuilding
1069,9337987,AL GHARIYA,LNG Tanker,Bahamas,137535,121730,315,50,None,2008,,None,,,Tanker (HAZ-D),MILFORD HAVEN,"May 11, 23:01",9337987 / 308248000,C6WF5,315 / 50 m,12.1 m,145.0Â° / 1.8 kn,34.73508 N/16.34966 E,308248000,145.0Â°,1.8 kn,34.73508,16.34966,315,50 m,https://www.vesselfinder.com/vessels/AL-GHARIYA-IMO-9337987-MMSI-308248000,17.6,16.6,30.7432,Vyborg Shipyard
1070,9337963,AL SAFLIYA,LNG Tanker,Bahamas,137535,121963,315,50,None,2007,,None,,,Tanker (HAZ-D),SUEZ,"May 9, 17:00",9337963 / 308171000,C6WF3,315 / 50 m,12.1 m,78.6Â° / 18.1 kn,26.16303 N/52.59806 E,308171000,78.6Â°,18.1 kn,26.16303,52.59806,315,50 m,https://www.vesselfinder.com/vessels/AL-SAFLIYA-IMO-9337963-MMSI-308171000,12.2,9.1,16.8532,Newport News Shipbuilding & Drydock
1071,9337975,DUHAIL,LNG Tanker,Bahamas,137535,121639,315,50,None,2008,,None,,,Tanker,TR MAR,"May 8, 04:00",9337975 / 309599000,C6WF6,315 / 50 m,12.0 m,13.6Â° / 12.1 kn,31.3618 N/32.38478 E,309599000,13.6Â°,12.1 kn,31.3618,32.38478,315,50 m,https://www.vesselfinder.com/vessels/DUHAIL-IMO-9337975-MMSI-309599000,16.8,15.1,27.9652,Baltic Workboats Shipyard
1072,9337951,AL RUWAIS,LNG Tanker,Bahamas,137535,121823,315,50,None,2007,,None,,,Tanker,BE ZEE,"May 3, 09:30",9337951 / 309904000,C6WF4,314 / 50 m,12.2 m,61.6Â° / 15.5 kn,49.81114 N/2.88943 W,309904000,61.6Â°,15.5 kn,49.81114,-2.88943,314,50 m,https://www.vesselfinder.com/vessels/AL-RUWAIS-IMO-9337951-MMSI-309904000,16.9,15.6,28.8912,"Samsung Heavy Industries Co., Ltd."
1073,9397341,AL SADD,LNG Tanker,Marshall Islands,136980,121913,315,50,None,2009,,None,,,Tanker (HAZ-C),GIBRALTAR,"May 3, 08:08",9397341 / 538003361,V7QG9,315 / 50 m,9.6 m,167.4Â° / 17.3 kn,36.78963 N/9.64026 W,538003361,167.4Â°,17.3 kn,36.78963,-9.64026,315,50 m,https://www.vesselfinder.com/vessels/AL-SADD-IMO-9397341-MMSI-538003361,19.5,18.8,34.8176,Chantiers de l'Atlantique
1074,9431147,AL BAHIYA,LNG Tanker,Marshall Islands,136980,121957,315,50,None,2010,,None,,,Tanker,QA RLF>TH MTP,"May 1, 17:17",9431147 / 538003349,V7QF5,315 / 50 m,12.2 m,185.0Â° / 0.0 kn,12.64976 N/101.15535 E,538003349,185.0Â°,0.0 kn,12.64976,101.15535,315,50 m,https://www.vesselfinder.com/vessels/AL-BAHIYA-IMO-9431147-MMSI-538003349,16,15.8,29.2616,Kaiserliche Werft Kiel
1075,9431123,AL KARAANA,LNG Tanker,Marshall Islands,136980,122052,315,50,None,2009,,None,,,Tanker (HAZ-D),PERSIAN GULF,"May 9, 03:03",9431123 / 538003358,V7QG6,315 / 50 m,9.4 m,149.0Â° / 15.6 kn,23.72141 N/36.4735 E,538003358,149.0Â°,15.6 kn,23.72141,36.4735,315,50 m,https://www.vesselfinder.com/vessels/AL-KARAANA-IMO-9431123-MMSI-538003358,14,8.4,15.5568,Western India Shipyard Limited
1076,9360831,AL SHEEHANIYA,LNG Tanker,Marshall Islands,136980,122006,315,50,None,2009,,None,,,Tanker (HAZ-D),NORTH EUROPE,"May 8, 23:01",9360831 / 538003364,V7QH4,315 / 50 m,12.2 m,205.0Â° / 2.5 kn,35.48251 N/15.12361 E,538003364,205.0Â°,2.5 kn,35.48251,15.12361,315,50 m,https://www.vesselfinder.com/vessels/AL-SHEEHANIYA-IMO-9360831-MMSI-538003364,11,9.3,17.2236,Navantia
1077,9397353,ONAIZA,LNG Tanker,Marshall Islands,136980,121939,315,50,None,2009,,None,,,Tanker,PK BQM,"May 6, 01:01",9397353 / 538003363,V7QH3,315 / 50 m,11.0 m,329.6Â° / 0.0 kn,25.84212 N/51.89237 E,538003363,329.6Â°,0.0 kn,25.84212,51.89237,315,50 m,https://www.vesselfinder.com/vessels/ONAIZA-IMO-9397353-MMSI-538003363,16.6,15.9,29.4468,Brodogradilište 3. Maj
1078,9431135,AL NUAMAN,LNG Tanker,Marshall Islands,136980,121910,315,50,None,2009,,None,,,Tanker,GB MLF,"May 6, 02:00",9431135 / 538003351,V7QF7,315 / 50 m,12.1 m,249.0Â° / 14.2 kn,36.11133 N/4.57104 W,538003351,249.0Â°,14.2 kn,36.11133,-4.57104,315,50 m,https://www.vesselfinder.com/vessels/AL-NUAMAN-IMO-9431135-MMSI-538003351,16,15.2,28.1504,Walkers Limited
1079,9431111,AL KHATTIYA,LNG Tanker,Marshall Islands,136980,121946,315,50,None,2009,,None,,,Tanker,QATAR,"May 2, 20:00",9431111 / 538003350,V7QF6,315 / 65 m,9.4 m,254.2Â° / 18.3 kn,26.18424 N/52.56586 E,538003350,254.2Â°,18.3 kn,26.18424,52.56586,315,65 m,https://www.vesselfinder.com/vessels/AL-KHATTIYA-IMO-9431111-MMSI-538003350,20,18.5,34.262,Cantiere Navale Visentini
1080,9666558,SEISHU MARU,LNG Tanker,Bahamas,136740,86414,288,49,None,2014,,,,,Tanker,AU_DRW,"May 6, 20:30",9666558 / 311000261,C6BH2,288 / 49 m,11.0 m,136.0Â° / 17.4 kn,31.85646 N/126.44568 E,311000261,136.0Â°,17.4 kn,31.85646,126.44568,288,49 m,https://www.vesselfinder.com/vessels/SEISHU-MARU-IMO-9666558-MMSI-311000261,17.6,16.8,31.1136,Marine Industries
1081,9666560,ESSHU MARU,LNG Tanker,Bahamas,136740,86455,288,49,None,2014,,,,,Tanker,JP CTA,"May 14, 21:00",9666560 / 311000285,C6BJ9,288 / 49 m,11.6 m,280.3Â° / 14.2 kn,12.06089 S/130.36225 E,311000285,280.3Â°,14.2 kn,-12.06089,130.36225,288,49 m,https://www.vesselfinder.com/vessels/ESSHU-MARU-IMO-9666560-MMSI-311000285,14.8,13.2,24.4464,Richard Dunston
1082,9666998,LNG JUROJIN,LNG Tanker,Bahamas,136739,86121,288,49,None,2015,,,,,Tanker,FRMTX,"Apr 23, 07:00",9666998 / 311000420,C6CA7,288 / 49 m,10.2 m,12.7Â° / 0.0 kn,47.30073 N/2.13613 W,311000420,12.7Â°,0.0 kn,47.30073,-2.13613,288,49 m,https://www.vesselfinder.com/vessels/LNG-JUROJIN-IMO-9666998-MMSI-311000420,7.7,6.2,11.4824,Chantiers de l'Atlantique
1083,9696149,LNG SATURN,LNG Tanker,Bahamas,136739,86044,288,49,None,2016,,,,,Tanker (HAZ-A),JPKOJ,"May 12, 22:00",9696149 / 311000439,C6CD3,288 / 49 m,11.7 m,291.5Â° / 13.0 kn,12.15848 S/130.3414 E,311000439,291.5Â°,13.0 kn,-12.15848,130.3414,288,49 m,https://www.vesselfinder.com/vessels/LNG-SATURN-IMO-9696149-MMSI-311000439,14.7,13,24.076,Nordseewerke
1084,9743875,PACIFIC MIMOSA,LNG Tanker,Japan,136716,86497,288,49,None,2018,,,,,Tanker,AU ONS,"May 11, 00:01",9743875 / 431778000,7JYN,288 / 49 m,9.6 m,171.4Â° / 11.9 kn,9.51543 N/126.32839 E,431778000,171.4Â°,11.9 kn,9.51543,126.32839,288,49 m,https://www.vesselfinder.com/vessels/PACIFIC-MIMOSA-IMO-9743875-MMSI-431778000,11.7,10.7,19.8164,Kaiserliche Werft Kiel
1085,9645748,LNG MARS,LNG Tanker,Japan,136710,86161,288,49,None,2016,,None,,,Tanker,AU_ICHTHYS,"Jun 2, 20:30",9645748 / 431177000,7JRT,288 / 49 m,9.8 m,207.2Â° / 14.0 kn,7.64254 N/120.65022 E,431177000,207.2Â°,14.0 kn,7.64254,120.65022,288,49 m,https://www.vesselfinder.com/vessels/LNG-MARS-IMO-9645748-MMSI-431177000,10.5,9.2,17.0384,Flensburger Schiffbau-Gesellschaft
1086,8757740,THIALF,Crane Ship,Panama,136709,129221,202,88,None,1985,,,,,Unknown (HAZ-A),SABLE ISLAND THEBAUD,"May 1, 04:00",8757740 / 353979000,3EAA4,202 / 96 m,17.0 m,105.0Â° / 5.2 kn,44.37825 N/63.13659 W,353979000,105.0Â°,5.2 kn,44.37825,-63.13659,202,96 m,https://www.vesselfinder.com/vessels/THIALF-IMO-8757740-MMSI-353979000,6.3,6.1,11.2972,Rauma Marine Constructions
1087,9338266,AL AAMRIYA,LNG Tanker,Marshall Islands,136685,121935,315,50,None,2008,,None,,,Tanker,PORT SUEZ,"May 3, 20:00",9338266 / 538003099,V7OJ3,316 / 50 m,12.1 m,321.0Â° / 15.5 kn,25.43096 N/35.81842 E,538003099,321.0Â°,15.5 kn,25.43096,35.81842,316,50 m,https://www.vesselfinder.com/vessels/AL-AAMRIYA-IMO-9338266-MMSI-538003099,16.4,15.7,29.0764,William Beardmore and Company
1088,9360790,AL ORAIQ,LNG Tanker,Marshall Islands,136685,122079,315,50,None,2008,,None,,,Tanker (HAZ-C),PORT SAID,"Apr 3, 12:00",9360790 / 538003072,V7OE5,315 / 50 m,9.5 m,147.0Â° / 13.8 kn,35.32548 N/27.80382 E,538003072,147.0Â°,13.8 kn,35.32548,27.80382,315,50 m,https://www.vesselfinder.com/vessels/AL-ORAIQ-IMO-9360790-MMSI-538003072,14.6,13.6,25.1872,Hooghly Dock & Port Engineers Limited
1089,9360829,UMM AL AMAD,LNG Tanker,Marshall Islands,136685,121730,315,50,None,2008,,None,,,Tanker,GB_MLF,"May 4, 23:00",9360829 / 538003073,V7OE6,315 / 50 m,12.2 m,354.0Â° / 15.0 kn,38.71293 N/9.93503 W,538003073,354.0Â°,15.0 kn,38.71293,-9.93503,315,50 m,https://www.vesselfinder.com/vessels/UMM-AL-AMAD-IMO-9360829-MMSI-538003073,16.2,14.7,27.2244,Almaz
1090,9360805,MURWAB,LNG Tanker,Marshall Islands,136685,121843,315,50,None,2008,,None,,,Tanker (HAZ-C),QARLF,"May 8, 03:00",9360805 / 538003100,V7OJ4,315 / 50 m,9.5 m,154.0Â° / 16.8 kn,17.52503 N/39.92615 E,538003100,154.0Â°,16.8 kn,17.52503,39.92615,315,50 m,https://www.vesselfinder.com/vessels/MURWAB-IMO-9360805-MMSI-538003100,19.2,17,31.484,Jiangnan Shipyard
1091,9360817,FRAIHA,LNG Tanker,Marshall Islands,136685,121914,306,50,None,2008,,None,,,Tanker (HAZ-A),FUTTSU,"May 16, 23:00",9360817 / 538003101,V7OJ5,315 / 50 m,12.5 m,139.0Â° / 18.5 kn,19.51227 N/65.56165 E,538003101,139.0Â°,18.5 kn,19.51227,65.56165,315,50 m,https://www.vesselfinder.com/vessels/FRAIHA-IMO-9360817-MMSI-538003101,19.4,18.5,34.262,Vickers Limited
1092,9337717,AL GHARRAFA,LNG Tanker,Marshall Islands,136410,107000,315,50,None,2008,,None,,,Tanker,EGYPT,"May 6, 17:17",9337717 / 538002920,V7MX7,315 / 50 m,12.2 m,255.0Â° / 19.0 kn,12.79402 N/47.75176 E,538002920,255.0Â°,19.0 kn,12.79402,47.75176,315,50 m,https://www.vesselfinder.com/vessels/AL-GHARRAFA-IMO-9337717-MMSI-538002920,19,16.9,31.2988,Seaway Marine and Industrial Limited
1093,9337731,TEMBEK,LNG Tanker,Marshall Islands,136410,106896,315,50,None,2007,,None,,,Tanker,EG SUZ,"May 7, 18:00",9337731 / 538002921,V7MX8,315 / 50 m,12.1 m,250.0Â° / 15.9 kn,14.35288 N/52.72254 E,538002921,250.0Â°,15.9 kn,14.35288,52.72254,315,50 m,https://www.vesselfinder.com/vessels/TEMBEK-IMO-9337731-MMSI-538002921,18,15.9,29.4468,Neorion
1094,9337705,AL GATTARA,LNG Tanker,Marshall Islands,136410,106898,315,50,None,2007,,None,,,Tanker,ARMED GUARDS L,"May 7, 18:18",9337705 / 538002917,V7MX3,315 / 50 m,12.3 m,235.0Â° / 17.0 kn,14.95894 N/53.81493 E,538002917,235.0Â°,17.0 kn,14.95894,53.81493,315,50 m,https://www.vesselfinder.com/vessels/AL-GATTARA-IMO-9337705-MMSI-538002917,19.4,18.3,33.8916,Nakilat Damen Shipyards Qatar
1095,9337743,AL HAMLA,LNG Tanker,Marshall Islands,136410,106983,315,50,None,2008,,None,,,Tanker (HAZ-D),DK SKA,"May 3, 04:04",9337743 / 538002922,V7MX9,315 / 50 m,12.1 m,30.1Â° / 15.4 kn,56.40615 N/6.786 E,538002922,30.1Â°,15.4 kn,56.40615,6.786,315,50 m,https://www.vesselfinder.com/vessels/AL-HAMLA-IMO-9337743-MMSI-538002922,17,15.1,27.9652,Elefsis Shipyards
1096,9360867,AL UTOURIYA,LNG Tanker,Marshall Islands,136355,104561,315,50,None,2008,,None,,,Tanker,RAS LAFFAN,"May 8, 18:18",9360867 / 538003020,V7NU5,315 / 49 m,9.4 m,154.0Â° / 19.3 kn,23.35226 N/36.9439 E,538003020,154.0Â°,19.3 kn,23.35226,36.9439,315,49 m,https://www.vesselfinder.com/vessels/AL-UTOURIYA-IMO-9360867-MMSI-538003020,10.3,9.2,17.0384,ICON Yachts
1097,9360843,AL THUMAMA,LNG Tanker,Marshall Islands,136355,104701,315,50,None,2008,,None,,,Tanker,EG SUZ>QA RLF,"May 2, 16:16",9360843 / 538003018,V7NU3,314 / 49 m,9.5 m,1.4Â° / 0.0 kn,25.89055 N/51.75522 E,538003018,1.4Â°,0.0 kn,25.89055,51.75522,314,49 m,https://www.vesselfinder.com/vessels/AL-THUMAMA-IMO-9360843-MMSI-538003018,20,18.5,34.262,"CSBC Corporation, Taiwan"
1098,9360855,AL SAHLA,LNG Tanker,Marshall Islands,136355,104666,315,50,None,2008,,None,,,Tanker (HAZ-D),QA RLF>KW MEA,"May 1, 21:21",9360855 / 538003019,V7NU4,315 / 50 m,11.4 m,186.2Â° / 0.0 kn,29.07289 N/48.16093 E,538003019,186.2Â°,0.0 kn,29.07289,48.16093,315,50 m,https://www.vesselfinder.com/vessels/AL-SAHLA-IMO-9360855-MMSI-538003019,16.4,15.7,29.0764,Adelaide Steamship Company
1099,9397327,AL KHARAITIYAT,LNG Tanker,Marshall Islands,136168,107153,315,50,None,2009,,None,,,Tanker,BE ZEE,"May 6, 05:35",9397327 / 538003352,V7QF8,315 / 50 m,12.4 m,281.5Â° / 15.9 kn,36.54276 N/8.41686 W,538003352,281.5Â°,15.9 kn,36.54276,-8.41686,315,50 m,https://www.vesselfinder.com/vessels/AL-KHARAITIYAT-IMO-9397327-MMSI-538003352,17,15.9,29.4468,Caledon Shipbuilding & Engineering Company
1100,9397339,AL REKAYYAT,LNG Tanker,Marshall Islands,136168,107165,315,50,None,2009,,None,,,Tanker,"ZHOUSHAN, CHINA","May 6, 00:00",9397339 / 538003347,V7QF3,315 / 50 m,11.4 m,284.0Â° / 1.0 kn,18.30094 N/118.09807 E,538003347,284.0Â°,1.0 kn,18.30094,118.09807,315,50 m,https://www.vesselfinder.com/vessels/AL-REKAYYAT-IMO-9397339-MMSI-538003347,18,15.6,28.8912,Société Nouvelle des Forges et Chantiers de la Méditerranée
1101,9774135,LNG SAKURA,LNG Tanker,Bahamas,135977,82137,300,49,None,2018,,,,,Tanker,JP SAK,"May 3, 11:00",9774135 / 311000760,C6DR7,300 / 49 m,11.6 m,332.5Â° / 11.5 kn,33.33325 N/135.13004 E,311000760,332.5Â°,11.5 kn,33.33325,135.13004,300,49 m,https://www.vesselfinder.com/vessels/LNG-SAKURA-IMO-9774135-MMSI-311000760,10.8,9.5,17.594,John Roach & Sons
1102,9791212,SOHSHU MARU,LNG Tanker,Bahamas,135951,82254,300,49,None,2019,,,,,Tanker,US FPO,"May 2, 02:00",9791212 / 311000580,C6CU9,299 / 48 m,10.0 m,273.3Â° / 0.0 kn,28.85903 N/95.16257 W,311000580,273.3Â°,0.0 kn,28.85903,-95.16257,299,48 m,https://www.vesselfinder.com/vessels/SOHSHU-MARU-IMO-9791212-MMSI-311000580,18,17.1,31.6692,"Reaney, Son & Archbold"
1103,9791200,SHINSHU MARU,LNG Tanker,Bahamas,135951,82287,300,49,None,2019,,,,,Tanker,FOR ORDERS,"Jun 1, 05:00",9791200 / 311000845,C6EB3,299 / 48 m,11.9 m,120.5Â° / 14.7 kn,12.85702 N/59.86924 W,311000845,120.5Â°,14.7 kn,12.85702,-59.86924,299,48 m,https://www.vesselfinder.com/vessels/SHINSHU-MARU-IMO-9791200-MMSI-311000845,12.7,11.1,20.5572,Kaiserliche Werft Wilhelmshaven
1104,9360879,AL HUWAILA,LNG Tanker,Bahamas,135848,109503,315,50,None,2008,,,,,Tanker (HAZ-A),QA RLF,"May 11, 22:00",9360879 / 309255000,C6VG2,315 / 50 m,9.5 m,304.0Â° / 18.4 kn,1.4449 N/103.13057 E,309255000,304.0Â°,18.4 kn,1.4449,103.13057,315,50 m,https://www.vesselfinder.com/vessels/AL-HUWAILA-IMO-9360879-MMSI-309255000,18.8,13.8,25.5576,Ferretti Group
1105,9360908,AL KHUWAIR,LNG Tanker,Bahamas,135848,109555,315,50,None,2008,,,,,Tanker (HAZ-B),QA RLF,"May 8, 12:00",9360908 / 311000140,C6VM6,315 / 50 m,9.5 m,153.5Â° / 19.1 kn,22.49519 N/37.32126 E,311000140,153.5Â°,19.1 kn,22.49519,37.32126,315,50 m,https://www.vesselfinder.com/vessels/AL-KHUWAIR-IMO-9360908-MMSI-311000140,11,7.9,14.6308,Gulf Shipbuilding
1106,9360881,AL KHARSAAH,LNG Tanker,Bahamas,135848,109484,315,50,None,2008,,None,,,Tanker (HAZ-D),QA RLF,"May 1, 05:00",9360881 / 309333000,C6VG3,315 / 50 m,9.4 m,184.2Â° / 0.0 kn,25.93347 N/51.61737 E,309333000,184.2Â°,0.0 kn,25.93347,51.61737,315,50 m,https://www.vesselfinder.com/vessels/AL-KHARSAAH-IMO-9360881-MMSI-309333000,12.3,11.4,21.1128,Admiralty Shipyard
1107,9360893,AL SHAMAL,LNG Tanker,Bahamas,135848,109662,315,50,None,2008,,,,,Tanker (HAZ-D),ARMED GUARDS ONBOARD,"May 5, 20:00",9360893 / 309781000,C6VG4,315 / 50 m,12.1 m,325.0Â° / 14.9 kn,15.09222 N/41.78994 E,309781000,325.0Â°,14.9 kn,15.09222,41.78994,315,50 m,https://www.vesselfinder.com/vessels/LNGC-AL-SHAMAL-IMO-9360893-MMSI-309781000,19.4,18.5,34.262,Imabari Shipbuilding
1108,9801689,COSTA VENEZIA,Passenger (Cruise) Ship,Italy,135500,12000,323,37,,2018,,,,,Passenger ship,MANILA,"Apr 29, 23:30",9801689 / 247391100,IBAD,324 / 44 m,8.5 m,321.5Â° / 0.1 kn,14.5323 N/120.84107 E,247391100,321.5Â°,0.1 kn,14.5323,120.84107,324,44 m,https://www.vesselfinder.com/vessels/COSTA-VENEZIA-IMO-9801689-MMSI-247391100,14.2,12.1,22.4092,Taikoo Dockyard
1109,9802384,CARNIVAL PANORAMA,Passenger (Cruise) Ship,Panama,135500,12000,324,37,,2018,,,,,Passenger ship,JAKARTA,"May 12, 00:00",9802384 / 374527000,3FJB3,324 / 44 m,8.7 m,242.8Â° / 15.9 kn,33.0427 N/119.55967 W,374527000,242.8Â°,15.9 kn,33.0427,-119.55967,324,44 m,https://www.vesselfinder.com/vessels/CARNIVAL-PANORAMA-IMO-9802384-MMSI-374527000,17,15.9,29.4468,ThyssenKrupp Marine Systems
1110,9741762,STELLA ISABEL,Bulk Carrier,Singapore,135472,250379,325,57,None,2015,,,,,Cargo ship,TAO CHINA,"Jun 2, 04:00",9741762 / 563300000,9V3391,325 / 57 m,18.0 m,82.0Â° / 9.2 kn,33.7847 S/32.06513 E,563300000,82.0Â°,9.2 kn,-33.7847,32.06513,325,57 m,https://www.vesselfinder.com/vessels/STELLA-ISABEL-IMO-9741762-MMSI-563300000,10.4,8.7,16.1124,Pemex Construcción
1111,9695030,SHANDONG HE XIE,Bulk Carrier,Hong Kong,135462,262062,325,57,None,2014,,,None,,Cargo ship,QINGDAO CN,"May 11, 02:00",9695030 / 477712100,VRNT3,325 / 57 m,18.6 m,2.0Â° / 9.4 kn,4.27109 N/119.63193 E,477712100,2.0Â°,9.4 kn,4.27109,119.63193,325,57 m,https://www.vesselfinder.com/vessels/SHANDONG-HE-XIE-IMO-9695030-MMSI-477712100,10.7,9.8,18.1496,Charleston Naval Shipyard
1112,9747778,FMG NICOLA,Bulk Carrier,Hong Kong,134840,260840,327,57,None,2016,,,,,Cargo ship,AU PHE,"May 4, 04:00",9747778 / 477692300,VRQH3,327 / 57 m,12.0 m,216.0Â° / 11.4 kn,10.58888 S/122.51535 E,477692300,216.0Â°,11.4 kn,-10.58888,122.51535,327,57 m,https://www.vesselfinder.com/vessels/FMG-NICOLA-IMO-9747778-MMSI-477692300,14.4,12.4,22.9648,Sandvikens Skeppsdocka och Mekaniska Verkstad
