Bill-of-Lading Key,Bill-of-Lading Number,Issued Date,Consignor Key,Consignee Key,Foreign Transporter Key,Foreign Consolidator Key,Courier Key,Domestic Transporter Key,Domestic Consolidator Key,Ship Mode,Place of Receipt Key,Place of Delivery Key,Port of Loading Key,Port of Discharge Key,Commodity Key,Container Key,Incoterm,Expected Tariffs,Actual Tariffs,distance between ports
8994,04975889697737863,,1737,314,3796,4127,4409,4294,4441,sea,1737,314,3120,576,,,,,,
8995,04162331719939969,,533,310,4399,4318,4776,3742,3295,sea,533,310,1269,3890,,,,,,
8996,04413971688868832,,1576,381,3386,4067,4376,3646,4646,sea,1576,381,2493,621,,,,,,
8997,04594871446816188,,908,299,3541,3749,4072,3723,3773,sea,908,299,888,2000,,,,,,
8998,04298136668668311,,3501,2728,4958,4037,3561,4385,4090,sea,7771,2728,2362,214,,,,,,
8999,04525844243373758,,4193,2448,4898,3955,4776,4455,4424,sea,8463,2448,3176,3981,,,,,,
9000,04858861355635685,,1380,4517,4517,3519,4250,4040,4992,sea,1380,8787,2896,744,,,,,,
9001,04494548411781277,,4357,2563,4429,4155,3127,3441,4357,sea,8627,2563,203,181,,,,,,
9002,04378248837677750,,4821,830,3853,4500,3129,3001,3295,sea,9091,830,2825,3599,,,,,,
9003,04211625728648314,,1209,1002,4757,3391,4635,4962,4776,sea,1209,1002,523,3616,,,,,,
9004,04422775685565637,,546,628,4675,3443,3375,3579,4480,sea,546,628,4195,2213,,,,,,
9005,04876541513423960,,533,2266,4260,4816,3783,4635,4962,sea,533,2266,2736,3534,,,,,,
9006,04385647778318133,,2363,4767,3386,3143,4376,3492,4625,sea,2363,9037,2494,1454,,,,,,
9007,04186566931441536,,2261,686,3883,3865,4388,4835,4702,sea,2261,686,3198,1982,,,,,,
9008,04627138375215695,,3295,2398,3523,4489,3167,4962,3742,sea,7565,2398,2634,3519,,,,,,
9009,04997737993793897,,1837,2795,4851,3992,4443,4388,3773,sea,1837,2795,2839,2023,,,,,,
9010,04979758978278844,,2076,2183,3491,3491,3558,4385,3996,sea,2076,2183,2166,205,,,,,,
9011,04288576572192381,,1770,1119,3931,3949,3371,4828,4688,sea,1770,1119,172,763,,,,,,
9012,04319863354294715,,2261,491,3917,3890,3587,3133,4829,sea,2261,491,305,1925,,,,,,
9013,04168563954114588,,976,1132,4691,4839,3295,4424,3742,sea,976,1132,16,4098,,,,,,
9014,04667828354674213,,2819,2370,3488,3274,4832,3437,4580,sea,2819,2370,2363,3944,,,,,,
9015,04346555434174393,,2027,1348,3345,3157,4634,4538,3667,sea,2027,1348,3262,1948,,,,,,
9016,04728695497457511,,4404,872,3318,3318,3484,3343,4220,sea,8674,872,4270,688,,,,,,
9017,04354326422242443,,64,2795,3385,3992,4851,4462,3217,sea,64,2795,2838,644,,,,,,
9018,04611311925785452,,3742,4762,3726,4762,4717,4287,3828,sea,8012,9032,3218,3885,,,,,,
9019,04188327964574565,,3394,1433,4840,3647,4840,3441,3253,sea,7664,1433,890,184,,,,,,
9020,04922188343393599,,1770,948,4878,3003,4297,4813,3580,sea,1770,948,1692,610,,,,,,
9021,04291219828828576,,2467,109,4341,3549,4512,4061,3967,sea,2467,109,2750,220,,,,,,
9022,04785731337717799,,2380,1023,4915,4216,4113,4426,3295,sea,2380,1023,2866,3642,,,,,,
9023,04269298416696644,,4821,3872,3115,3204,3663,3437,4962,sea,9091,8142,797,3867,,,,,,
9024,04598395848978399,,1146,794,4216,4113,3742,4888,3742,sea,1146,794,2863,4064,,,,,,
9025,04621284369369687,,4243,320,4113,4216,4634,3723,3667,sea,8513,320,2859,2014,,,,,,
9026,04266446761461629,,3772,9,4748,4639,4546,3137,3703,sea,8042,9,2561,697,,,,,,
9027,04522747113523426,,4367,491,4724,3468,3981,3710,4441,sea,8637,491,348,777,,,,,,
9028,04246815859299561,,2277,727,3942,3980,3753,4832,3054,sea,2277,727,493,4151,,,,,,
9029,04784979761471578,,2363,1063,3260,3655,3260,4738,3736,sea,2363,1063,2145,1490,,,,,,
9030,04231396124574142,,2149,1200,4915,4113,3317,4962,3446,sea,2149,1200,2859,3987,,,,,,
9031,04456863143823591,,4321,2541,4862,3021,3206,3578,4525,sea,8591,2541,1545,740,,,,,,
9032,04316689399539191,,2363,953,4422,4166,3063,4519,3508,sea,2363,953,2765,1497,,,,,,
9033,04644437895115391,,616,1125,4644,4644,4276,4229,3111,sea,616,1125,3185,1877,,,,,,
9034,04674796894984256,,2380,3210,3519,3519,4865,4455,3751,sea,2380,7480,2933,3679,,,,,,
9035,04511775341991742,,533,2915,3089,4986,4536,4287,3349,sea,533,2915,1009,3921,,,,,,
9036,04531898127737137,,2380,1808,4958,4037,3295,3742,3828,sea,2380,1808,2366,4134,,,,,,
9037,04459274563413397,,1078,2265,3327,4281,4835,4229,3111,sea,1078,2265,142,2029,,,,,,
9038,04766865685385814,,4461,3912,3303,4960,3912,4180,4458,sea,8731,8182,40,620,,,,,,
9039,04193831926846727,,908,986,3572,4470,3723,4702,3667,sea,908,986,1390,1966,,,,,,
9040,04543443815595121,,1709,58,4513,4369,4832,4424,4962,sea,1709,58,3004,3875,,,,,,
9041,04772129945865128,,896,1234,3018,4618,3618,3618,4708,sea,896,1234,1385,2185,,,,,,
9042,04551245245255571,,386,2752,4761,4837,3239,3428,3446,sea,386,2752,1200,4086,,,,,,
9043,04545643863823131,,2363,3995,3995,3671,3995,4838,3139,sea,2363,8265,2388,1488,,,,,,
9044,04478344426656843,,2363,429,4214,4757,4214,3642,4045,sea,2363,429,516,1485,,,,,,
9045,04468752747347891,,912,1348,4170,4170,3526,4483,3034,sea,912,1348,3367,762,,,,,,
9046,04365832672412650,,2344,235,3692,4822,4750,4888,3437,sea,2344,235,1688,3681,,,,,,
9047,04536687671991257,,1284,238,4913,4621,3035,3512,3178,sea,1284,238,3059,788,,,,,,
9048,04243234161691338,,1298,980,3504,3196,3295,4580,4424,sea,1298,980,1570,4081,,,,,,
9049,04138897699439675,,2363,1126,3749,4531,3291,4061,3110,sea,2363,1126,888,1452,,,,,,
9050,04821328538428749,,896,3503,3089,4986,3082,3618,4480,sea,896,7773,1009,2178,,,,,,
9051,04687826548458681,,3020,1534,3525,3525,3464,3351,3886,sea,7290,1534,2818,207,,,,,,
9052,04649174854264237,,233,2269,4330,3486,3227,3579,4155,sea,233,2269,2661,2211,,,,,,
9053,04756145367767378,,2300,310,4399,4318,3414,3723,3773,sea,2300,310,1248,1947,,,,,,
9054,04179454294424665,,859,2431,4302,4778,3306,4426,3418,sea,859,2431,1339,3606,,,,,,
9055,04774493117667741,,2577,4949,3669,3452,3278,4715,3045,sea,2577,9219,797,584,,,,,,
9056,04359951918148661,,4574,381,3342,3386,4999,4500,3943,sea,8844,381,2496,724,,,,,,
9057,04916912895425168,,3521,948,4482,4647,4984,3889,3846,sea,7791,948,1692,687,,,,,,
9058,04649886168818975,,666,948,3825,3396,3327,4717,4962,sea,666,948,1692,3895,,,,,,
9059,04622189683823725,,1283,4920,3726,4381,4792,3428,4287,sea,1283,9190,802,4140,,,,,,
9060,04638361968528469,,2363,3035,4663,3647,3035,3463,3060,sea,2363,7305,3055,1496,,,,,,
9061,04656718589249529,,2149,1971,3750,3070,3295,4287,4966,sea,2149,1971,3204,4103,,,,,,
9062,04894438923593986,,2363,2776,3344,4778,4843,4449,3309,sea,2363,2776,1314,1468,,,,,,
9063,04244997927667792,,2361,2030,4990,3197,3846,3784,4353,sea,2361,2030,2543,785,,,,,,
9064,04932329741351195,,4097,1111,3992,4616,4443,4635,3828,sea,8367,1111,2842,4140,,,,,,
9065,04527493583193847,,3877,117,3126,3126,4712,3723,3128,sea,8147,117,1763,1954,,,,,,
9066,04239266225915941,,2363,2265,4685,4066,4669,4065,4773,sea,2363,2265,131,1470,,,,,,
9067,04616881259159144,,3028,1361,3126,3126,4712,3483,3588,sea,7298,1361,1799,563,,,,,,
9068,04145551963113776,,1249,4080,3818,3048,3878,3601,4648,sea,1249,8350,2227,723,,,,,,
9069,04618218754244330,,2363,2390,3523,3212,4501,3428,4721,sea,2363,2390,2634,1471,,,,,,
9070,04739351474534823,,2855,2125,4113,4216,3165,4426,3856,sea,2855,2125,2859,3745,,,,,,
9071,04765317112312173,,2017,4174,4885,3582,3479,3681,3943,sea,2017,8444,186,749,,,,,,
9072,04861558882572968,,2097,2160,4390,3759,3759,4717,3828,sea,2097,2160,2367,3784,,,,,,
9073,04925179449669494,,450,2446,4305,4629,4907,3618,4155,sea,450,2446,892,2195,,,,,,
9074,04515142488538318,,3437,3689,4562,3918,4776,3446,4424,sea,7707,7959,2755,4153,,,,,,
9075,04791772338198836,,4536,2244,3386,4767,4536,4580,3295,sea,8806,2244,2495,3687,,,,,,
9076,04211639979469994,,2866,4172,3038,3189,3132,4888,4287,sea,2866,8442,1570,4128,,,,,,
9077,04593739734394613,,3861,2370,3274,3314,3759,4100,3578,sea,8131,2370,2374,756,,,,,,
9078,04243662837167274,,2363,3241,3444,4491,4347,4658,4825,sea,2363,7511,874,1495,,,,,,
9079,04587355812532297,,884,4858,4400,4004,4061,4355,4670,sea,884,9128,3066,210,,,,,,
9080,04741243451831870,,3343,3450,4246,3692,3981,4857,4175,sea,7613,7720,1684,629,,,,,,
9081,04144135866336756,,3380,2448,4786,3955,4803,4766,4735,sea,7650,2448,3130,631,,,,,,
9082,04572784758818482,,2149,4701,3562,3908,3428,3418,3297,sea,2149,8971,2766,3530,,,,,,
9083,04222818516616282,,2835,3256,4669,3910,4458,4187,4847,sea,2835,7526,2722,671,,,,,,
9084,04965714128778326,,4632,2448,4744,3955,4941,4975,4304,sea,8902,2448,3182,230,,,,,,
9085,04115664347257856,,2363,4556,4709,4709,4546,4149,3758,sea,2363,8826,2111,1496,,,,,,
9086,04762248195935153,,4231,161,4216,4113,3464,3351,4586,sea,8501,161,2862,210,,,,,,
9087,04914414719569949,,2363,2816,3641,3655,4079,4562,3034,sea,2363,2816,2149,1451,,,,,,
9088,04996973471221327,,3336,803,3112,3197,4141,4353,4008,sea,7606,803,2559,574,,,,,,
9089,04542653654944474,,2846,3263,3263,3263,3381,4857,3920,sea,2846,7533,2816,667,,,,,,
9090,04858363214944551,,3742,2448,3521,3955,3573,3428,3446,sea,8012,2448,3161,4093,,,,,,
9091,04925187829629228,,1560,125,3212,3511,3678,3472,4918,sea,1560,125,2639,730,,,,,,
9092,04233522764274748,,4388,570,3143,4767,3141,4835,4316,sea,8658,570,2493,1945,,,,,,
9093,04274267251541527,,4536,4793,3586,4820,4733,4424,3297,sea,8806,9063,4251,3566,,,,,,
9094,04343989843523634,,456,355,3075,3075,3349,4455,4424,sea,456,355,2796,4167,,,,,,
9095,04837733911991252,,2648,823,4944,4849,3904,3644,3742,sea,2648,823,271,3603,,,,,,
9096,04833229617277942,,613,2448,4396,3955,3290,3926,4918,sea,613,2448,3150,697,,,,,,
9097,04551848744444561,,2363,2668,4939,4991,4322,3243,4588,sea,2363,2668,1622,1452,,,,,,
9098,04986847897457475,,774,1854,3463,3514,4536,4962,4536,sea,774,1854,995,3911,,,,,,
9099,04596228992582162,,4821,1991,4770,3009,4770,3742,3295,sea,9091,1991,3191,3946,,,,,,
9100,04392895174134387,,3730,1348,3526,3345,4957,4458,3436,sea,8000,1348,3415,790,,,,,,
9101,04699589314594987,,3943,1528,3608,4338,4095,3922,3507,sea,8213,1528,2759,609,,,,,,
9102,04835878145925931,,148,1361,3004,3004,4689,4091,3646,sea,148,1361,1802,793,,,,,,
9103,04697251255875358,,2363,3253,3441,4357,4357,4684,3136,sea,2363,7523,184,1477,,,,,,
9104,04653365265735529,,488,1093,4913,4080,4913,4360,3253,sea,488,1093,2236,184,,,,,,
9105,04716653847517686,,4666,1654,3329,3443,3443,4666,3773,sea,8936,1654,4224,2027,,,,,,
9106,04287746941441254,,1573,3355,4302,4493,4595,4558,3591,sea,1573,7625,1337,582,,,,,,
9107,04616676583763149,,1219,946,4532,4521,4867,3001,4580,sea,1219,946,46,4046,,,,,,
9108,04432757898778872,,2363,2448,4419,3955,4545,4623,3858,sea,2363,2448,3138,1509,,,,,,
9109,04726121836996868,,838,258,3083,4960,4602,4676,4593,sea,838,258,29,555,,,,,,
9110,04261848844624689,,2363,3250,4290,3890,3435,4902,4650,sea,2363,7520,361,1508,,,,,,
9111,04298399845285538,,4923,3814,3342,3143,3359,4311,4746,sea,9193,8084,2494,235,,,,,,
9112,04683936177227214,,2363,1132,3794,4602,3380,3935,3189,sea,2363,1132,9,1448,,,,,,
9113,04274827745465526,,3266,2899,4390,4482,4048,4803,4766,sea,7536,2899,2372,784,,,,,,
9114,04698716677597657,,3644,4524,3284,3284,3743,3428,3437,sea,7914,8794,2948,3943,,,,,,
9115,04188255439329825,,4309,3342,4067,4767,4376,3987,4231,sea,8579,7612,2493,255,,,,,,
9116,04814853568928636,,418,1429,3423,3189,3028,3254,4763,sea,418,1429,192,664,,,,,,
9117,04735162539159196,,2363,2539,3874,3614,3630,4169,3797,sea,2363,2539,2749,1448,,,,,,
9118,04283354712152274,,3507,2265,4767,4804,4888,3710,3352,sea,7777,2265,92,599,,,,,,
9119,04521598448888237,,2363,3753,3942,3129,4724,3116,3873,sea,2363,8023,460,1470,,,,,,
9120,04857382446936142,,2086,1599,3760,3883,3579,4581,3631,sea,2086,1599,3192,2220,,,,,,
9121,04717873936756751,,4424,3210,3519,4436,4436,4832,3751,sea,8694,7480,2878,3784,,,,,,
9122,04648338381251851,,1583,3785,4913,3818,4913,4586,4090,sea,1583,8055,2232,260,,,,,,
9123,04774313386586935,,1209,1925,4246,4822,3347,3644,3437,sea,1209,1925,1680,3638,,,,,,
9124,04962582167667221,,4678,4025,4025,3497,4025,3352,3340,sea,8948,8295,278,581,,,,,,
9125,04614975137777550,,1817,637,3526,3242,3526,3579,3227,sea,1817,637,3463,2217,,,,,,
9126,04337139696386125,,2569,2452,4216,4113,3165,4036,3043,sea,2569,2452,2862,785,,,,,,
9127,04592456583893197,,1155,4747,3634,4591,3258,3869,4052,sea,1155,9017,2549,611,,,,,,
9128,04159829325945192,,942,1071,3126,3397,3428,4159,4536,sea,942,1071,1780,3888,,,,,,
9129,04118362949749522,,1298,2935,3690,4970,4200,4536,4424,sea,1298,2935,2739,3867,,,,,,
9130,04349279327257938,,4285,205,3883,4035,3227,4581,3227,sea,8555,205,3190,2214,,,,,,
9131,04417357672652292,,3521,223,3623,4988,3897,3091,4965,sea,7791,223,1167,699,,,,,,
9132,04312834448498668,,2363,1118,3173,3459,3846,4714,4673,sea,2363,1118,2720,1506,,,,,,
9133,04873793743573615,,4480,2446,4305,4840,4907,4581,4981,sea,8750,2446,891,2206,,,,,,
9134,04793978672872694,,2097,3035,4195,4049,4424,3418,3751,sea,2097,7305,3056,4097,,,,,,
9135,04783513373973726,,3769,451,3412,3815,4832,4635,4424,sea,8039,451,2803,3884,,,,,,
9136,04444117177627959,,632,2563,4429,3871,4900,4528,4033,sea,632,2563,203,220,,,,,,
9137,04124618888538910,,4580,628,4675,3443,3317,3437,3349,sea,8850,628,4197,3773,,,,,,
9138,04875374933493678,,3510,3345,4170,4062,4223,4091,3378,sea,7780,7615,3269,649,,,,,,
9139,04289621424464624,,774,3023,3629,4212,3573,3437,3446,sea,774,7293,1614,4110,,,,,,
9140,04188121893863147,,3644,869,3193,3271,3297,4536,3297,sea,7914,869,3079,4161,,,,,,
9141,04824737163923425,,2172,2448,3999,3955,3293,3808,3152,sea,2172,2448,3176,719,,,,,,
9142,04942947999999579,,2852,1685,3729,4583,3729,4455,3054,sea,2852,1685,1023,3746,,,,,,
9143,04299845617877337,,4159,2696,3726,3669,3204,4536,4455,sea,8429,2696,802,4016,,,,,,
9144,04978857248698212,,2363,59,3307,4883,4705,4218,3890,sea,2363,59,2634,1469,,,,,,
9145,04842576596736471,,1576,1006,4642,3899,3171,3512,3924,sea,1576,1006,2592,707,,,,,,
9146,04936738459379562,,2363,2412,3442,3890,3129,4024,3732,sea,2363,2412,407,1473,,,,,,
9147,04671748187687644,,2156,4747,3103,3871,3743,4962,3295,sea,2156,9017,2550,3623,,,,,,
9148,04383841292972266,,3437,4014,3039,4167,3039,4426,3054,sea,7707,8284,4185,4048,,,,,,
9149,04278429713693113,,3234,2437,3355,4778,4503,4061,4586,sea,7504,2437,1317,240,,,,,,
9150,04787478944324252,,2363,2615,3118,4042,3412,3995,3957,sea,2363,2615,48,1478,,,,,,
9151,04697126863643623,,1752,836,4675,4789,3443,3428,3751,sea,1752,836,4195,3477,,,,,,
9152,04662263196316313,,2363,548,3801,4637,3356,4196,3940,sea,2363,548,1597,1489,,,,,,
9153,04938564827277769,,2363,900,3527,3527,3178,3974,4250,sea,2363,900,2103,1504,,,,,,
9154,04697336923883573,,3681,794,3165,4216,4301,3808,4697,sea,7951,794,2851,659,,,,,,
9155,04831374669259568,,3477,1522,3764,3459,3275,4847,4965,sea,7747,1522,2716,731,,,,,,
9156,04753255536266557,,2411,432,4773,4591,4546,4528,3761,sea,2411,432,2553,251,,,,,,
9157,04131653152282533,,2363,4206,3444,4491,4627,4550,4960,sea,2363,8476,875,1456,,,,,,
9158,04112191542562476,,2344,2556,3326,3455,4717,3001,4966,sea,2344,2556,2550,3682,,,,,,
9159,04559725754514458,,3262,4517,3519,4436,4865,4229,4538,sea,7532,8787,2923,2017,,,,,,
9160,04862626374634230,,4002,1399,3726,3797,3913,4803,4176,sea,8272,1399,801,673,,,,,,
9161,04113866124614582,,2363,2446,4305,4907,3145,3970,3110,sea,2363,2446,890,1455,,,,,,
9162,04991467944924945,,2363,1119,3931,3949,3894,3917,4114,sea,2363,1119,172,1494,,,,,,
9163,04942184818338335,,1772,3345,4170,3157,4388,4666,3414,sea,1772,7615,3369,2000,,,,,,
9164,04133483565695716,,2270,4789,3329,3443,3417,4894,4847,sea,2270,9059,4199,780,,,,,,
9165,04793936168428169,,2363,258,3775,3627,3912,3677,4574,sea,2363,258,43,1473,,,,,,
9166,04353182757287730,,4050,1652,3342,3386,3359,3853,4425,sea,8320,1652,2492,619,,,,,,
9167,04331598527447644,,2363,2965,4226,4106,4427,4675,3786,sea,2363,2965,2640,1480,,,,,,
9168,04934994518268686,,2277,2303,3391,4757,3054,4962,4776,sea,2277,2303,507,3772,,,,,,
9169,04256895669349547,,3958,2911,3995,4144,3995,4258,4730,sea,8228,2911,2386,556,,,,,,
9170,04361437944744565,,3856,2798,3526,3345,3743,3446,4455,sea,8126,2798,3322,4137,,,,,,
9171,04252837444134324,,884,4280,3478,3709,3169,3575,4311,sea,884,8550,2052,234,,,,,,
9172,04736212997947749,,409,2095,3726,3109,4463,4621,4217,sea,409,2095,798,716,,,,,,
9173,04683752187537361,,681,1286,4350,3917,4209,3521,3548,sea,681,1286,450,653,,,,,,
9174,04476558898878517,,1628,2099,3344,4778,3952,3044,3725,sea,1628,2099,1343,750,,,,,,
9175,04498489332252254,,386,1987,4241,4037,3272,3418,4287,sea,386,1987,2374,3747,,,,,,
9176,04954464356126362,,456,4046,3478,3270,3737,3001,4821,sea,456,8316,2746,3714,,,,,,
9177,04661388512932129,,1298,1652,3386,4376,4376,3644,3418,sea,1298,1652,2491,3558,,,,,,
9178,04588311681781395,,3521,2746,3641,3260,4122,3421,4704,sea,7791,2746,2142,676,,,,,,
9179,04532493596546335,,2866,717,4411,3980,4061,3001,3295,sea,2866,717,2834,3554,,,,,,
9180,04224171663643470,,1219,2040,3444,4627,4635,3437,4455,sea,1219,2040,876,3579,,,,,,
9181,04487412568718977,,3441,3035,4767,4217,4142,4357,4142,sea,7711,7305,3054,182,,,,,,
9182,04751921231541269,,3194,4920,4383,3858,4500,3327,3497,sea,7464,9190,809,671,,,,,,
9183,04976435277797964,,2849,2929,3229,4575,4248,4314,4480,sea,2849,2929,2632,2210,,,,,,
9184,04456847853363325,,445,1329,4248,3247,4234,4799,3744,sea,445,1329,2640,675,,,,,,
9185,04753816987697842,,1815,1798,4607,4076,3968,3681,3507,sea,1815,1798,2589,753,,,,,,
9186,04249289553123748,,1102,736,3075,3075,4537,4234,3298,sea,1102,736,2793,707,,,,,,
9187,04618694562562819,,2436,1410,3519,3519,4865,4159,3297,sea,2436,1410,2900,3863,,,,,,
9188,04841528156636890,,2363,3995,3995,3530,4668,3364,3885,sea,2363,8265,2382,1511,,,,,,
9189,04466183811691862,,2648,677,4214,3391,3743,4888,4821,sea,2648,677,542,3807,,,,,,
9190,04494856519169195,,2363,4798,4328,3665,4366,3250,3386,sea,2363,9068,4268,1482,,,,,,
9191,04879541785625755,,2363,1199,3143,4767,4635,4785,3532,sea,2363,1199,2492,1445,,,,,,
9192,04235797758788992,,386,1882,3918,4422,3080,3437,3751,sea,386,1882,2773,3930,,,,,,
9193,04454948159679355,,4097,1952,4793,3643,4733,4888,4424,sea,8367,1952,4244,3995,,,,,,
9194,04547275486316356,,2363,3335,3265,3232,3476,4394,4767,sea,2363,7605,1171,1452,,,,,,
9195,04378854786776231,,4279,637,3345,3524,4957,4002,3836,sea,8549,637,3268,567,,,,,,
9196,04722891457247277,,3377,1926,4990,3455,3103,3521,3841,sea,7647,1926,2554,698,,,,,,
9197,04943697552182410,,2363,2036,3788,4571,4441,3185,4673,sea,2363,2036,2758,1483,,,,,,
9198,04312617498718272,,3723,3641,3260,4836,3845,3723,4535,sea,7993,7911,2133,1996,,,,,,
9199,04578733869899846,,2550,748,3798,3608,4181,3092,4090,sea,2550,748,2737,259,,,,,,
9200,04779926452472435,,2363,2749,3905,4953,3608,4049,4680,sea,2363,2749,2737,1443,,,,,,
9201,04393691176476994,,1477,948,4937,4544,3299,3646,4182,sea,1477,948,1693,658,,,,,,
9202,04728461464254328,,2363,1853,4748,4591,4319,3704,4924,sea,2363,1853,2565,1451,,,,,,
9203,04357573955985171,,146,2448,4227,3955,3064,4952,3591,sea,146,2448,3130,591,,,,,,
9204,04757134248788327,,1462,2246,3240,4690,4493,4541,4033,sea,1462,2246,1352,212,,,,,,
9205,04294927854374451,,386,2694,4399,4318,3320,3418,3295,sea,386,2694,1238,4001,,,,,,
9206,04214568259559681,,3644,2485,4454,4179,4940,3428,4424,sea,7914,2485,2654,4023,,,,,,
9207,04439185597577398,,4357,2796,4599,4950,4142,3441,4142,sea,8627,2796,2749,183,,,,,,
9208,04263896573873913,,1752,2160,4390,3759,4536,4717,3751,sea,1752,2160,2372,4019,,,,,,
9209,04391122932282488,,4580,927,3347,4121,4536,4455,4287,sea,8850,927,1683,3654,,,,,,
9210,04894117791871890,,2363,451,3560,4273,4852,3309,4618,sea,2363,451,2803,1481,,,,,,
9211,04427643526546129,,2363,948,4621,4424,4770,4048,3718,sea,2363,948,1691,1488,,,,,,
9212,04463136513593326,,2648,585,4116,3478,3687,4308,3751,sea,2648,585,2765,3521,,,,,,
9213,04872536377557344,,2855,117,3004,3004,3573,4308,4287,sea,2855,117,1745,3602,,,,,,
9214,04188833918268911,,2823,3003,4514,4351,4461,4660,3646,sea,2823,7273,1182,617,,,,,,
9215,04782748672642375,,2426,1497,3503,4986,3349,3446,4536,sea,2426,1497,1011,3625,,,,,,
9216,04545977775185996,,2819,710,4372,4179,4536,4832,3295,sea,2819,710,2656,3807,,,,,,
9217,04971459126186278,,3295,3455,4639,4546,4044,4536,3446,sea,7565,7725,2553,4111,,,,,,
9218,04975913933623181,,2730,2221,3143,4767,4086,4385,4902,sea,2730,2221,2495,212,,,,,,
9219,04969257515225363,,2363,354,3243,4306,3971,4008,3261,sea,2363,354,2628,1478,,,,,,
9220,04188574825595669,,2363,4742,4623,3432,4631,4890,3452,sea,2363,9012,2769,1472,,,,,,
9221,04827585285975740,,3380,1604,3586,4793,4733,4897,4684,sea,7650,1604,4250,768,,,,,,
9222,04173222985945852,,4243,745,3274,3314,4048,4229,3414,sea,8513,745,2374,2020,,,,,,
9223,04671942467397364,,3742,2523,3245,4960,3912,3644,4536,sea,8012,2523,43,3514,,,,,,
9224,04627594766116628,,456,1485,4419,4839,3356,4455,4580,sea,456,1485,1069,3658,,,,,,
9225,04392122112192834,,1072,1950,3260,3513,4424,3437,4424,sea,1072,1950,2155,3633,,,,,,
9226,04856777216796148,,2363,1970,4302,3355,4983,4238,4476,sea,2363,1970,1326,1456,,,,,,
9227,04971849199219773,,4061,3995,3995,3699,3995,4385,4090,sea,8331,8265,2382,224,,,,,,
9228,04456555617467393,,4981,1454,4429,4950,4293,3825,3419,sea,9251,1454,203,2220,,,,,,
9229,04337926353993297,,2363,1120,3544,3078,4929,4329,3872,sea,2363,1120,918,1478,,,,,,
9230,04534852644784897,,884,2448,3126,3955,3017,4797,3060,sea,884,2448,3151,218,,,,,,
9231,04519812551911749,,3388,1211,3547,3339,4453,3703,4555,sea,7658,1211,2569,638,,,,,,
9232,04822138199899739,,456,355,3075,3075,4888,4308,3751,sea,456,355,2797,4145,,,,,,
9233,04477525693163185,,1209,381,4067,4633,3742,4287,4776,sea,1209,381,2492,4112,,,,,,
9234,04269936219719114,,4480,2470,3181,4626,4708,3618,3227,sea,8750,2470,2642,2182,,,,,,
9235,04963315535425395,,1146,653,3692,3347,3921,3446,3054,sea,1146,653,1689,4003,,,,,,
9236,04911521268588697,,483,3035,3818,3924,3035,4258,4008,sea,483,7305,3061,750,,,,,,
9237,04155256635335643,,1524,2588,4866,4569,4866,3646,3215,sea,1524,2588,281,614,,,,,,
9238,04638619351461191,,675,2812,3519,4436,3998,3130,4153,sea,675,2812,2893,257,,,,,,
9239,04281185674894979,,2149,848,3314,3272,3742,4580,3054,sea,2149,848,2371,4152,,,,,,
9240,04491421281121578,,4182,4557,3115,3204,4265,3696,3046,sea,8452,8827,800,649,,,,,,
9241,04396333658488275,,2363,25,3514,3095,4401,3189,4922,sea,2363,25,996,1475,,,,,,
9242,04725739678168964,,1298,628,3329,4789,3443,4159,3437,sea,1298,628,4220,3494,,,,,,
9243,04698351972732138,,4564,2526,3597,3138,4109,3338,4008,sea,8834,2526,1568,591,,,,,,
9244,04658188235475462,,884,1369,4069,4076,4303,3575,4153,sea,884,1369,2567,242,,,,,,
9245,04226544722612140,,1371,2414,4221,3182,3392,4308,3828,sea,1371,2414,2044,3967,,,,,,
9246,04781658586686710,,4293,2774,4103,3818,4913,3408,3227,sea,8563,2774,2234,2204,,,,,,
9247,04889136717417934,,2363,161,3165,4216,3165,4388,4372,sea,2363,161,2866,1445,,,,,,
9248,04733678848338549,,2363,2408,3921,3983,3661,4022,3263,sea,2363,2408,1687,1506,,,,,,
9249,04394674625155670,,884,2915,3503,4583,4695,3501,4566,sea,884,2915,1003,219,,,,,,
9250,04484559766436425,,4357,2816,3513,4836,3441,4360,3253,sea,8627,2816,2144,182,,,,,,
9251,04225326288818539,,2363,361,4034,4907,3055,3814,4188,sea,2363,361,891,1494,,,,,,
9252,04816612938758734,,3848,907,3347,3692,4750,4441,3589,sea,8118,907,1684,777,,,,,,
9253,04939285912342535,,610,3253,3441,3253,4357,4187,3957,sea,610,7523,184,781,,,,,,
9254,04732282176356352,,4965,431,3503,4158,4691,4002,3267,sea,9235,431,2684,752,,,,,,
9255,04194377258388294,,942,657,4357,4357,4366,3644,3751,sea,942,657,183,3843,,,,,,
9256,04227713337397851,,4503,2265,3314,3259,4113,3575,4340,sea,8773,2265,117,230,,,,,,
9257,04281464338768949,,976,3126,3126,3126,3573,4426,4424,sea,976,7396,1829,3488,,,,,,
9258,04623768957597983,,1583,1662,3112,3326,4969,4975,4090,sea,1583,1662,2564,234,,,,,,
9259,04244689576936281,,2270,645,4216,4113,4113,3252,4125,sea,2270,645,2871,580,,,,,,
9260,04341259318758819,,2363,1351,4617,3078,3778,4416,4967,sea,2363,1351,2536,1466,,,,,,
9261,04983644245215113,,2363,1618,3760,3009,3760,3119,3196,sea,2363,1618,3198,1444,,,,,,
