Port Key,Address Key,Port Name,Port Type,Port Size,UN/LOCODE,Phone,Fax,800 Number,Email,Web Site
3217,6217,Dibba,,,,,,,,
3218,6218,Dubai,Seaport,Medium,AEDXB,971 4 8811110,971 4 8811331,,sales@dpa.ae,www.dpa.ae
3219,6219,Fateh Terminal,,,,,,,,
3220,6220,Fujairah,,,,,,,,
3221,6221,Hamriyah LPG Terminal,Seaport,Medium,,971-6-5281666,971-6-5281425,,shjports@emirates.net.ae,www.sharjahports.gov.ae
3222,6222,Hulaylah,,,,,,,,
3223,6223,Jebel Ali,Seaport,Medium,AEJEA,971 4 8811110,971 4 8811331,,sales@dpa.ae,www.dpa.ae
3224,6224,Khor Al Fakkan,,,,,,,,
3225,6225,Mina Saqr,,,,,,,,
3226,6226,Mina Zayed,,,,,,,,
3227,6227,Mubarraz Island,,,,,,,,
3228,6228,Port Rashid,,,AEPRA,,,,,
3229,6229,Ras Al Khaimah,,,,,,,,
3230,6230,Sadiyat Island,,,,,,,,
3231,6231,Sharjah,Seaport,Medium,AESHJ,971-6-5281666,971-6-5281425,,shjports@emirates.net.ae,www.sharjahports.gov.ae
3232,6232,Sharjah Offshore Terminal,,,,,,,,
3233,6233,Umm Al Nar Petroleum Port,,,,,,,,
3234,6234,Zirku Island,,,,,,,,
3235,6235,Aberdeen,,,GBABD,,,,,
3236,6236,Aberdovey,,,,,,,,
3237,6237,Aboyne,,,,,,,,
3238,6238,Alexandria,,,,,,,,
3239,6239,Annalong,,,,,,,,
3240,6240,Annan,,,,,,,,
3241,6241,Anstruther,,,,,,,,
3242,6242,Appledore,Harbor,Small,,,,,,
3243,6243,Arbroath,Harbor,Small,,44 1241 872166,44 1241 878472,,harbourmaster@arbroathharbour.sol.co.uk,
3244,6244,Ardglass,,,,,,,,
3245,6245,Ardrishaig,,,,,,,,
3246,6246,Avonmouth,,,GBAVO,,,,,
3247,6247,Ayr,Seaport,Small,,01292 281 687,01292 287 787,,scresswell@abports.co.uk,www.abports.co.uk/custinfo/ports/ayr.htm
3248,6248,Banff,Harbor,Small,,01261 815544,01261 815544,,,www.aberdeenshire.gov.uk/harbours
3249,6249,Barmouth,,,,,,,,
3250,6250,Barnes,,,,,,,,
3251,6251,Bathgate,,,,,,,,
3252,6252,Bedlington,,,,,,,,
3253,6253,Belfast,Seaport,Medium,GBBEL,44 28 9055 4422,44 28 9055 4411,,info@belfast-harbour.co.uk,www.belfast-harbour.co.uk
3254,6254,Berwick-upon-Tweed,,,,,,,,
3255,6255,Bideford,Harbor,Small,,44 79673 33725,44 123 747 5834,,,
3256,6256,Bird Port,,,,,,,,
3257,6257,Birmingham,,,USBHM,,,,,
3258,6258,Birtley,,,,,,,,
3259,6259,Blyth,Seaport,Small,,44 1670 352066,44 1670 368540,,enquiries@blythport.co.uk,www.portofblyth.co.uk
3260,6260,Bolton,,,,,,,,
3261,6261,Boston,River Port,Small,USBOS,44 0 1205 365571,44 0 1205 310126,,administrator@portofboston.co.uk,www.portofboston.co.uk
3262,6262,Braefoot Bay,,,,,,,,
3263,6263,Brandon,,,,,,,,
3264,6264,Bridgwater,River Port,Small,GBBRW,44 845 408 2540,,,,www.sedgemoor.gov.uk
3265,6265,Bridlington,Harbor,Small,GBBRT,44 1262 670148,44 1262 602041,,,
3266,6266,Brierley Hill,,,,,,,,
3267,6267,Brightlingsea,Harbor,Small,,44 1206 302200,44 1206 308533,,,www.brightlingsea-town.co.uk/sailing/harbour_commissioners.htm
3268,6268,Bristol,Seaport,Small,GBBRS,44 0 117 982 0000,44 0 117 982 0698,,enquiries@bristolport.co.uk,www.bristolport.co.uk
3269,6269,Bryn,,,,,,,,
3270,6270,Buckie,Harbor,Small,,44 1542 831700,44 1542 834742,,,
3271,6271,Bude,,,,,,,,
3272,6272,Burghead,Harbor,Small,,IV30 5UA,44 1343 835337,,,
3273,6273,Burntisland,Seaport,Medium,,44 1324 668400,,,alan.burns@forthports.co.uk,www.forthports.co.uk
3274,6274,Caernarfon,Harbor,Small,,01286 672118,01286 678729,,enquiries@caernarfonharbour.co.uk,www.caernarfon-hbr.demon.co.uk
3275,6275,Caerphilly,,,,,,,,
3276,6276,Cairnryan,,,GBCYN,,,,,
3277,6277,Caledonian Canal,,,,,,,,
3278,6278,Cambus,,,,,,,,
3279,6279,Cardiff,Seaport,Medium,GBCDF,0870 609 6699,029 2083 5001,,ccouper@abports.co.uk,www.abports.co.uk/custinfo/ports/cardiff.htm
3280,6280,Carnlough,,,,,,,,
3281,6281,Castle Bay,Harbor,Small,,44 1870 602425,44 1870 602988,,harbourmaster@cne-siar.gov.uk,www.cne-siar.gov.uk/harbourmaster
3282,6282,Charleston,,,USCHS,,,,,
3283,6283,Charlestown,,,,,,,,
3284,6284,Coatbridge,,,,,,,,
3285,6285,Colchester,River Port,Small,,44 1206 827316,44 1206 827023,,,www.colchester.gov.uk
3286,6286,Coleraine,River Port,Small,,44 28 7034 2012,44 28 7035 2000,,,
3287,6287,Conwy,,,,,,,,
3288,6288,Corpach,,,,,,,,
3289,6289,Coventry,,,,,,,,
3290,6290,Cowes,Seaport,Medium,,01983 293952,01983 299357,,chc@cowes.co.uk,www.cowes.co.uk
3291,6291,Creeksea,,,,,,,,
3292,6292,Crinan Canal,,,,,,,,
3293,6293,Croydon,,,,,,,,
3294,6294,Dagenham,,,,,,,,
3295,6295,Dartford,,,,,,,,
3296,6296,Devonport,,,AUDPO,,,,,
3297,6297,Dewsbury,,,,,,,,
3298,6298,Dingle,,,,,,,,
3299,6299,Dover Strait,,,,,,,,
3300,6300,Dumbarton,,,,,,,,
3301,6301,Dunbar,,,,,,,,
3302,6302,Dundee,Seaport,Medium,GBDUN,44 1382 224121,44 1382 200834,,matt.north@forthports.co.uk,www.forthports.co.uk
3303,6303,Dunoon,,,,,,,,
3304,6304,Exeter,,,,,,,,
3305,6305,Exmouth,Harbor,Small,,,,,,
3306,6306,Falmouth,Seaport,Medium,GBFAL,44 1326 312285,44 1326 211352,,info@falmouthport.co.uk,www.falmouthport.co.uk
3307,6307,Fawley,,,GBFAW,,,,,
3308,6308,Felixstowe,Seaport,Large,GBFXT,44-1394-604500,44-1394-604949,,enquiries@fdrc.co.uk,www.portoffelixstowe.co.uk
3309,6309,Fishguard,Harbor,Small,,44 1348 404406,44 1348 404446,,,
3310,6310,Fleetwood,Seaport,Small,,01253 872 323,01253 777 549,,nridehalgh@abports.co.uk,www.abports.co.uk/custinfo/ports/fleet.htm
3311,6311,Folkestone,Harbor,Small,,44 1303 254597,44 1303 254692,,harbourmaster@folkestoneharbour.com,www.folkestoneharbour.com
3312,6312,Forth Ports,,,,,,,,
3313,6313,Fosdyke,Marina,Small,,44 1205 260240,44 1205 260400,,,
3314,6314,Fraserburgh,Harbor,Small,GBFRB,44 1346 515858,44 1346 516641,,enquiries@fraserburgh-harbour.co.uk,www.fraserburgh-harbour.co.uk
3315,6315,Garieston,,,,,,,,
3316,6316,Garlieston,,,,,,,,
3317,6317,Girvan,,,,,,,,
3318,6318,Glasgow Apt,,,,,,,,
3319,6319,Glensanda,,,,,,,,
3320,6320,Goole,River Port,Small,GBGOO,,,,mkennerley@abports.co.uk,www.abports.co.uk/custinfo/ports/goole.htm
3321,6321,Gourock,Ferry,Small,,44 1475 650100,44 1475 650336,,,www.calmac.co.uk
3322,6322,Grangemouth,Seaport,Medium,GBGRG,44 1324 668 400,44 1324 665106,,nik.scott-gray@forthports.co.uk,www.forthports.co.uk
3323,6323,Greenock,Seaport,Small,GBGRK,01475 726171,,,andrew.hemphill@clydeport.co.uk,www.clydeport.co.uk
3324,6324,Greenwich,,,,,,,,
3325,6325,Grimsby,Harbor,Small,GBGSY,01472 359 181,01472 242 488,,npalmer@abports.co.uk,www.abports.co.uk/custinfo/ports/grimsby.htm
3326,6326,Halifax,,,CAHAL,,,,,
3327,6327,Hampton,,,,,,,,
3328,6328,Harwich,Seaport,Small,GBHRW,44 01255 242000,44 01255 241400,,enquiries@harwich.co.uk,www.harwich.co.uk
3329,6329,Holyhead,Harbor,Small,,44 1407 606666,44 1407 606659,,,
3330,6330,Hound Point,,,,,,,,
3331,6331,Howdendyke,,,,,,,,
3332,6332,Hull,Harbor,Medium,GBHUL,01482 327 171,01482 608 434,,hull@abports.co.uk,www.abports.co.uk/custinfo/ports/hull.htm
3333,6333,Hunterston,Harbor,Small,,01475 568181,,,john.mcguigan@clydeport.co.uk,www.clydeport.co.uk
3334,6334,Hyde,,,,,,,,
3335,6335,Ilford,,,,,,,,
3336,6336,Immingham,Harbor,Large,GBIMM,=+44 (0) 1472 359181,=+44 (0) 1472 242488,,npalmer@abports.co.uk,www.abports.co.uk/custinfo/ports/imm.htm
3337,6337,Inverness,Harbor,Small,GBINV,44 1463 715715,44 1463 715705,,hm@invernessharbour.co.uk,www.invernessharbour.co.uk
3338,6338,Ipswich,River Port,Medium,GBIPS,01473 231 010,01473 230 914,,amacfarlane@abports.co.uk,www.abports.co.uk/custinfo/ports/ipswich.htm
3339,6339,Irvine,Harbor,Small,,,,,,
3340,6340,Isle Of Grain,,,,,,,,
3341,6341,Isle of Whithorn,,,,,,,,
3342,6342,Kilkeel,Harbor,Small,,028 4461 3844,028 4461 7128,,mccaughey@nifha.freeserve.co.uk,www.nifha.fsnet.co.uk
3343,6343,Kilroot,,,,,,,,
3344,6344,Kirkcudbright,,,,,,,,
3345,6345,Kirkwall,,,,,,,,
3346,6346,Knowsley,,,,,,,,
3347,6347,Kyle of Lochalsh,,,,,,,,
3348,6348,Lancaster,River Port,Small,GBLAN,44 1524 751724,44 1524 752167,,,
3349,6349,Largs,,,,,,,,
3350,6350,Larne,Harbor,Small,,44 028 2887 2100,44 028 2887 2209,,info@portoflarne.co.uk,www.portoflarne.co.uk
3351,6351,Leith,Seaport,Large,,44 131 555 8750,44 131 555 1212,,david.macpherson@forthports.co.uk,www.forthports.co.uk
3352,6352,Lerwick,Harbor,Small,,44 01595 692991,44 01595 693452,,info@lerwick-harbour.co.uk,www.lerwick-harbour.co.uk
3353,6353,Linton,,,,,,,,
3354,6354,Littlehampton,River Port,Small,,44 01903-721215,44 01903-739472,,harbour@littlehampton.org.uk,www.littlehampton.org.uk
3355,6355,Liverpool,Seaport,Large,GBLIV,0151 949 6000,0151 949 6300,,,www.merseydocks.co.uk
3356,6356,Llanarmon,,,,,,,,
3357,6357,Llanddulas,"Pier, Jetty or Wharf",Small,,44 1492 517564,44 1492 512939,,,
3358,6358,Lochaline,Harbor,Small,,44 1967 84207,44 1967 84274,,,
3359,6359,Lochboisdale,,,,,,,,
3360,6360,Loch Gairloch,,,,,,,,
3361,6361,Lochmaddy,"Pier, Jetty or Wharf",Small,,44 1870 602425,44 1870 602988,,harbourmaster@cne-siar.gov.uk,www.cne-siar.gov.uk/harbourmaster
3362,6362,London,River Port,Large,GBLON,=+44 20 7743 7900,=+44 20 7743 7999,,marketing@pla.co.uk,www.pla.co.uk
3363,6363,Londonderry,River Port,Small,,44 028 7186 0555,44 028 7186 1168,,info@londonderry-port.co.uk,www.londonderryport.com
3364,6364,Looe,,,,,,,,
3365,6365,Lossiemouth,Harbor,Small,,44 1343 563355,,,,
3366,6366,Lowestoft,Harbor,Small,,01502 572 286,01502 500 032,,,www.abports.co.uk/custinfo/ports/lowe.htm
3367,6367,Lybster,,,,,,,,
3368,6368,Lydney,,,,,,,,
3369,6369,Macduff,Harbor,Small,GBMCD,01261 832236,01261 833612,,pdmckay@aberdeenshire.gov.uk,www.aberdeenshire.gov.uk/harbours
3370,6370,Machrihanish,,,,,,,,
3371,6371,Maldon,Harbor,Small,GBMAL,44 1621 852238,,,,
3372,6372,Mallaig,Harbor,Small,,44 1687 462154,44 1687 462172,,harbourauthority@mallaig.dialnet.com,
3373,6373,Manchester,River Port,Medium,,44 1928 508550,44 1928 567469,,mail@shipcanal.co.uk,www.shipcanal.co.uk
3374,6374,Medway Ports,,,,,,,,
3375,6375,Mevagissey,,,,,,,,
3376,6376,Middlesborough,,,,,,,,
3377,6377,Minworth,,,,,,,,
3378,6378,Mistley,Harbor,Small,,44 1206 394431,44 1206 393882,,,
3379,6379,Montrose,Harbor,Small,GBMON,44 01674 672 302,44 01674 675 530,,info@montroseport.co.uk,www.montroseport.co.uk
3380,6380,Moston,,,,,,,,
3381,6381,Mostyn,Harbor,Small,,44 1745 560335,44 1745 560324,,,
3382,6382,Nailsea,,,,,,,,
3383,6383,Nairn,,,,,,,,
3384,6384,Neath Abbey,,,,,,,,
3385,6385,New Holland,,,,,,,,
3386,6386,Newlyn,Harbor,Small,,44 1736 362523,44 1736 351614,,,
3387,6387,Norwich,,,,,,,,
3388,6388,Padstow,Harbor,Small,,44 1841 532239,44 1841 533346,,info@padstow-harbour.co.uk,www.padstow-harbour.co.uk
3389,6389,Par,,,,,,,,
3390,6390,Peebles,,,,,,,,
3391,6391,Pembroke,,,,,,,,
3392,6392,Penryn,,,,,,,,
3393,6393,Penzance,Harbor,Small,,44 01736 3661133,,,,www.netpz.co.uk/penzance-harbour
3394,6394,Perth,River Port,Small,,44 1738 624056,44 1738 622263,,,
3395,6395,Peterhead,Harbor,Small,,44 01779 474020,44 01779 475712,,jewallace@peterheadport.co.uk,www.peterheadport.co.uk
3396,6396,Plymouth,Harbor,Small,USPYM,44 1752 665934,44 1752 253624,,info@plymouthport.org.uk,www.plymouthport.org.uk
3397,6397,Point Of Ayre,,,,,,,,
3398,6398,Pontefract,,,,,,,,
3399,6399,Poole,Harbor,Small,GBPOO,44 01202 440200,44 01202 440212,,pooleharbourcommissioners@phc.co.uk,www.phc.co.uk
3400,6400,Poplar,,,,,,,,
3401,6401,Port Askaig,,,,,,,,
3402,6402,Portavogie,,,,,,,,
3403,6403,Portbury,,,GBPRU,,,,,
3404,6404,Port Ellen,,,,,,,,
3405,6405,Porthmadog,,,,,,,,
3406,6406,Portishead,,,,,,,,
3407,6407,Port Lamont,,,,,,,,
3408,6408,Portland,Harbor,Small,USPWM,44 01305 824044,44 01305 824055,,marine@portland-port.co.uk,www.portland-port.co.uk
3409,6409,Port Penrhyn,Harbor,Small,,44 1248 352525,44 1248 352525,,harbourmaster@portpenrhyn.co.uk,www.portpenrhyn.co.uk
3410,6410,Port Sunlight,,,,,,,,
3411,6411,Port Sutton Bridge,,,,,,,,
3412,6412,Port Talbot,Harbor,Small,,0870 609 6699,01792 633 355,,,www.abports.co.uk/custinfo/ports/port.htm
3413,6413,Port William,,,,,,,,
3414,6414,Preston,,,GBPRE,,,,,
3415,6415,Pwllheli,,,,,,,,
3416,6416,Ramsgate,Seaport,Small,,1843 587661,1843 587661,,portoframsgate@thanet.gov.uk,www.portoframsgate.co.uk
3417,6417,Richborough,,,,,,,,
3418,6418,Rotherham,,,,,,,,
3419,6419,Rothes,,,,,,,,
3420,6420,Royston,,,,,,,,
3421,6421,Runcorn,,,,,,,,
3422,6422,Rye,,,GBRYE,,,,,
3423,6423,Salt End,,,,,,,,
3424,6424,Saundersfoot,,,,,,,,
3425,6425,Scalloway,Harbor,Small,,1806 242551,1806 242237,,ports@shetland.gov.uk,www.shetland.gov.uk/ports
3426,6426,Scarborough,Harbor,Small,GBSCA,44 01947 602354,44 01947 600380,,Bill.Estill@scarborough.gov.uk,www.portofwhitby.co.uk
3427,6427,Scrabster,Harbor,Small,,44 01847 892779,44 01847 892353,,harbour@scrabster.co.uk,www.scrabster.co.uk
3428,6428,Seaham,Harbor,Small,,44 0 191 516 1700,44 0 191 516 1701,,info@seahamharbour.com,www.seahamharbour.com
3429,6429,Selby,,,,,,,,
3430,6430,Sheerness,Seaport,Medium,GBSHS,44 01795 596596,44 01795 660072,,descrampton@medwayports.com,www.medwayports.com
3431,6431,Sheffield,,,,,,,,
3432,6432,Shoreham,Harbor,Small,,44 01273 598100,44 01273 592492,,info@shoreham-port.co.uk,www.portshoreham.co.uk
3433,6433,Shotton,,,,,,,,
3434,6434,Silloth,Harbor,Small,,01697 331358,01697 332709,,nridehalgh@abports.co.uk,www.abports.co.uk/custinfo/ports/silloth.htm
3435,6435,Southampton,Seaport,Large,GBSOU,023 8048 8800,023 8033 6402,,dmorrison@abports.co.uk,www.abports.co.uk/custinfo/ports/soton.htm
3436,6436,South Shields,,,GBSSH,,,,,
3437,6437,Stockton,,,USSCK,,,,,
3438,6438,Stornoway,Harbor,Small,,44 1870 602425,44 1870 602988,,harbourmaster@cne-siar.gov.uk,www.cne-siar.gov.uk/harbourmaster
3439,6439,Strangford,,,,,,,,
3440,6440,Stranraer,Harbor,Small,,44 1776 702151,44 1776 704420,,,
3441,6441,Stretford,,,,,,,,
3442,6442,Stromness,,,,,,,,
3443,6443,Sunderland,Seaport,Medium,GBSUN,44 191 553 2100,44 191 553 2120,,info@portofsunderland.org.uk,www.portofsunderland.org.uk
3444,6444,Sutton Bridge,,,,,,,,
3445,6445,Swansea,Seaport,Medium,GBSWA,0870 609 6699,01792 332 255,,jfitzgerald@abports.co.uk,www.abports.co.uk/custinfo/ports/swansea.htm
3446,6446,Teesport,Seaport,Medium,GBTEE,44 1642 877000,44 1642 877056,,Trevor.Meredith@pdports.co.uk,www.pdports.co.uk
3447,6447,Teignmouth,Harbor,Small,,01626 774 044,01626 776 240,,datkin@abports.co.uk,www.abports.co.uk/custinfo/ports/teign.htm
3448,6448,Tetney Terminal,,,,,,,,
3449,6449,Thamesport,,,GBTHP,,,,,
3450,6450,Thurso,,,,,,,,
3451,6451,Tilbury,Seaport,Medium,GBTIL,44 1375 852200,44 1375 855106,,perry.glading@potll.com,www.forthports.co.uk
3452,6452,Tobermory,,,,,,,,
3453,6453,Torquay,Harbor,Small,,44 1803 292429,44 1803 299257,,,www.torbay.gov.uk
3454,6454,Tranent,,,,,,,,
3455,6455,Trent Wharves,,,,,,,,
3456,6456,Troon,Harbor,Small,,01292 281 687,01292 287 787,,scresswell@abports.co.uk,www.abports.co.uk/custinfo/ports/troon.htm
3457,6457,Truro,River Port,Small,,=+44 (0) 1872 272130,=+44 (0) 1872 225346,,info@portoftruro.co.uk,www.portoftruro.co.uk
3458,6458,Ullapool,Harbor,Small,,44 1854 612091,44 1854 612678,,info@ullapool-harbour.demon.co.uk,
3459,6459,Warrenpoint,Harbor,Small,,44 028 417 73381,44 028 417 52875,,info@warrenpointharbour.co.uk,www.warrenpointharbour.co.uk
3460,6460,Washington,,,USOCW,,,,,
3461,6461,Watchet,Harbor,Small,,44 1984 631264,44 1984 634893,,Enquiries@watchet-harbour-marina.com,www.watchet-harbour-marina.com
3462,6462,Wembley,,,,,,,,
3463,6463,Wemyss Bay,,,,,,,,
3464,6464,Weston,,,,,,,,
3465,6465,Weymouth,Harbor,Small,,44 1305 838423,44 1305 767927,,dstabler@weymouth.gov.uk,www.weymouth.gov.uk
3466,6466,Whitby,Harbor,Small,,44 01947 602354,44 01947 600380,,Bill.Estill@scarborough.gov.uk,www.portofwhitby.co.uk
3467,6467,Whitland,,,,,,,,
3468,6468,Whitstable,Harbor,Small,,44 1227 274 086,44 1227 265441,,mike.wier@canterbury.gov.uk,www.canterbury.gov.uk
3469,6469,Wick,,,,,,,,
3470,6470,Widnes,,,GBWDN,,,,,
3471,6471,Wigan,,,,,,,,
3472,6472,Wisbech,Harbor,Small,,44 1945 583568,44 1945 583568,,,www.fenland.gov.uk
3473,6473,Workington,Seaport,Small,GBWOR,44 1900 602301,44 1900 604696,,workington.port@cumbriacc.gov.uk,
3474,6474,Wrexham,,,,,,,,
3475,6475,Yarmouth,,,,,,,,
3476,6476,York,,,,,,,,
3477,6477,Adak,Harbor,Very Small,,907-592-2325,907-592-2569,,adak@adakisland.com,www.adakisland.com
3478,6478,Akutan,,,,,,,,
3479,6479,Alabama Inland Ports,,,,,,,,
3480,6480,Aladdin,,,,,,,,
3481,6481,Alameda,,,,,,,,
3482,6482,Alamogordo,,,,,,,,
3483,6483,Algonac,River Port,Small,,810-794-9361,810-794-4804,,,www.algonac-mi.gov
3484,6484,Allegan,,,,,,,,
3485,6485,Alliance,,,,,,,,
3486,6486,Almena,,,,,,,,
3487,6487,Amsterdam,,,NLAMS,,,,,
3488,6488,Anacortes,Seaport,Small,,360-293-3134,360-293-9608,,marina@portofanacortes.com,www.portofanacortes.com
3489,6489,Anadarko,,,,,,,,
3490,6490,Anaheim,,,,,,,,
3491,6491,Anchorage,Seaport,Medium,USANC,907-343-6200,907-277-5636,,greydanussb@muni.org,www.muni.org
3492,6492,Anchorville,,,,,,,,
3493,6493,Angoon,"Pier, Jetty or Wharf",Small,,907 788 3653,907 788 3821,,,
3494,6494,Apalachicola,Harbor,Small,,,,,,
3495,6495,Appleton,,,,,,,,
3496,6496,Archbold,,,,,,,,
3497,6497,Arkansas City,,,,,,,,
3498,6498,Ashburn,,,,,,,,
3499,6499,Ash Grove,,,,,,,,
3500,6500,Ashland,Off-Shore Terminal,Small,,715 682 7049,,,,
3501,6501,Ashtabula,Seaport,Small,,440-964-7186,,,,www.kindermorgan.com
3502,6502,Astatula,,,,,,,,
3503,6503,Astoria,Seaport,Small,,503 325 4521,503 325 4525,,admin@portofastoria.com,www.portofastoria.com
3504,6504,Atlanta,,,USATL,,,,,
3505,6505,Atreco,Seaport,Small,,,,,,
3506,6506,Avon Park,,,,,,,,
3507,6507,Balboa,,,PABLB,,,,,
3508,6508,Baltimore,Deepwater Seaport,Very Large,USBAL,,,1-800-638-7519,,www.mpa.state.md.us
3509,6509,Bangor,River Port,Small,,207-947-5251,207.624.3251,,harbor.master@bangormaine.gov,www.bangormaine.gov/cs_inf_harbor.php
3510,6510,Barber's Point Harbor,Seaport,Small,,808-682-3989,,,,www.state.hi.us/dot/harbors
3511,6511,Bar Harbor,Harbor,Small,,207-288-5571,207-288-1034,,bhhmaster@BARHARBORMAINE.GOV,www.barharbormaine.gov
3512,6512,Barrington,,,,,,,,
3513,6513,Bartow,,,,,,,,
3514,6514,Bassett,,,,,,,,
3515,6515,Bastrop,,,,,,,,
3516,6516,Bath,Harbor,Medium,,207-443-5563,,,dhouston@cityofbath.com,www.cityofbath.com
3517,6517,Baton Rouge,River Port,Small,,225.342.1660,225.342.1666,,stcyrk@portgbr.com,www.portgbr.com
3518,6518,Battle Ground,,,,,,,,
3519,6519,Bay City,River Port,Small,,,,,,www.baycitymi.org
3520,6520,Bay Meadows,,,,,,,,
3521,6521,Beaumont,River Port,Small,USBPT,409-835-5367,409-832-9592,,info@portofbmt.com,www.portofbeaumont.com
3522,6522,Beaverton,,,,,,,,
3523,6523,Beecher Falls,,,,,,,,
3524,6524,Belfast,Harbor,Small,GBBEL,207-338-1142,207-338-6222,,harbormaster@acadia.net,www.cityofbelfast.org
3525,6525,Bellaire,,,,,,,,
3526,6526,Bell Bay,,,AUBEL,,,,,
3527,6527,Belle Fourche,,,,,,,,
3528,6528,Belle Plaine,,,,,,,,
3529,6529,Bellingham,Seaport,Medium,,(360) 676-2500,(360) 671-6411,,info@portofbellingham.com,www.portofbellingham.com
3530,6530,Benicia,Deepwater Seaport,Medium,,707-745-2394,707-746-1485,,info@amports.com,www.amports.com/prod04.htm
3531,6531,Bernalillo,,,,,,,,
3532,6532,Berwick,,,,,,,,
3533,6533,Bethel,,,,,,,,
3534,6534,Big Sandy,,,,,,,,
3535,6535,Billings,,,,,,,,
3536,6536,Birmingham,,,USBHM,,,,,
3537,6537,Black Rock Harbor,,,,,,,,
3538,6538,Blissfield,,,,,,,,
3539,6539,Boca Grande,"Pier, Jetty or Wharf",Very Small,,941 964 0154,,,,
3540,6540,Bonanza,,,,,,,,
3541,6541,Boone,,,,,,,,
3542,6542,Borger,,,,,,,,
3543,6543,Boston,Deepwater Seaport,Very Large,USBOS,617-946-4422,,800-294-2791,,www.massport.com/ports
3544,6544,Bradwood,,,,,,,,
3545,6545,Brattleboro,,,,,,,,
3546,6546,Brazil,,,,,,,,
3547,6547,Bridgeport,Seaport,Large,,203-384-9777,203-384-9686,,,www.portofbridgeport.com
3548,6548,Bridgetown,,,BBBGI,,,,,
3549,6549,Bronx,,,,,,,,
3550,6550,Brownsville,Seaport,Medium,USBRO,956-831-4592,956-831-5006,,contact@portofbrownsville.com,www.portofbrownsville.com
3551,6551,Brownsville-Port Isabel,Harbor,Small,,512 943 7826,512 943 8922,,,
3552,6552,Brownwood,,,,,,,,
3553,6553,Brunswick,Seaport,Small,USSSI,912 264 7295,,888 645 7304,,www.gaports.com
3554,6554,Buckland,,,,,,,,
3555,6555,Buena Park,,,,,,,,
3556,6556,Buffalo,Seaport,Medium,USBUF,716 826-7310,716 826-1342,,info@portofbuffalo.com,www.portofbuffalo.com
3557,6557,Buras,,,,,,,,
3558,6558,Burlington,Marina,Small,CABRL,802 864 0123,,,,www.enjoyburlington.com
3559,6559,Burnet,,,,,,,,
3560,6560,Burney,,,,,,,,
3561,6561,Burns Harbor,,,,,,,,
3562,6562,Burton,,,,,,,,
3563,6563,Calexico,,,,,,,,
3564,6564,Calumet City,,,,,,,,
3565,6565,Camas-Washougal,,,,,,,,
3566,6566,Cambridge,Harbor,Small,,410-228-4031,,,dockmaster@ci.cambridge.md.us,www.ci.cambridge.md.us
3567,6567,Camden,River Port,Medium,,856-757-4969,856-757-4903,,,www.southjerseyport.com
3568,6568,Campbellsburg,,,,,,,,
3569,6569,Canandaigua,,,,,,,,
3570,6570,Candor,,,,,,,,
3571,6571,Cape Charles,Harbor,Small,,757 331 2357,,,,
3572,6572,Cape Cod Canal,,,,,,,,
3573,6573,Carnegie,,,,,,,,
3574,6574,Castle Island,,,,,,,,
3575,6575,Castroville,,,,,,,,
3576,6576,Catawba,,,,,,,,
3577,6577,Cedar Hills,,,,,,,,
3578,6578,Champion,,,,,,,,
3579,6579,Champlain,,,,,,,,
3580,6580,Charles City,,,,,,,,
3581,6581,Charleston,Deepwater Seaport,Very Large,USCHS,843-723-8651,843 577 8626,800-577-8746,scspainfo@scspa.com,www.scspa.com
3582,6582,Charlevoix,Harbor,Small,,,,,,
3583,6583,Chateaugay,,,,,,,,
3584,6584,Chattahoochee,,,,,,,,
3585,6585,Chattanooga,,,USCHA,,,,,
3586,6586,Cheboygan,Harbor,Small,,,,,,
3587,6587,Chicago,,,USCHI,,,,,
3588,6588,Chicago Heights,,,,,,,,
3589,6589,Chickasha,,,,,,,,
3590,6590,Cincinnati,,,USCVG,,,,,
3591,6591,Clarkston,River Port,Small,,509 758 5272,509 758 1746,877 849 6194,portofclk@clarkston.com,www.portofclarkston.com
3592,6592,Clayton,Harbor,Small,,,315 686-3512,315 686-2651,,townofclayton.com
3593,6593,Clearwater,,,,,,,,
3594,6594,Cleveland,,,USCLE,,,,,
3595,6595,Colbert,,,,,,,,
3596,6596,Cold Bay,,,,,,,,
3597,6597,College Point,,,,,,,,
3598,6598,Colon,,,PAONX,,,,,
3599,6599,Colorado City,,,,,,,,
3600,6600,Columbus,,,USCMH,,,,,
3601,6601,Conneaut,Seaport,Small,,440-593-1300,440 593 6705,,cpaadmin@conneautportauthority.com,www.conneautportauthority.com
3602,6602,Constantine,,,,,,,,
3603,6603,Coos Bay,Seaport,Medium,,(541) 267-7678,(541) 269-1475,,portcoos@portofcoosbay.com,www.portofcoosbay.com
3604,6604,Corcoran,,,,,,,,
3605,6605,Cordova,Harbor,Small,,907-424-6400,907-424-6446,,harbor@cityofcordova.net,www.cityofcordova.net
3606,6606,Corpus Christi,Seaport,Large,USCRP,361-882-5633,361-882-7110,800-580-7110,,www.portofcorpuschristi.com
3607,6607,Corsicana,,,,,,,,
3608,6608,Cottondale,,,,,,,,
3609,6609,Craig,,,,,,,,
3610,6610,Crescent City,Off-Shore Terminal,Small,,707 465 3535,,,,
3611,6611,Crockett,Seaport,Small,,,,,http://www.chsugar.com/,
3612,6612,Crossett,,,,,,,,
3613,6613,Crowley,,,,,,,,
