Commodity Key,HS Code,Description,Package Size (m^3),Package Weight (kg),Densities (kg/m^3)
4304,292011,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",1.283,811.47,632.481
4305,030491,Vestibulum sed magna at nunc commodo placerat. Praesent blandit.,1.852,2222.11,1199.846
4306,910700,Nullam molestie nibh in lectus.,3.343,2661.37,796.103
4307,020850,Nulla tellus.,3.655,4741.85,1297.359
4308,843139,Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,2.756,231.89,84.139
4309,853224,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam.",2.731,261.43,95.727
4310,190190,Morbi non lectus.,2.986,3477.71,1164.672
4311,611120,Nam dui.,2.499,2003.20,801.602
4312,291720,Integer a nibh. In quis justo.,4.143,5149.12,1242.849
4313,282550,"In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",2.458,953.28,387.827
4314,220820,Duis bibendum.,4.221,527.18,124.895
4315,853223,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",0.442,380.38,860.577
4316,520851,Nulla suscipit ligula in lacus.,1.458,1232.01,844.999
4317,820713,Donec vitae nisi.,1.020,336.82,330.211
4318,852560,Suspendisse potenti. Cras in purus eu magna vulputate luctus.,0.753,550.98,731.707
4319,480421,Duis bibendum.,1.006,161.98,161.012
4320,810830,Nulla mollis molestie lorem. Quisque ut erat.,7.699,4576.94,594.485
4321,844332,Nulla facilisi. Cras non velit nec nisi vulputate nonummy.,3.737,395.88,105.934
4322,293399,Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis.,4.251,5895.07,1386.748
4323,721790,Integer a nibh. In quis justo.,1.696,2414.63,1423.720
4324,845221,Donec quis orci eget orci vehicula condimentum.,1.702,765.88,449.991
4325,732591,In hac habitasse platea dictumst. Etiam faucibus cursus urna.,1.721,1961.33,1139.648
4326,281216,Sed sagittis.,1.798,936.04,520.603
4327,291524,Fusce posuere felis sed lacus.,0.769,355.30,462.031
4328,261100,"In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat.",1.610,2272.81,1411.682
4329,701400,"Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",5.399,5278.04,977.596
4330,740921,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",1.185,1868.68,1576.944
4331,731420,Ut tellus. Nulla ut erat id mauris vulputate elementum.,3.337,1797.62,538.694
4332,950639,Nunc purus.,2.570,2380.81,926.385
4333,840590,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",1.430,458.68,320.757
4334,843629,Sed vel enim sit amet nunc viverra dapibus.,5.371,6035.36,1123.694
4335,600192,Ut tellus. Nulla ut erat id mauris vulputate elementum.,1.125,1404.98,1248.873
4336,410150,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien.",1.568,1485.45,947.356
4337,551521,Maecenas ut massa quis augue luctus tincidunt.,0.374,11.39,30.467
4338,520921,Etiam vel augue.,4.144,3962.00,956.082
4339,570232,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",0.577,585.15,1014.117
4340,160231,Duis mattis egestas metus.,1.348,1023.85,759.529
4341,380590,Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,0.305,319.07,1046.139
4342,400819,Integer a nibh. In quis justo.,0.596,127.24,213.488
4343,080521,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula.",2.205,2260.16,1025.016
4344,382200,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",1.790,2236.40,1249.384
4345,040120,Ut tellus.,2.375,707.44,297.870
4346,261710,Nunc purus.,1.848,1825.94,988.062
4347,843139,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.,1.474,1248.04,846.701
4348,292511,Donec dapibus.,0.596,715.49,1200.493
4349,220600,Suspendisse accumsan tortor quis turpis. Sed ante.,2.647,1598.12,603.749
4350,851180,Duis mattis egestas metus.,1.384,374.43,270.542
4351,380899,Donec dapibus.,0.898,325.59,362.574
4352,470630,Morbi a ipsum. Integer a nibh.,0.680,684.42,1006.497
4353,110520,Etiam faucibus cursus urna. Ut tellus.,1.609,2005.44,1246.391
4354,440793,Suspendisse potenti. In eleifend quam a odio.,3.953,2713.12,686.344
4355,290331,Etiam justo. Etiam pretium iaculis justo.,1.173,1301.69,1109.706
4356,271490,Morbi porttitor lorem id ligula.,0.835,1069.01,1280.246
4357,390461,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc.",4.233,2239.81,529.131
4358,040590,Nulla ut erat id mauris vulputate elementum.,0.853,205.53,240.952
4359,390330,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",0.783,1093.58,1396.659
4360,291812,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",3.005,370.07,123.150
4361,843780,Aenean auctor gravida sem.,4.140,548.72,132.542
4362,690723,Nulla tempus.,1.718,2345.52,1365.263
4363,291990,Integer ac neque. Duis bibendum.,2.220,1104.30,497.434
4364,420100,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",2.127,2815.11,1323.514
4365,560500,Proin eu mi. Nulla ac enim.,5.305,5276.46,994.620
4366,710420,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",1.677,1324.33,789.701
4367,430190,Morbi ut odio.,1.039,1162.78,1119.138
4368,845611,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",2.010,1121.00,557.709
4369,411410,"Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",1.577,2210.29,1401.580
4370,550390,Nullam sit amet turpis elementum ligula vehicula consequat.,3.782,2414.65,638.458
4371,870360,Integer a nibh.,2.388,2027.11,848.873
4372,520952,Donec semper sapien a libero. Nam dui.,1.858,359.66,193.576
4373,842123,Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,0.512,522.40,1020.312
4374,382474,"Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",1.264,1453.28,1149.743
4375,611211,"Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",0.134,58.27,434.841
4376,030233,Pellentesque viverra pede ac diam.,1.531,1073.32,701.055
4377,640359,Nulla ut erat id mauris vulputate elementum. Nullam varius.,3.239,4676.13,1443.695
4378,854060,Nulla mollis molestie lorem.,1.863,1866.55,1001.904
4379,551321,"Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",3.846,102.31,26.601
4380,901180,Nulla tempus.,0.864,284.47,329.247
4381,630520,Aenean sit amet justo. Morbi ut odio.,2.381,1464.56,615.104
4382,160231,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.,2.033,763.09,375.354
4383,660390,In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt.,3.351,2884.45,860.772
4384,010631,Pellentesque at nulla.,1.557,1762.03,1131.683
4385,901790,"Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",0.550,358.01,650.921
4386,920790,Suspendisse potenti. In eleifend quam a odio.,2.683,2887.70,1076.295
4387,720839,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy.,1.305,1503.69,1152.251
4388,491000,Nunc purus. Phasellus in felis.,1.296,1312.42,1012.673
4389,853650,"Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",1.358,784.96,578.023
4390,441600,Integer a nibh. In quis justo.,0.585,382.33,653.563
4391,960850,Donec quis orci eget orci vehicula condimentum.,5.162,2892.44,560.333
4392,290491,Duis aliquam convallis nunc.,1.557,1369.91,879.841
4393,370310,Fusce posuere felis sed lacus.,0.888,1077.02,1212.860
4394,030324,Nullam molestie nibh in lectus.,1.980,407.33,205.724
4395,270799,Mauris sit amet eros.,1.834,368.84,201.110
4396,844831,Phasellus sit amet erat.,0.827,923.44,1116.611
4397,611595,Etiam vel augue.,1.776,98.79,55.627
4398,390130,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",0.785,272.09,346.607
4399,270210,Maecenas rhoncus aliquam lacus.,1.509,1250.92,828.970
4400,521111,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus.",3.428,4407.52,1285.742
4401,481710,Nulla ut erat id mauris vulputate elementum.,1.465,2342.36,1598.879
4402,950730,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",2.547,2497.93,980.734
4403,722810,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros.,2.208,2121.60,960.870
4404,600544,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula.",0.992,811.20,817.741
4405,550610,Nullam molestie nibh in lectus. Pellentesque at nulla.,2.210,2023.93,915.804
4406,620721,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique.",0.831,273.76,329.434
4407,481820,Etiam faucibus cursus urna. Ut tellus.,2.188,1906.15,871.183
4408,540211,Vivamus vel nulla eget eros elementum pellentesque.,2.117,2552.71,1205.813
4409,847149,Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum.,1.181,686.16,580.996
4410,030721,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",1.498,1630.49,1088.444
4411,844110,Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat.,10.836,14945.36,1379.232
4412,850870,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",1.031,1163.09,1128.123
4413,760611,Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat.,1.995,1331.16,667.248
4414,070521,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum.,2.032,2331.40,1147.342
4415,842820,Nulla ut erat id mauris vulputate elementum. Nullam varius.,0.887,944.11,1064.386
4416,902519,"Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",0.064,30.51,476.720
4417,843590,In hac habitasse platea dictumst.,0.510,414.34,812.425
4418,291536,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",2.257,1958.36,867.684
4419,291620,Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus.,0.247,117.93,477.467
4420,710820,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim.",1.300,999.22,768.627
4421,293690,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit.,0.835,582.15,697.183
4422,291613,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",3.711,4416.38,1190.077
4423,901839,Proin at turpis a pede posuere nonummy.,3.020,993.34,328.920
4424,551429,Etiam pretium iaculis justo.,0.758,1096.40,1446.440
4425,854099,Aliquam quis turpis eget elit sodales scelerisque.,2.541,3092.38,1216.994
4426,500100,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.",3.493,938.94,268.805
4427,430220,Curabitur at ipsum ac tellus semper interdum.,0.512,714.15,1394.828
4428,030355,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",1.009,539.74,534.926
4429,382100,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus.",0.895,156.92,175.332
4430,732611,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",1.125,91.52,81.352
4431,902830,Praesent blandit. Nam nulla.,0.519,599.92,1155.911
4432,030760,Morbi a ipsum. Integer a nibh.,0.230,195.21,848.747
4433,842511,Pellentesque at nulla. Suspendisse potenti.,1.145,309.56,270.356
4434,392350,"Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",3.099,2935.75,947.322
4435,440324,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",2.547,548.63,215.403
4436,160521,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",0.821,910.30,1108.770
4437,381800,"In est risus, auctor sed, tristique in, tempus sit amet, sem.",1.980,1920.01,969.701
4438,040899,Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,1.122,304.70,271.571
4439,410411,Maecenas tincidunt lacus at velit.,1.157,182.04,157.341
4440,930310,Nulla tellus. In sagittis dui vel nisl.,1.369,235.65,172.132
4441,901730,Pellentesque at nulla.,0.862,374.11,434.006
4442,851529,Proin risus.,0.879,344.28,391.672
4443,890800,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis.",1.493,1475.15,988.044
4444,281390,Nullam molestie nibh in lectus.,1.866,1245.62,667.537
4445,440398,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",3.053,2598.79,851.226
4446,441192,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",2.051,2335.99,1138.954
4447,840420,"In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",1.256,1111.60,885.029
4448,020743,Fusce consequat. Nulla nisl.,1.924,1913.43,994.508
4449,030331,Praesent id massa id nisl venenatis lacinia.,1.365,1269.27,929.868
4450,481019,Suspendisse potenti.,2.473,1846.73,746.758
4451,390920,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum.,3.967,4966.25,1251.891
4452,382475,Nulla suscipit ligula in lacus.,0.986,134.31,136.215
4453,030559,In eleifend quam a odio.,3.998,4455.16,1114.348
4454,600543,Suspendisse potenti. Cras in purus eu magna vulputate luctus.,1.305,416.35,319.039
4455,081210,Integer tincidunt ante vel ipsum.,4.330,3671.37,847.891
4456,540110,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat.,2.146,60.10,28.005
4457,853710,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat.,1.687,1282.45,760.196
4458,110710,Nam tristique tortor eu pede.,3.947,3794.88,961.459
4459,940530,In quis justo. Maecenas rhoncus aliquam lacus.,0.628,468.80,746.489
4460,140190,Quisque id justo sit amet sapien dignissim vestibulum.,4.543,3496.74,769.698
4461,821110,Aenean sit amet justo.,0.985,599.29,608.419
4462,030751,Vestibulum ac est lacinia nisi venenatis tristique.,1.585,2329.29,1469.583
4463,370790,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",1.726,1591.15,921.874
4464,870600,Ut tellus.,1.400,1087.95,777.105
4465,843330,Maecenas pulvinar lobortis est. Phasellus sit amet erat.,4.011,3294.84,821.452
4466,540110,Nam dui.,4.637,4048.81,873.152
4467,380993,Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.,2.071,1858.71,897.493
4468,520524,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",0.231,152.36,659.574
4469,731814,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue.",0.828,157.01,189.621
4470,811300,Morbi non lectus.,1.577,761.39,482.810
4471,750610,Aliquam non mauris.,1.919,1843.95,960.890
4472,021012,Curabitur gravida nisi at nibh. In hac habitasse platea dictumst.,0.720,617.97,858.295
4473,551634,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",2.265,1876.00,828.258
4474,390430,Duis at velit eu est congue elementum.,2.076,92.63,44.620
4475,100890,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus.",3.214,2657.60,826.881
4476,293979,Curabitur gravida nisi at nibh.,0.121,58.09,480.099
4477,290391,Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,3.627,459.66,126.733
4478,842382,Etiam justo.,0.653,471.86,722.600
4479,560392,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",2.882,2840.03,985.437
4480,760200,Suspendisse potenti. Cras in purus eu magna vulputate luctus.,1.077,997.63,926.304
4481,760900,Nulla nisl.,4.354,181.16,41.608
4482,591131,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim.",3.700,4380.42,1183.898
4483,030787,Ut tellus. Nulla ut erat id mauris vulputate elementum.,1.682,1627.44,967.565
4484,611090,"Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",2.961,279.24,94.305
4485,550962,Nunc rhoncus dui vel sem.,1.302,1737.32,1334.350
4486,261400,Nulla facilisi. Cras non velit nec nisi vulputate nonummy.,0.382,88.34,231.265
4487,810194,Aliquam erat volutpat.,1.331,1621.19,1218.022
4488,846880,Mauris lacinia sapien quis libero.,5.448,4156.56,762.952
4489,731700,Sed accumsan felis.,2.413,775.36,321.327
4490,560790,"In est risus, auctor sed, tristique in, tempus sit amet, sem.",2.635,3032.84,1150.982
4491,020210,Suspendisse potenti. Cras in purus eu magna vulputate luctus.,1.310,1102.17,841.349
4492,940530,"Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",0.251,244.88,975.636
4493,530210,Praesent lectus.,1.871,217.34,116.164
4494,100620,Integer tincidunt ante vel ipsum.,3.060,2776.68,907.412
4495,110610,Maecenas pulvinar lobortis est. Phasellus sit amet erat.,2.070,3062.49,1479.465
4496,691110,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus.",0.487,113.48,233.017
4497,721622,Quisque id justo sit amet sapien dignissim vestibulum.,0.854,1059.81,1240.997
4498,846789,Integer a nibh. In quis justo.,0.632,969.30,1533.697
4499,700991,In congue. Etiam justo.,0.922,555.66,602.672
4500,030488,Nullam varius.,0.878,712.84,811.891
4501,731829,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",2.019,911.91,451.666
4502,290516,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",3.229,2849.35,882.426
4503,841011,"Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",1.847,447.98,242.546
4504,293136,Nulla mollis molestie lorem.,0.366,162.28,443.387
4505,846120,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam.",2.524,2256.86,894.162
4506,960719,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",3.204,4209.65,1313.874
4507,902219,"Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",2.378,2738.17,1151.459
4508,610453,Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,2.313,2461.05,1064.006
4509,441840,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros.,5.004,5055.90,1010.372
4510,100390,Duis bibendum. Morbi non quam nec dui luctus rutrum.,0.421,468.28,1112.294
4511,852862,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",2.165,920.90,425.359
4512,120925,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",0.270,45.56,168.731
4513,731511,Integer tincidunt ante vel ipsum.,1.717,170.31,99.189
4514,481151,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",2.402,2253.49,938.173
4515,902129,Duis consequat dui nec nisi volutpat eleifend.,7.277,6419.16,882.116
4516,381900,Proin eu mi. Nulla ac enim.,2.950,1169.36,396.394
4517,391110,Aenean auctor gravida sem.,4.421,3794.92,858.384
4518,081010,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc.",0.605,110.18,182.109
4519,030221,In congue.,0.953,1155.34,1212.314
4520,711319,Etiam vel augue. Vestibulum rutrum rutrum neque.,5.017,379.44,75.631
4521,842129,Praesent blandit.,0.983,281.50,286.365
4522,843920,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",3.075,2670.02,868.300
4523,290611,Vivamus in felis eu sapien cursus vestibulum.,2.025,2299.72,1135.662
4524,290244,Cras in purus eu magna vulputate luctus.,1.028,1316.29,1280.435
4525,530911,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",0.568,581.22,1023.281
4526,720917,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis.",1.898,2334.55,1230.007
4527,392092,Proin at turpis a pede posuere nonummy. Integer non velit.,1.040,1026.17,986.700
4528,482090,"Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",2.015,2065.37,1024.999
4529,030552,Integer a nibh.,2.983,2865.00,960.442
4530,710399,Donec posuere metus vitae ipsum. Aliquam non mauris.,0.762,754.00,989.496
4531,030289,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus.",0.666,837.88,1258.081
4532,010690,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus.",2.047,933.14,455.857
4533,521041,Curabitur gravida nisi at nibh.,2.038,1106.64,543.001
4534,040299,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",1.236,1251.94,1012.898
4535,950420,Donec ut mauris eget massa tempor convallis.,1.470,808.86,550.243
4536,070930,Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,1.986,2198.80,1107.148
4537,844859,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum.",1.120,947.81,846.255
4538,381590,Praesent lectus.,0.506,127.83,252.634
4539,300441,Etiam vel augue. Vestibulum rutrum rutrum neque.,1.781,663.12,372.328
4540,441231,"Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",3.556,3825.78,1075.865
4541,521152,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",2.813,3065.80,1089.867
4542,630231,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",1.631,1280.34,785.004
4543,442090,In hac habitasse platea dictumst. Etiam faucibus cursus urna.,0.714,12.38,17.343
4544,401120,Proin risus. Praesent lectus.,1.686,2086.35,1237.453
4545,830260,Nam dui.,1.591,1573.73,989.148
4546,610690,Aliquam non mauris.,1.479,103.43,69.930
4547,521032,"Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",2.908,3740.83,1286.393
4548,440728,Donec posuere metus vitae ipsum. Aliquam non mauris.,1.392,907.56,651.985
4549,890800,Ut tellus.,6.069,3908.91,644.078
4550,847890,Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,2.123,1810.08,852.604
4551,620312,Morbi vel lectus in quam fringilla rhoncus.,0.401,564.23,1407.068
4552,292620,Nulla suscipit ligula in lacus.,1.645,1957.58,1190.021
4553,482290,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",0.912,919.55,1008.275
4554,721931,Nunc rhoncus dui vel sem.,1.045,349.23,334.187
4555,540753,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",0.833,1151.02,1381.781
4556,720241,In eleifend quam a odio. In hac habitasse platea dictumst.,2.884,2930.09,1015.980
4557,611490,Aliquam sit amet diam in magna bibendum imperdiet.,0.522,460.26,881.718
4558,060240,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",1.498,204.90,136.784
4559,640320,Cras non velit nec nisi vulputate nonummy.,2.514,1663.05,661.514
4560,071360,Curabitur at ipsum ac tellus semper interdum.,0.745,418.17,561.300
4561,551621,Donec posuere metus vitae ipsum. Aliquam non mauris.,0.634,199.74,315.047
4562,481014,Aenean sit amet justo.,3.591,4253.97,1184.621
4563,681599,Nulla justo.,0.924,130.58,141.319
4564,610120,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",1.118,1049.97,939.147
4565,010410,Curabitur convallis.,1.616,1336.91,827.298
4566,291560,Nulla mollis molestie lorem.,1.492,727.16,487.373
4567,790700,Integer ac neque. Duis bibendum.,3.292,1041.91,316.497
4568,680710,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",3.874,1046.82,270.216
4569,790200,Morbi non quam nec dui luctus rutrum.,2.999,4462.13,1487.873
4570,740821,"Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",0.371,227.34,612.765
4571,160220,Aliquam sit amet diam in magna bibendum imperdiet.,1.833,1748.90,954.119
4572,540774,Nullam sit amet turpis elementum ligula vehicula consequat.,1.400,1217.84,869.884
4573,853090,Phasellus sit amet erat.,1.348,626.91,465.070
4574,160557,Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,2.635,2774.60,1052.980
4575,020860,Ut at dolor quis odio consequat varius. Integer ac leo.,0.209,134.47,643.392
4576,846490,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",1.764,31.79,18.023
4577,380893,Cras pellentesque volutpat dui.,1.580,955.72,604.886
4578,620920,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",0.928,231.75,249.727
4579,844811,Etiam faucibus cursus urna. Ut tellus.,0.592,1006.47,1700.110
4580,540741,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",3.502,2176.38,621.468
4581,870510,Proin risus. Praesent lectus.,4.571,3364.20,735.987
4582,481022,Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue.,1.101,468.45,425.474
4583,840420,"Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",1.749,386.72,221.107
4584,230120,Morbi non quam nec dui luctus rutrum. Nulla tellus.,2.194,1485.47,677.062
4585,846239,Integer ac leo. Pellentesque ultrices mattis odio.,1.517,855.09,563.672
4586,401410,Nulla ut erat id mauris vulputate elementum.,0.587,469.01,798.988
4587,540234,Proin at turpis a pede posuere nonummy.,1.774,269.43,151.878
4588,903082,Vivamus in felis eu sapien cursus vestibulum. Proin eu mi.,2.691,629.33,233.863
