Port Authority:,Phone:,Fax:,800 Number:,Email:,Web Site:,Latitude:,Longitude:,UN/LOCODE:,Port Type:,Port Size:,Max Draft:,Address,Address Line 1,Address Line 2,Country,City
Companhia Docas do Para - Autoridade Portuaria,91 523-3693,91 523-4693,,aposan@cdp.com.br,www.cdp.com.br,-2º -25' -59'' S,-54º -42' 0'' W,,"Pier, Jetty or Wharf",Very Small, m,"['Endereco Rodovia Cuiaba-Santarem, s/n, bairro - Sale', 'Santarem, Para CEP: 68040-400', 'Brazil']","Endereco Rodovia Cuiaba-Santarem, s/n, bairro - Sale","Santarem, Para CEP: 68040-400",Brazil,
Port of Santos Port Authority,(13) 3233-6565,(13) 3233-3080,,,www.portodesantos.com,-23º -58' -25'' S,-46º -19' -14'' W,,Seaport,Medium, m,"['Companhia Docas do Estado de Sao Paulo (CODESP)', 'Avenida Rodrigues Alves s/n', 'Santos, Sao Baulo 11015-900', 'Brazil']",Avenida Rodrigues Alves s/n,"Santos, Sao Baulo 11015-900",Brazil,
Administracao do Porto de Sao Francisco do Sul,55 47 471 1200,55 47 471 1211,,licitacao@apsfs.sc.gov.br,www.apsfs.sc.gov.br,-26º -16' -13'' S,-48º -31' -35'' W,,Seaport,Small, m,"['Av Eng Leite Ribeiro 782', 'Bairro Centro', 'Sao Francisco do Sul, SC 89240-000', 'Brazil']",Bairro Centro,"Sao Francisco do Sul, SC 89240-000",Brazil,
DERSA - Desenvolvimento Rodoviario S.A.,12 3892-1899,12 3892-1899,,,www.dersa.sp.gov.br,-23º -48' 0'' S,-45º -25' -18'' W,,"Pier, Jetty or Wharf",Small, m,"['Av. Dr. Altino Arantes, 410 - Centro', 'Sao Sebastiao, Sao Paulo 11600-000', 'Brazil']","Av. Dr. Altino Arantes, 410 - Centro","Sao Sebastiao, Sao Paulo 11600-000",Brazil,
Companhia Docas do Rio de Janeiro (CDRJ),55 21 2688 1424,55 21 2688 1287,,,www.portosrio.gov.br,-22º -55' -14'' S,-43º -49' -50'' W,,Seaport,Very Small, m,"['Estrada da Ilha da Madeira, km 2,5', 'Itaguai, RJ CEP 23824-410', 'Brazil']","Estrada da Ilha da Madeira, km 2,5","Itaguai, RJ CEP 23824-410",Brazil,
,,,,,,-8º -24' -29'' S,-34º -58' -58'' W,,,, m,,,,Brazil,
Terminal Maritimo de Tramandai,55 51 3684 9530,55 51 3684 9528,,jrfilho@petrobras.com.br,,-30º -1' -17'' S,-50º -8' -49'' W,,Off-Shore Terminal,Very Small, m,"['CP 19', 'Petroleo Brasileiro SA', 'Tramandai, RS 95590-000', 'Brazil']",Petroleo Brasileiro SA,"Tramandai, RS 95590-000",Brazil,
Administracao do Porto de Trombetas,55 93 549 7029,55 93 549 1482,,,,-1º -28' 0'' S,-56º -22' -59'' W,,River Port,Small, m,"['Mineracao Rio do Norte', 'Porto Trombetas', 'Municipio de Oriximina, PA 68275-000', 'Brazil']",Porto Trombetas,"Municipio de Oriximina, PA 68275-000",Brazil,
Vale,,,,,www.vale.com,-20º -16' -46'' S,-40º -14' -40'' W,,Seaport,Medium, m,"['Tubarao', 'Brazil']",,,Brazil,Tubarao
,,,,,,-12º -49' -24'' S,-38º -28' -40'' W,,,, m,,,,Brazil,
Companhia Docas do Para - Autoridade Portuaria,91-3182-9000,,,gomes@cdp.com.br,www.cdp.com.br,-1º -33' -9'' S,-48º -44' 0'' W,,"Pier, Jetty or Wharf",Small, m,"['Endereco Rodovia PA-481, Km 2,3', 'Vila do Conde', 'Barcarena, Para CEP: 68.447-000', 'Brazil']",Vila do Conde,"Barcarena, Para CEP: 68.447-000",Brazil,
Companhia Docas do Espirito Santo (CODESA),55 27 3132 7314,55 27 3132 7313,,falaporto@codesa.gov.br,www.portodevitoria.com.br,-20º -20' -37'' S,-40º -17' -36'' W,,Seaport,Medium, m,"['Av. Getulio Vargas, 556', 'Vitoria, ES CEP 29.020-030', 'Brazil']","Av. Getulio Vargas, 556","Vitoria, ES CEP 29.020-030",Brazil,
,,,,,,18º 19' 52'' N,-64º -57' -19'' W,,,, m,,,,,
,,,,,,18º 24' 40'' N,-64º -36' -58'' W,,,, m,,,,,
,,,,,,18º 25' 42'' N,-64º -37' 0'' W,,,, m,,,,,
,,,,,,4º 35' 19'' N,114º 13' 37'' E,,,, m,,,,Brunei,
,,,,,,4º 40' 12'' N,114º 27' 49'' E,,,, m,,,,Brunei,
"Ports Department, Government of Brunei",6732-770222,6732-770283,,,www.ports.gov.bn,5º 1' 22'' N,115º 3' 56'' E,,"Pier, Jetty or Wharf",Small, m,"['The Director Of Ports', 'Ports Department', 'Ports Department BT1728', 'Brunei Darussalam']",Ports Department,Ports Department BT1728,Brunei,
,,,,,,5º 0' 35'' N,115º 3' 54'' E,,,, m,,,,Brunei,
,,,,,,4º 36' 45'' N,114º 18' 54'' E,,,, m,,,,Brunei,
,,,,,,4º 53' 36'' N,115º 6' 38'' E,,,, m,,,,Brunei,
,,,,,,43º 24' 30'' N,28º 10' 9'' E,,,, m,,,,Bulgaria,
,,,,,,42º 26' 16'' N,27º 29' 29'' E,,,, m,,,,Bulgaria,
,,,,,,43º 15' 35'' N,28º 11' 60'' E,,,, m,,,,Bulgaria,
,,,,,,42º 39' 36'' N,27º 43' 22'' E,,,, m,,,,Bulgaria,
,,,,,,43º 7' 0'' N,23º 30' 0'' E,,,, m,,,,Bulgaria,
Bulgarian Ports Authority,67 77518 PORT BG,359 (052) 632 953,,headoffice@port-varna.bg,www.port-varna.bg,43º 12' 23'' N,27º 55' 17'' E,,Seaport,Medium, m,"['1 Slaveikov Square', 'Varna 9000', 'Bulgaria']",1 Slaveikov Square,Varna 9000,Bulgaria,
,,,,,,10º 37' 59'' N,103º 30' 0'' E,,,, m,,,,Cambodia,
Port Authority of Phnom Penh,855-23 427 802,,,ppapmpwt@bigpond.com.kh,www.ppap.com.kh,11º 34' 59'' N,104º 55' 0'' E,,River Port,Medium, m,"['#2, Baksei Cham Krong St.', 'Sangkat Wat Phnom, Khan Daun Penh', 'Phnom Penh', 'Cambodia']","#2, Baksei Cham Krong St.","Sangkat Wat Phnom, Khan Daun Penh",Cambodia,Phnom Penh
,,,,,,10º 36' 28'' N,103º 31' 27'' E,,,, m,,,,Cambodia,
Office National Des Ports Du Cameroun,237 420133,237 426797,,,www.otal.com/cameroon/index.htm,4º 2' 50'' N,9º 41' 43'' E,,Seaport,Medium, m,"['5 Boulevard Leclerc', 'Douala BP 4020', 'Cameroon']",5 Boulevard Leclerc,Douala BP 4020,Cameroon,
,,,,,,2º 46' 40'' N,9º 53' 36'' E,,,, m,,,,Cameroon,
,,,,,,9º 19' 0'' N,13º 20' 60'' E,,,, m,,,,Cameroon,
,,,,,,4º 13' 0'' N,8º 33' 0'' E,,,, m,,,,Cameroon,
,,,,,,2º 55' 59'' N,9º 55' 59'' E,,,, m,,,,Cameroon,
,,,,,,4º 0' 59'' N,9º 7' 0'' E,,,, m,,,,Cameroon,
,,,,,,4º 7' 0'' N,8º 28' 59'' E,,,, m,,,,Cameroon,
,,,,,,3º 59' 53'' N,9º 17' 24'' E,,,, m,,,,Cameroon,
,,,,,,4º 0' 59'' N,9º 12' 4'' E,,,, m,,,,Cameroon,
,,,,,,68º 7' 47'' N,-135º 0' 0'' W,,,, m,,,,Canada,
,,,,,,47º 13' 59'' N,-61º -49' -59'' W,,Harbor,Very Small, m,"['Amherst Island', 'Canada']",,Amherst Island,Canada,
,,,,,,42º 5' 15'' N,-83º -5' -21'' W,,Harbor,Small, m,"['Amherstburg', 'Canada']",,Amherstburg,Canada,
,,,,,,44º 43' 53'' N,-65º -31' -29'' W,,,, m,,,,Canada,
Argentia Port Corporation (APC),709-227-5502,709-227-5592,,argentiainfo@argentia.ca,www.argentia.ca/port.html,47º 16' 32'' N,-53º -59' -37'' W,,Harbor,Small, m,"['P.O. Box 95', 'Argentia, Newfoundland A0B 1W0', 'Canada']",P.O. Box 95,"Argentia, Newfoundland A0B 1W0",Canada,
,,,,,,45º 31' 0'' N,-61º -1' -59'' W,,Harbor,Small, m,"['Arichat', 'Canada']",,Arichat,Canada,
Baddeck Port Authority,902 295 3666,902 295 1729,,,,46º 5' 44'' N,-60º -45' -34'' W,,Harbor,Small, m,"['PO Box 63', 'Baddeck, NS B0E 1B0', 'Canada']",PO Box 63,"Baddeck, NS B0E 1B0",Canada,
,,,,,,49º 13' 0'' N,-68º -9' 0'' W,,Harbor,Small, m,"['Baie-Comeau', 'Canada']",,,Canada,Baie-Comeau
,,,,,,49º 55' 31'' N,-56º -12' 0'' W,,Harbor,Small, m,"['Baie Verte', 'Canada']",,Baie Verte,Canada,
The MI'K MAG Port of Bathurst Inc,506 545 9222,506 545 9224,,,,47º 37' 0'' N,-65º -41' -57'' W,,Seaport,Small, m,"['132 Main Street', 'Bathurst, NB E2A 1A4', 'Canada']",132 Main Street,"Bathurst, NB E2A 1A4",Canada,
,,,,,,47º 34' 59'' N,-53º -16' -5'' W,,Harbor,Small, m,"['Bay Roberts', 'Canada']",,Bay Roberts,Canada,
,,,,,,45º 8' 60'' N,-67º -7' -59'' W,,,, m,,,,Canada,
,,,,,,45º 3' 12'' N,-66º -45' -4'' W,,Harbor,Small, m,"['Beaver Harbour', 'Canada']",,Beaver Harbour,Canada,
Societe du parc Industriel et portuaire de Becancour,819 294-6656,819 294-9020,,spipb@spipb.com,www.spipb.com,46º 21' 36'' N,-72º -27' -2'' W,,Seaport,Medium, m,"['1000 boulevard Arthur-Sicard', 'Becancour, Quebec G9H 2Z8', 'Canada']",1000 boulevard Arthur-Sicard,"Becancour, Quebec G9H 2Z8",Canada,
Bella Coola Harbour Authority,250 799 5633,,,,,52º 22' 59'' N,-126º -46' 0'' W,,Harbor,Very Small, m,"['PO Box 751', 'Bella Coola, BC V0T 1C0', 'Canada']",PO Box 751,"Bella Coola, BC V0T 1C0",Canada,
Belledune Port Authority,506 522-1200,506 522-0803,,info@portofbelledune.ca,www.portofbelledune.ca,47º 54' 6'' N,-65º -51' -34'' W,,Harbor,Small, m,"['112 Shannon Drive', 'Belledune, New Brunswick E8G 2W2', 'Canada']",112 Shannon Drive,"Belledune, New Brunswick E8G 2W2",Canada,
,,,,,,51º 25' 3'' N,-57º -9' -12'' W,,"Pier, Jetty or Wharf",Very Small, m,"['Blanc-Sablon', 'Canada']",,Blanc-Sablon,Canada,
,,,,,,49º 7' 27'' N,-55º -20' -18'' W,,Harbor,Very Small, m,"['Botwood', 'Canada']",,Botwood,Canada,
,,,,,,49º 30' 0'' N,-99º -34' -11'' W,,,, m,,,,Canada,
,,,,,,44º 22' 59'' N,-64º -31' 0'' W,,Harbor,Small, m,"['Bridgewater', 'Canada']",,,Canada,Bridgewater
,,,,,,50º 20' 24'' N,-111º -31' -48'' W,,,, m,,,,Canada,
,,,,,,46º 28' 25'' N,-64º -43' -22'' W,,,, m,,,,Canada,
,,,,,,47º 37' 0'' N,-57º -37' -59'' W,,Harbor,Very Small, m,"['Burgeo', 'Canada']",,Burgeo,Canada,
,,,,,,47º 1' 48'' N,-55º -6' -35'' W,,,, m,,,,Canada,
,,,,,,51º 4' 59'' N,-114º -4' -59'' W,,,, m,,,,Canada,
,,,,,,69º 4' 11'' N,-105º -2' -60'' W,,,, m,,,,Canada,
,,,,,,50º 0' 53'' N,-125º -14' -15'' W,,Seaport,Small, m,"['Campbell River', 'Canada']",,,Canada,Campbell River
Campbellton Port Authority,902 892 2491,,,,,48º 0' 37'' N,-66º -40' -9'' W,,"Pier, Jetty or Wharf",Small, m,"['PO Box 1270', 'c/o Department of Transport', 'Campbellton, PE C1A 7MB', 'Canada']",c/o Department of Transport,"Campbellton, PE C1A 7MB",Canada,
Canso Harbour Authority,902 366 2391,,,,,45º 14' 59'' N,-61º -3' -17'' W,,Harbor,Small, m,"['PO Box 251', 'Canso, NS B0H 1H0', 'Canada']",PO Box 251,"Canso, NS B0H 1H0",Canada,
,,,,,,47º 22' 59'' N,-61º -51' 0'' W,,Harbor,Small, m,"['Cap-aux-Meules', 'Canada']",,Cap-aux-Meules,Canada,
Comite de Gestion des Ports de Bas-Caraquet Inc,506 727 6186,506 727 2020,,vilbasca@nbnet.nb.ca,,47º 47' 13'' N,-64º -57' -24'' W,,Harbor,Small, m,"['8185 Rue St Paul', 'Bas Caraquet, NB E1W 6C4', 'Canada']",8185 Rue St Paul,"Bas Caraquet, NB E1W 6C4",Canada,
Carbonear Port Authority,709 596 1410,,,,,47º 44' 39'' N,-53º -12' -45'' W,,"Pier, Jetty or Wharf",Small, m,"['28 Janes Avenue', 'Carbonear, NF A1Y 1A4', 'Canada']",28 Janes Avenue,"Carbonear, NF A1Y 1A4",Canada,
,,,,,,48º 6' 21'' N,-66º -7' -53'' W,,Harbor,Small, m,"['Carleton', 'Canada']",,Carleton,Canada,
Harbour Authority of Carmanville,709-534-2300,,,hacarmanville@nf.aibn.com,,49º 25' 13'' N,-54º -17' -14'' W,,"Pier, Jetty or Wharf",Small, m,"['PO Box 130', 'Carmanville, NL A0G 1N0', 'Canada']",PO Box 130,"Carmanville, NL A0G 1N0",Canada,
Harbour Authority of Catalina,709-469-2441,709 469 2946,,,,48º 31' 10'' N,-53º -3' -39'' W,,"Pier, Jetty or Wharf",Very Small, m,"['P.O. Box 87', 'Catalina, NL A0C 1J0', 'Canada']",P.O. Box 87,"Catalina, NL A0C 1J0",Canada,
,,,,,,48º 20' 49'' N,-64º -39' -59'' W,,Harbor,Small, m,"['Chandler', 'Canada']",,,Canada,Chandler
Charlottetown Harbour Authority,902 566 7974,,,,,46º 14' 5'' N,-63º -7' -14'' W,,Harbor,Small, m,"['273 Richmond St', 'Charlottetown, PE C1A 1J7', 'Canada']",273 Richmond St,"Charlottetown, PE C1A 1J7",Canada,
,,,,,,47º 1' 59'' N,-65º -28' 0'' W,,,, m,,,,Canada,
Transport Canada Harbour and Ports,(250) 246-2682,,,,,48º 55' 0'' N,-123º -43' 0'' W,,Seaport,Medium, m,"['10031 Old Chemainus Road', 'RR#1 Chemainus, B.C.', 'Chemainus V0R 1K0', 'Canada']","RR#1 Chemainus, B.C.",Chemainus V0R 1K0,Canada,
,418 543 0263,,,,,48º 25' 39'' N,-71º -2' -59'' W,,Seaport,Small, m,"['PO Box 760', 'Chicoutimi, Quebec G7H 5E1', 'Canada']",PO Box 760,"Chicoutimi, Quebec G7H 5E1",Canada,
Hudson Bay Port Company,204-675-8823,204-675-2550,,,,58º 44' 28'' N,-94º -4' -42'' W,,"Pier, Jetty or Wharf",Small, m,"['P.O. Box 217', ' 1 Axworthy Way', 'Churchill, Manitoba R0B 0E0', 'Canada']", 1 Axworthy Way,"Churchill, Manitoba R0B 0E0",Canada,
,,,,,,48º 9' 58'' N,-53º -57' -45'' W,,Harbor,Small, m,"['Clarenville', 'Canada']",,Clarenville,Canada,
,,,,,,43º 30' 0'' N,-79º -37' -59'' W,,"Pier, Jetty or Wharf",Small, m,"['Clarkson', 'Canada']",,,Canada,Clarkson
,,,,,,43º 34' 47'' N,-78º -5' -60'' W,,,, m,,,,Canada,
Town of Collingwood,705 444-2500 x 3236,705 445-4755,,mkeast@collingwood.ca,www.collingwood.ca,44º 29' 52'' N,-80º -13' -51'' W,,Harbor,Small, m,"['PO Box 157', '97 Hurontario Street', 'Collingwood, ON L9Y 3Z5', 'Canada']",97 Hurontario Street,"Collingwood, ON L9Y 3Z5",Canada,
,,,,,,47º 47' 59'' N,-54º -2' -38'' W,,Seaport,Small, m,"['Come By Chance', 'Canada']",,Come By Chance,Canada,
,,,,,,49º 40' 31'' N,-124º -55' -34'' W,,Harbor,Small, m,"['Comox', 'Canada']",,Comox,Canada,
,,,,,,45º 50' 33'' N,-73º -14' -44'' W,,Harbor,Small, m,"['Contrecoeur', 'Canada']",,Contrecoeur,Canada,
Corner Brook Port Corporation,709-634-6600,709-634-6620,,info@cornerbrookportcorp.com,www.cornerbrookport.com,48º 57' 0'' N,-57º -57' 0'' W,,Seaport,Small, m,"['P.O. Box 1165', 'Suite 206-10 Main StreetNL A2H 6T2', 'Canada']",P.O. Box 1165,Suite 206-10 Main StreetNL A2H 6T2,Canada,
,,,,,,45º 1' 34'' N,-74º -43' -19'' W,,Seaport,Small, m,"['Cornwall', 'Canada']",,,Canada,Cornwall
,,,,,,45º 7' 59'' N,-61º -40' -59'' W,,Harbor,Small, m,"['Guysborough', 'Canada']",,Guysborough,Canada,
Cowichan Bay Fisherman's Wharf Association,250 746 2500,250 746 5612,,,,48º 43' 14'' N,-123º -34' -26'' W,,Harbor,Small, m,"['Cowichan Valley Reg District', '175 Ingram Street', 'Duncan, BC V9L 1N8', 'Canada']",175 Ingram Street,"Duncan, BC V9L 1N8",Canada,
,,,,,,48º 51' 18'' N,-123º -37' -25'' W,,Seaport,Small, m,"['Crofton', 'Canada']",,,Canada,Crofton
Port of Dalhousie Inc.,506-684-3346,506-684-3388,,pdi@nb.aibn.com,www.portofdalhousie.com,48º 4' 10'' N,-66º -22' -20'' W,,Seaport,Medium, m,"['442-B Williams Street', 'Dalhousie, NB E8C 2X6', 'Canada']",442-B Williams Street,"Dalhousie, NB E8C 2X6",Canada,
,,,,,,44º 23' 60'' N,-63º -20' -24'' W,,,, m,,,,Canada,
Maritime Harbours Society,(902) 245-2437,(902) 245-4172,,portofdigby@portofdigby.ns.ca,www.portofdigby.ns.ca,44º 37' 59'' N,-65º -46' 0'' W,,"Pier, Jetty or Wharf",Small, m,"['P.O. Box 970', 'Digby, Nova Scotia B0V1A0', 'Canada']",P.O. Box 970,"Digby, Nova Scotia B0V1A0",Canada,
,,,,,,46º 32' 24'' N,-60º -16' -48'' W,,,, m,,,,Canada,
,,,,,,43º 26' 23'' N,-79º -12' 0'' W,,,, m,,,,Canada,
,,,,,,50º 4' 0'' N,-125º -16' -57'' W,,Seaport,Small, m,"['Duncan Bay', 'Canada']",,Duncan Bay,Canada,
,,,,,,53º 30' 35'' N,-113º -29' -39'' W,,,, m,,,,Canada,
,,,,,,48º 25' 39'' N,-123º -25' -8'' W,,Seaport,Medium, m,"['Esquimalt', 'Canada']",,Esquimalt,Canada,
Vancouver Fraser Port Authority,604-665-9500,,,info@vfpa.ca,www.frpa.com,49º 21' 16'' N,-122º -54' -39'' W,,River Port,Medium, m,"['400 - 625 Agnes Street', 'New Westminster, British Columbia V3M 5Y4', 'Canada']",400 - 625 Agnes Street,"New Westminster, British Columbia V3M 5Y4",Canada,
Gaspe Port Authority,,,,,www.tc.gc.ca/quebec/en/port/gaspe.htm,48º 49' 0'' N,-64º -25' -59'' W,,Harbor,Small, m,"['Gaspe', 'Canada']",,,Canada,Gaspe
,,,,,,46º 9' 44'' N,-62º -32' -15'' W,,Harbor,Small, m,"['Georgetown', 'Canada']",,,Canada,Georgetown
Port of Godbout,418 562 2500,418 560 8013,,stq@traversiers.gouv.qc.ca,,49º 19' 25'' N,-67º -36' -29'' W,,Harbor,Small, m,"['PO Box 520', '1410 Rue Matane sur Mer', 'Matane, QC', 'Canada']",1410 Rue Matane sur Mer,"Matane, QC",Canada,
Town of Goderich,519-524-6600,519-524-1466,800-280-7637,tourism@goderich.ca,www.goderich.ca,43º 45' 0'' N,-81º -42' -21'' W,,Harbor,Small, m,"['57 West Street', 'Goderich, Ontario N7A 2K5', 'Canada']",57 West Street,"Goderich, Ontario N7A 2K5",Canada,
Village of Gold River,250-283-2202,250-283-7500,,villageofgoldriver@cablerocket.com,www.goldriver.ca,49º 40' 59'' N,-126º -7' 0'' W,,Harbor,Very Small, m,"['499 Muchalat Drive', 'PO Box 610', 'Gold River, BC V0P 1G0', 'Canada']",PO Box 610,"Gold River, BC V0P 1G0",Canada,
,,,,,,53º 21' 57'' N,-60º -21' -20'' W,,"Pier, Jetty or Wharf",Very Small, m,"['Goose Bay', 'Canada']",,Goose Bay,Canada,
Grand Bank Harbour Authority,709 832 0255,,,hagrandbank@nf.aibn.com,,47º 5' 39'' N,-55º -46' -38'' W,,Harbor,Very Small, m,"['PO Box 88', 'Grand Bank, NL AOE 1WO', 'Canada']",PO Box 88,"Grand Bank, NL AOE 1WO",Canada,
,,,,,,47º 28' 47'' N,-65º -6' -35'' W,,,, m,,,,Canada,
,,,,,,47º 54' 33'' N,-69º -28' -40'' W,,Harbor,Small, m,"['Gros Cacouna', 'Canada']",,Gros Cacouna,Canada,
Halifax Port Authority,902 426-8222,902 426-7335,,,www.portofhalifax.ca,44º 37' 32'' N,-63º -34' -25'' W,,Seaport,Large, m,"['1215 Marginal Road', 'Halifax, Nova Scotia B3H 4P8', 'Canada']",1215 Marginal Road,"Halifax, Nova Scotia B3H 4P8",Canada,
Hamilton Port Authority,905 525-4330,905 528-6554,800 263-2131,info@hamiltonport.ca,www.hamiltonport.ca,43º 16' 0'' N,-79º -54' 0'' W,,Seaport,Medium, m,"['605 James Street', 'North Hamilton, Ontario L8L 1K1', 'Canada']",605 James Street,"North Hamilton, Ontario L8L 1K1",Canada,
,,,,,,45º 4' 0'' N,-64º -10' -34'' W,,"Pier, Jetty or Wharf",Very Small, m,"['Hantsport', 'Canada']",,Hantsport,Canada,
,,,,,,47º 28' 34'' N,-55º -48' -2'' W,,Harbor,Small, m,"['Harbour Breton', 'Canada']",,Harbour Breton,Canada,
Port Authority of Harbour Grace,709 596 0605,709 596 0613,,hrgrace.hrauth@nf.sympatico.ca,,47º 41' 46'' N,-53º -12' -41'' W,,Harbor,Small, m,"['PO Box 149', 'Harbour Grace, Newfoundland and Labrador A0A 2M0', 'Canada']",PO Box 149,"Harbour Grace, Newfoundland and Labrador A0A 2M0",Canada,
,,,,,,49º 4' 47'' N,-123º -30' -36'' W,,,, m,,,,Canada,
Corporation de Developpement et de Gestion du Port de Havre St Pierre,418 538 2717,418 538 3439,,,,50º 14' 28'' N,-63º -36' -14'' W,,Harbor,Small, m,"['1235 rue de la Digue, RC 1', 'Havre St Pierre, QC GOG 1PO', 'Canada']","1235 rue de la Digue, RC 1","Havre St Pierre, QC GOG 1PO",Canada,
,,,,,,50º 20' 24'' N,-113º -31' -11'' W,,,, m,,,,Canada,
,,,,,,47º 22' 59'' N,-53º -7' 0'' W,,Harbor,Small, m,"['Holyrood', 'Canada']",,Holyrood,Canada,
,,,,,,45º 22' 22'' N,-75º -40' -59'' W,,,, m,,,,Canada,
Central Cape Breton Community Ventures Inc,,,,,,45º 57' 39'' N,-60º -48' -47'' W,,Harbor,Small, m,"[' 2583 St Colomba Road', 'Iona, NS B2C 1A8', 'Canada']", 2583 St Colomba Road,"Iona, NS B2C 1A8",Canada,
,,,,,,63º 44' 0'' N,-68º -31' -52'' W,,"Pier, Jetty or Wharf",Small, m,"['Iqaluit', 'Canada']",,,Canada,Iqaluit
,,,,,,50º 23' 34'' N,-125º -58' -4'' W,,,, m,,,,Canada,
,,,,,,44º 13' 40'' N,-76º -29' -45'' W,,Harbor,Small, m,"['Kingston', 'Canada']",,,Canada,Kingston
Town of Kingville,519-733-2305,519-733-8108,,,www.town.kingsville.on.ca,42º 1' 59'' N,-82º -43' -59'' W,,Harbor,Small, m,"['2021 Division Rd North', 'Kingville, ON N9Y 2Y9', 'Canada']",2021 Division Rd North,"Kingville, ON N9Y 2Y9",Canada,
District of Kitimat,250-632-8900,250-632-4995,,,www.portofkitimat.com,53º 57' 35'' N,-128º -42' -47'' W,,Seaport,Small, m,"[' 270 City Centre', 'Kitimat, BC V8C-2H7', 'Canada']", 270 City Centre,"Kitimat, BC V8C-2H7",Canada,
,,,,,,44º 17' 8'' N,-64º -21' -24'' W,,"Pier, Jetty or Wharf",Very Small, m,"['La Have', 'Canada']",,La Have,Canada,
,,,,,,48º 21' 9'' N,-69º -24' -41'' W,,,, m,,,,Canada,
,,,,,,48º 59' 4'' N,-66º -58' -59'' W,,,, m,,,,Canada,
Town of Lewisporte,709-535-2737,709-535-2695,,info@lewisportecanada.com,www.lewisportecanada.com,49º 15' 0'' N,-55º -2' -60'' W,,Seaport,Small, m,"['152 Main Street', 'P. O. Box 219', 'Lewisporte, NL A0G 3A0', 'Canada']",P. O. Box 219,"Lewisporte, NL A0G 3A0",Canada,
,,,,,,46º 1' 27'' N,-60º -58' -5'' W,,Harbor,Very Small, m,"['Little Narrows', 'Canada']",,Little Narrows,Canada,
,,,,,,44º 2' 60'' N,-64º -43' 0'' W,,Harbor,Small, m,"['Liverpool', 'Canada']",,,Canada,Liverpool
Harbour Authority of Lockeport,902 875 6916,902 656 2449,,,,43º 41' 42'' N,-65º -7' -29'' W,,Harbor,Small, m,"['PO Box 435', 'Lockeport, NS B0T 1L0', 'Canada']",PO Box 435,"Lockeport, NS B0T 1L0",Canada,
,,,,,,47º 25' 49'' N,-53º -51' -37'' W,,Harbor,Small, m,"['Long Harbour', 'Canada']",,Long Harbour,Canada,
,,,,,,47º 31' 0'' N,-52º -58' 0'' W,,Harbor,Small, m,"['Long Pond', 'Canada']",,Long Pond,Canada,
,,,,,,45º 55' 0'' N,-59º -58' 0'' W,,Harbor,Small, m,"['Louisbourg', 'Canada']",,Louisbourg,Canada,
,,,,,,44º 22' 59'' N,-64º -19' 0'' W,,Harbor,Small, m,"['Lunenburg', 'Canada']",,,Canada,Lunenburg
,,,,,,51º 10' 0'' N,-56º 0' 0'' W,,"Pier, Jetty or Wharf",Very Small, m,"['Main Brook', 'Canada']",,Main Brook,Canada,
,,,,,,46º 13' 11'' N,-73º -12' -35'' W,,,, m,,,,Canada,
Marathon Pulp Inc,807 229 3632,807 229 3619,,,,48º 43' 59'' N,-86º -22' -59'' W,,"Pier, Jetty or Wharf",Small, m,"['PO Bag JR', '1 Mill Road', 'Marathon, ON P0T 200', 'Canada']",1 Mill Road,"Marathon, ON P0T 200",Canada,
,,,,,,47º 10' 0'' N,-55º -8' -60'' W,,"Pier, Jetty or Wharf",Very Small, m,"['Marystown', 'Canada']",,Marystown,Canada,
,,,,,,43º 58' 59'' N,-66º -9' 0'' W,,,, m,,,,Canada,
,,,,,,50º 1' 12'' N,-110º -24' 0'' W,,,, m,,,,Canada,
,,,,,,44º 13' 45'' N,-66º -7' -1'' W,,Harbor,Small, m,"['Meteghan', 'Canada']",,Meteghan,Canada,
Superior Aggregates Company,705 856 0606,705 856 9783,,info@superioraggregates.com,www.superioraggregates.com,47º 58' 0'' N,-84º -52' -59'' W,,Harbor,Small, m,"['Box 3', 'Michipicoten Harbour', 'Wawa, ON P0S 1K0', 'Canada']",Michipicoten Harbour,"Wawa, ON P0S 1K0",Canada,
,,,,,,50º 7' 6'' N,-125º -17' -45'' W,,,, m,,,,Canada,
Town of Midland,705-526-4275,705-526-9971,,info@town.midland.on.ca,www.town.midland.on.ca,44º 45' 12'' N,-79º -52' -49'' W,,Harbor,Small, m,"['575 Dominion Avenue', 'Midland, Ontario L4R 1R2', 'Canada']",575 Dominion Avenue,"Midland, Ontario L4R 1R2",Canada,
,,,,,,43º 21' 0'' N,-79º -23' -23'' W,,,, m,,,,Canada,
,,,,,,46º 5' 24'' N,-62º -22' -48'' W,,,, m,,,,Canada,
Montreal Port Authority,(514) 283-7011,(514) 283-0829,,info@port-montreal.com,www.port-montreal.com,45º 30' 51'' N,-73º -33' -33'' W,,Seaport,Large, m,"['Port of Montreal Building, Wing No. 1', 'Cite du Havre', 'Montreal, Quebec H3C 3R5', 'Canada']",Cite du Havre,"Montreal, Quebec H3C 3R5",Canada,
Strait of Canso Superport Corporation,902-747-2410,902-747-2453,,timgilfoy@straitsuperport.com,www.straitsuperport.com,45º 35' 22'' N,-61º -23' -19'' W,,Seaport,Small, m,"['P.O. Box 238', '428 Main Street', 'Mulgrave, NS B0E 2G0', 'Canada']",428 Main Street,"Mulgrave, NS B0E 2G0",Canada,
