Owner Code,Serial Number,Check Digit,ISO Size Code,ISO Type Code
HLXU,441062,2,42,G0
HLXU,344214,5,22,G1
HLXU,128566,5,22,G0
HLXU,502932,8,42,G1
HLXU,537563,1,42,G1
CPSU,177895,0,22,G1
HLXU,346290,5,22,G1
HLXU,131936,9,22,G0
HLXU,368649,5,22,P3
HLXU,537727,2,42,G1
HLXU,506575,9,42,G1
HLXU,566406,0,42,U1
HLXU,540997,4,42,G0
HLXU,566418,5,42,U1
CPSU,176536,5,22,G0
HLBU,149603,1,45,G0
HLXU,132243,4,22,G0
HLXU,342737,3,22,G1
HLXU,665941,7,45,U6
CPSU,170086,3,22,G0
HLXU,340092,2,22,G1
HLBU,141152,9,45,G0
HLXU,443066,0,42,G1
HLXU,565332,5,42,U1
CPSU,177781,0,22,G0
HLXU,117419,0,22,G1
HLXU,880031,1,45,R1
HLXU,365086,7,22,U6
HLBU,138402,4,22,G0
HLXU,563609,5,42,U1
CPSU,171934,5,22,G0
HLXU,129510,2,22,G0
HLXU,449784,0,42,G0
HLXU,128817,9,22,G1
HLBU,148034,6,45,G0
HLXU,120276,7,22,G1
HLXU,374573,3,22,R1
HLXU,565107,1,42,U1
HLXU,346379,9,22,G1
HLXU,561994,4,42,U1
HLXU,343328,2,22,G0
HLXU,869023,9,45,P3
HLXU,365456,8,22,U6
HLXU,129485,8,22,G1
CPSU,174318,4,22,G0
HLBU,173673,2,22,G1
HLXU,565128,6,42,U1
HLXU,502815,1,42,G0
CPSU,171670,0,22,G0
HLXU,503889,8,42,G0
HLXU,562239,1,42,U1
HLXU,360736,6,22,U1
HLBU,139019,5,22,G0
HLXU,901125,1,L5,G0
HLXU,374742,1,22,R9
HLXU,345100,8,22,G1
CPSU,170160,5,22,G1
HLXU,362161,6,22,U1
CPSU,179910,6,22,G1
HLXU,129006,2,22,G0
HLBU,142323,0,45,G0
HLXU,449608,1,42,G1
HLBU,137685,1,22,G0
HLBU,153369,6,42,G1
HLXU,362739,8,22,U1
HLXU,440950,7,42,G0
HLXU,506660,0,42,G1
HLBU,801905,0,42,U1
HLBU,112912,7,42,G1
HLXU,506779,8,42,G0
HLBU,172591,4,22,G0
HLBU,133345,1,45,G0
HLXU,539344,6,42,G1
CPSU,179469,0,22,G0
HLXU,507382,2,42,G0
HLXU,868223,3,45,P3
HLXU,541261,5,42,G0
HLXU,869218,9,45,P3
HLXU,503002,4,42,G0
HLXU,504810,0,42,G1
HLXU,777563,0,45,R9
HLBU,112997,0,42,G1
CPSU,180313,8,22,G0
HLXU,361956,5,22,U1
HLXU,878849,9,45,R1
HLXU,374228,7,22,R9
HLXU,541151,7,42,G1
HLBU,801506,1,22,U1
HLBU,802201,6,45,U1
HLXU,461686,9,42,U1
HLXU,541176,3,42,G0
HLXU,124190,0,22,G0
HLXU,119614,6,22,G0
HLXU,118726,2,22,G0
HLXU,122588,9,22,G1
HLXU,537768,6,42,G0
HLXU,448589,7,42,G1
HLBU,151919,0,42,G1
HLBU,113580,6,42,G1
HLXU,361711,2,22,U1
HLXU,879828,7,45,R1
HLXU,777003,5,45,R9
HLXU,446203,1,42,G0
HLXU,870010,5,45,R9
HLBU,109273,1,45,G0
HLXU,877655,1,45,R9
CPSU,178384,5,22,G1
HLBU,800283,8,42,U1
HLXU,562622,3,42,U1
HLBU,174350,9,22,G1
HLXU,823892,0,45,G0
HLXU,871361,7,45,R1
HLXU,539317,9,42,G0
HLBU,172250,0,22,G0
HLXU,669869,7,45,P3
HLXU,562061,4,42,U1
HLBU,142286,0,45,G0
CPSU,175514,2,22,G0
HLXU,361785,6,22,U1
HLXU,131984,0,22,G1
HLXU,443085,3,42,G1
HLXU,341511,1,22,G0
HLXU,124369,3,22,G0
HLXU,503955,6,42,G0
CPSU,175941,4,22,G1
HLBU,153477,3,42,G1
HLBU,149732,3,45,G0
HLXU,445083,8,42,G1
HLXU,444916,2,42,G0
HLXU,343400,3,22,G1
HLXU,343075,8,22,G0
HLXU,447129,2,42,G1
CPSU,177815,4,22,G1
HLXU,123508,5,22,G1
HLXU,901279,0,L5,G1
HLXU,443703,1,42,G1
HLBU,800015,0,42,U1
CPSU,177424,9,22,G0
HLBU,141134,0,45,G0
HLXU,505770,6,42,G0
HLXU,539936,4,42,G0
HLXU,503296,4,42,G0
HLBU,148701,1,45,G0
HLXU,824065,7,45,G0
HLXU,507675,5,42,G0
HLBU,126835,1,42,G0
CPSU,180179,0,22,G1
HLBU,142222,1,45,G0
CPSU,171920,9,22,G0
HLXU,342854,0,22,G1
CPSU,173206,2,22,G1
HLXU,445456,5,42,G1
HLBU,137075,5,22,G0
HLXU,507237,3,42,G1
HLXU,443427,1,42,G0
HLBU,114540,0,42,G0
CPSU,175411,2,22,G0
HLXU,127500,2,22,G0
HLXU,565048,1,42,U1
HLXU,374092,9,22,R1
HLXU,561862,6,42,U1
HLXU,340085,4,22,G0
HLBU,800912,6,42,U1
HLXU,344436,2,22,G1
HLXU,446159,3,42,G1
HLXU,503513,2,42,G0
HLBU,904931,1,45,R1
HLXU,362193,0,22,U1
HLXU,124850,8,22,G1
HLXU,901371,0,L5,G0
HLXU,502858,6,42,G0
HLXU,442383,0,42,G0
HLXU,540428,0,42,G0
HLXU,130434,7,22,G1
HLXU,440662,1,42,G0
HLBU,129268,8,45,G0
HLBU,127329,3,42,G1
HLXU,443787,0,42,G1
HLXU,447020,0,42,G0
CPSU,178624,9,22,G1
HLXU,665563,2,45,U6
HLXU,346509,4,22,G0
HLXU,505413,4,42,G0
HLBU,129132,8,45,G0
HLBU,106778,9,45,G0
HLXU,665843,4,45,U6
HLXU,877874,2,45,R9
HLBU,800296,9,42,U1
HLXU,879553,2,45,R1
HLXU,777060,6,45,R1
HLBU,106986,0,45,G0
HLXU,505066,9,42,G0
HLXU,119066,8,22,G0
HLBU,131567,3,45,G0
HLXU,126963,8,22,G0
HLXU,870051,9,45,R9
HLXU,116776,0,22,G1
HLXU,118736,7,22,G1
HLBU,904904,4,45,R1
HLXU,360564,1,22,U1
HLXU,373344,5,22,R9
HLXU,121848,9,22,G1
HLXU,777107,0,45,R1
HLXU,124010,0,22,G1
HLXU,871846,3,45,R1
HLBU,173099,2,22,G1
HLXU,869560,9,45,P3
CPSU,180200,3,22,G1
HLXU,870005,8,45,R9
HLXU,871440,6,45,R1
HLXU,132245,5,22,G1
HLBU,114871,0,42,G0
HLXU,537847,5,42,G1
HLXU,444472,0,42,G1
HLBU,106715,5,45,G0
HLXU,777311,0,45,R1
HLXU,119943,5,22,G1
HLXU,503649,2,42,G1
HLXU,502172,7,42,G0
HLXU,372998,9,22,R9
HLXU,120016,2,22,G1
HLXU,344797,6,22,G1
HLBU,138523,2,22,G1
HLXU,344187,0,22,G1
HLXU,440334,8,42,G0
HLXU,539030,9,42,G1
CPSU,181534,2,22,G0
HLXU,441605,3,42,G1
HLXU,503066,3,42,G1
HLXU,503639,8,42,G1
HLXU,443318,9,42,G1
HLXU,127114,4,22,G1
HLXU,879366,6,45,R9
HLXU,539464,9,42,G1
HLXU,448351,2,42,G0
HLXU,375413,5,22,R9
HLXU,268655,7,22,P3
HLXU,368342,6,22,P3
HLXU,879812,0,45,R1
HLXU,368894,8,22,P3
HLXU,536911,0,42,G1
HLBU,800251,3,42,U1
HLXU,504692,0,42,G1
HLBU,130196,4,45,G0
CPSU,171001,2,22,G1
HLXU,118086,4,22,G0
HLXU,120343,0,22,G0
HLXU,128675,8,22,G1
HLXU,115874,0,22,G0
CPSU,181684,9,22,G1
HLBU,113203,5,42,G1
HLXU,371512,2,22,R1
HLBU,124880,1,42,G1
HLXU,446460,0,42,G0
CPSU,175404,4,22,G0
HLBU,112222,6,42,G0
HLXU,368217,6,22,P3
HLBU,141389,8,45,G0
HLBU,113584,8,42,G0
HLXU,539554,8,42,G1
HLXU,566215,1,42,U1
HLBU,904906,5,45,R1
HLBU,149666,5,45,G0
HLXU,341129,5,22,G0
HLXU,344771,4,22,G0
HLBU,148619,6,45,G0
HLXU,343868,9,22,G1
HLBU,149088,3,45,G0
HLBU,108366,4,45,G0
LNXU,965812,8,45,R1
HLXU,502539,1,42,G0
HLBU,138734,0,22,G1
HLXU,373747,6,22,R1
HLXU,341776,3,22,G0
HLBU,148616,0,45,G0
HLBU,107027,8,45,G0
HLXU,676350,9,45,R1
HLBU,114125,4,42,G1
HLXU,823920,1,45,G0
HLBU,133369,2,45,G0
CPSU,170627,3,22,G0
HLXU,360298,6,22,U1
HLBU,131383,3,45,G0
HLBU,132023,8,45,G0
HLXU,445928,0,42,G0
CPSU,170452,2,22,G0
HLXU,676278,8,45,R9
LNXU,965260,8,45,R9
HLBU,172664,0,22,G0
HLXU,502587,3,42,G0
HLXU,340735,7,22,G1
HLXU,342865,0,22,G0
HLXU,373398,0,22,R9
HLXU,122980,0,22,G1
CPSU,177511,1,22,G1
HLXU,465319,3,42,U6
HLBU,128503,1,45,G0
HLXU,505202,7,42,G0
HLXU,118761,3,22,G1
HLXU,562909,3,42,U1
HLBU,133326,8,45,G0
HLXU,345873,1,22,G1
HLXU,445922,8,42,G1
HLXU,870225,4,45,R9
HLXU,777699,0,45,R1
HLXU,342202,4,22,G1
HLXU,360934,2,22,U1
HLXU,665845,5,45,U6
HLBU,115013,8,45,G0
HLXU,449260,0,42,G0
HLBU,147323,4,45,G0
HLBU,114830,7,42,G0
CPSU,177804,4,22,G0
HLXU,129159,5,22,G0
HLXU,344557,0,22,G0
HLXU,665887,4,45,U6
HLBU,125746,5,42,G1
CPSU,182536,6,22,G0
HLXU,465431,2,42,U6
HLXU,131445,0,22,G1
HLXU,118757,1,22,G0
HLXU,368051,4,22,P3
HLXU,131910,7,22,G1
HLBU,800342,8,42,U1
HLBU,114834,9,42,G1
HLBU,133412,5,45,G0
HLXU,869465,2,45,P3
CPSU,171351,6,22,G0
HLBU,125646,1,42,G0
HLXU,505125,9,42,G1
CPSU,177119,0,22,G1
HLXU,562630,7,42,U1
HLBU,142815,5,45,G0
HLXU,127594,5,22,G1
HLXU,506245,4,42,G0
CPSU,176836,6,22,G0
HLXU,505697,0,42,G0
HLBU,106322,9,45,G0
HLBU,151610,0,42,G1
HLXU,879776,5,45,R9
HLXU,121638,7,22,G1
HLBU,114636,2,42,G1
HLXU,537453,3,42,G0
HLXU,365003,4,22,U6
HLBU,133113,0,45,G0
HLXU,374226,6,22,R1
HLXU,441917,0,42,G1
HLXU,122236,4,22,G0
CPSU,181507,5,22,G0
HLXU,344859,2,22,G0
HLXU,118517,6,22,G0
HLXU,503083,6,42,G1
HLXU,665961,6,45,U6
HLXU,539973,6,42,G1
HLXU,116770,7,22,G1
CPSU,180818,3,22,G0
HLBU,114458,5,42,G0
HLXU,540122,6,42,G0
HLXU,442568,6,42,G1
HLBU,114336,1,42,G1
HLXU,561818,6,42,U1
HLBU,114314,1,42,G1
HLXU,448312,0,42,G0
HLXU,124377,7,22,G0
HLXU,879484,8,45,R1
HLXU,269120,0,22,P3
HLXU,536904,1,42,G1
HLXU,443448,6,42,G0
CPSU,172734,0,22,G0
HLBU,133086,4,45,G0
HLBU,129379,1,45,G0
HLBU,114928,0,45,G0
HLXU,374700,2,22,R1
HLXU,122569,5,22,G0
CPSU,179158,9,22,G1
HLXU,362329,9,22,U1
CPSU,175360,6,22,G0
HLXU,448822,2,42,G1
CPSU,175682,7,22,G0
HLXU,119166,1,22,G1
HLXU,879658,3,45,R9
HLXU,539172,1,42,G1
HLXU,268942,7,22,P3
CPSU,177025,0,22,G0
HLXU,368348,9,22,P3
HLXU,561939,4,42,U1
HLBU,113442,5,42,G0
HLXU,565960,0,42,U1
HLXU,342636,4,22,G0
HLXU,541415,1,42,G1
HLXU,541033,5,42,G0
HLXU,541092,7,42,G0
HLXU,269000,8,22,P3
HLBU,132550,3,45,G0
HLBU,152179,0,42,G1
HLXU,368553,3,22,P3
HLXU,123686,4,22,G0
HLXU,131307,9,22,G1
HLBU,116009,9,45,G0
HLXU,117185,0,22,G1
HLXU,439798,4,42,G1
HLXU,560711,1,42,U1
HLXU,362398,5,22,U1
HLXU,563129,6,42,U1
HLXU,129172,6,22,G1
HLXU,504753,0,42,G0
HLBU,904632,6,45,R9
CPSU,173154,0,22,G0
HLBU,137873,3,22,G0
CPSU,178551,2,22,G0
HLXU,171250,7,22,R1
HLXU,119284,3,22,G1
HLBU,144178,9,45,G0
HLBU,107677,2,45,G0
HLXU,118480,6,22,G0
HLXU,360091,0,22,U1
HLBU,133132,3,45,G0
HLXU,130341,1,22,G1
HLXU,118899,4,22,G1
HLBU,147361,1,45,G0
HLBU,107429,3,45,G0
HLXU,880086,1,45,R9
HLXU,442882,3,42,G1
HLXU,505903,8,42,G0
CPSU,179284,4,22,G1
CPSU,172125,0,22,G1
LNXU,965624,6,45,R9
HLXU,540106,9,42,G0
HLXU,128360,5,22,G0
HLXU,372971,1,22,R1
HLXU,365215,7,22,U6
HLXU,346464,0,22,G1
HLXU,869435,9,45,P3
HLBU,139182,2,22,G1
HLXU,449037,8,42,G1
HLBU,113999,4,42,G1
HLXU,368323,2,22,P3
LNXU,965756,4,45,R9
HLBU,115108,4,45,G0
HLXU,371489,9,22,R1
HLXU,128847,2,22,G1
HLXU,368231,2,22,P3
CPSU,181283,9,22,G0
HLXU,341957,7,22,G0
HLXU,116314,7,22,G0
CPSU,171049,4,22,G1
HLXU,131000,0,22,G1
HLXU,340937,5,22,G1
HLXU,562543,4,42,U1
HLXU,346330,1,22,G1
HLBU,142321,0,45,G0
HLXU,440637,5,42,G1
HLBU,143786,1,45,G0
HLXU,117762,6,22,G0
HLXU,879159,0,45,R1
HLXU,439855,3,42,G0
HLBU,800977,0,42,U1
HLBU,127681,8,42,G1
LNXU,965434,3,45,R1
HLXU,122888,0,22,G1
HLXU,371656,6,22,R1
HLBU,152692,0,42,G0
HLBU,115376,2,45,G0
HLXU,539352,0,42,G0
HLXU,128932,4,22,G0
HLXU,116983,5,22,G1
HLXU,361397,7,22,U1
HLXU,365173,0,22,U6
HLBU,152081,8,42,G1
HLXU,129749,2,22,G1
HLXU,118574,7,22,G0
HLXU,118701,6,22,G0
HLXU,448792,0,42,G0
HLXU,341442,7,22,G0
HLXU,340287,2,22,G0
HLXU,900179,3,L5,G0
HLXU,340854,4,22,G1
HLBU,106872,0,45,G0
HLXU,373005,1,22,R9
HLXU,360817,6,22,U1
HLXU,566485,0,42,U1
HLXU,343420,2,22,G0
HLXU,342021,0,22,G0
HLXU,877849,6,45,R1
HLXU,342445,6,22,G0
HLXU,269111,1,22,P3
HLBU,153629,9,42,G1
HLBU,149727,6,45,G0
HLXU,878566,0,45,R9
CPSU,178484,9,22,G0
HLXU,344208,2,22,G1
HLXU,900165,7,L5,G1
HLXU,121941,4,22,G0
HLXU,117496,0,22,G1
HLXU,125486,2,22,G1
HLXU,340262,6,22,G1
HLBU,153365,4,42,G0
HLBU,141194,8,45,G0
HLXU,877864,8,45,R1
CPSU,180421,5,22,G0
HLXU,440732,1,42,G0
LNXU,965194,0,45,R9
HLBU,149559,3,45,G0
HLXU,118142,8,22,G1
HLXU,374655,9,22,R9
HLXU,880359,5,45,R9
HLXU,540132,0,42,G0
HLXU,360581,4,22,U1
HLBU,803526,6,22,U1
HLXU,560670,0,42,U1
HLXU,446957,1,42,G1
HLBU,141288,9,45,G0
HLXU,126288,9,22,G0
HLBU,112933,1,42,G1
CPSU,180447,7,22,G1
CPSU,174095,3,22,G1
CPSU,179637,2,22,G0
HLBU,137384,5,22,G0
HLXU,126635,4,22,G1
HLBU,107913,4,45,G0
HLXU,374952,3,22,R1
HLBU,113586,9,42,G0
HLXU,368674,1,22,P3
HLXU,362559,0,22,U1
HLBU,108785,2,45,G0
HLXU,538288,0,42,G0
HLXU,777214,2,45,R1
CPSU,182025,8,22,G0
HLXU,374503,1,22,R1
HLXU,123118,5,22,G0
HLXU,878783,0,45,R1
HLXU,341757,0,22,G1
HLBU,127703,6,45,G0
HLXU,344020,0,22,G1
HLXU,505800,8,42,G0
HLXU,129808,2,22,G0
HLXU,365272,8,22,U6
HLXU,869464,7,45,P3
HLXU,373426,0,22,R1
CPSU,178634,3,22,G1
HLXU,341633,5,22,G0
HLBU,904916,0,45,R1
HLBU,107869,6,45,G0
HLXU,441437,0,42,G0
HLBU,107344,1,45,G0
HLXU,541256,8,42,G0
HLXU,878825,8,45,R1
HLXU,361656,4,22,U1
HLXU,506406,9,42,G1
HLXU,540579,1,42,G1
HLBU,141204,0,45,G0
HLXU,565627,9,42,U1
LNXU,965161,0,45,R9
HLXU,901163,9,L5,G0
HLXU,374314,4,22,R9
HLXU,123340,2,22,G0
HLXU,879580,0,45,R1
HLXU,375621,6,22,R9
HLXU,878878,7,45,R9
HLBU,149423,3,45,G0
HLXU,562608,7,42,U1
HLXU,561196,6,42,U1
HLXU,124397,6,22,G1
HLXU,375533,8,22,R9
HLXU,362964,1,22,U1
HLXU,901516,7,L5,G1
HLBU,137094,9,22,G0
HLXU,117520,0,22,G0
HLXU,444775,7,42,G1
HLBU,151844,2,42,G1
HLXU,121338,6,22,G0
HLXU,871224,1,45,R1
HLBU,142068,5,45,G0
HLXU,449770,3,42,G1
HLXU,373622,6,22,R9
HLBU,115737,4,45,G0
HLBU,112738,1,42,G1
HLXU,506089,7,42,G1
HLXU,565196,7,42,U1
HLBU,136967,1,22,G1
HLXU,539874,8,42,G0
HLXU,115349,5,22,G0
HLBU,129195,1,45,G0
HLXU,342525,0,22,G1
HLBU,904347,7,45,R9
HLBU,137555,4,22,G1
HLXU,563122,8,42,U1
HLXU,346077,7,22,G1
HLBU,904260,4,45,R1
HLXU,901407,4,L5,G0
HLXU,538550,3,42,G1
CPSU,181950,4,22,G1
HLXU,343497,2,22,G0
HLXU,124068,7,22,G0
HLXU,342329,5,22,G1
HLBU,800869,3,42,U1
HLXU,345091,0,22,G1
HLXU,507079,5,42,G1
HLXU,365420,1,22,U6
HLBU,130028,0,45,G0
HLBU,148884,8,45,G0
HLXU,871598,6,45,R1
HLBU,133141,2,45,G0
HLXU,676321,0,45,R9
HLXU,365753,2,22,U6
HLBU,106524,7,45,G0
HLXU,503709,8,42,G0
HLXU,564870,8,42,U1
HLXU,362235,8,22,U1
HLXU,117934,0,22,G1
HLBU,144177,3,45,G0
HLXU,446863,0,42,G0
HLXU,362690,2,22,U1
HLXU,342516,1,22,G1
HLBU,107948,5,45,G0
HLXU,368003,2,22,P3
HLXU,676179,0,45,R9
HLXU,340950,6,22,G0
HLXU,505538,4,42,G1
HLXU,365740,1,22,U6
CPSU,181596,0,22,G1
HLXU,130230,8,22,G1
HLBU,149427,5,45,G0
HLXU,562725,3,42,U1
HLBU,904742,4,45,R1
HLXU,131677,1,22,G1
HLBU,138546,8,22,G1
HLXU,564183,3,42,U1
HLXU,443202,8,42,G1
HLBU,108773,7,45,G0
HLXU,539029,3,42,G0
HLXU,506539,2,42,G0
HLXU,122565,3,22,G0
HLXU,448990,7,42,G0
HLBU,113880,7,42,G1
HLXU,342831,4,22,G0
HLBU,133217,5,45,G0
HLBU,138476,8,22,G1
HLBU,152566,4,42,G0
HLXU,122269,4,22,G0
HLXU,115980,6,22,G0
HLXU,539015,7,42,G1
HLBU,149658,1,45,G0
HLXU,870956,9,45,R1
HLXU,440366,2,42,G0
HLXU,116489,0,22,G1
HLXU,128974,3,22,G1
HLBU,142208,5,45,G0
HLXU,563479,0,42,U1
HLXU,869134,2,45,P3
HLBU,106623,5,45,G0
HLXU,125349,7,22,G1
HLXU,539771,8,42,G0
HLXU,365299,5,22,U6
HLXU,539010,0,42,G1
HLBU,115548,7,45,G0
HLXU,560967,4,42,U1
HLBU,142343,0,45,G0
HLXU,901508,3,L5,G0
HLXU,362757,6,22,U1
HLXU,442703,9,42,G1
HLXU,824437,9,45,G0
HLXU,541390,7,42,G0
HLXU,465368,0,42,U6
HLBU,126972,7,42,G1
HLBU,173677,4,22,G1
HLXU,445390,7,42,G1
HLXU,340147,0,22,G0
HLXU,127997,6,22,G0
HLXU,127913,8,22,G0
CPSU,180437,2,22,G0
CPSU,173445,2,22,G1
HLXU,561528,0,42,U1
HLXU,537926,4,42,G0
HLXU,504629,6,42,G0
HLXU,123685,9,22,G1
HLXU,565743,0,42,U1
HLXU,120753,0,22,G1
CPSU,171888,6,22,G1
HLBU,133159,0,45,G0
CPSU,177336,0,22,G0
HLBU,113855,0,42,G1
HLBU,800913,1,42,U1
HLXU,563139,0,42,U1
HLBU,148439,8,45,G0
HLXU,440681,5,42,G0
HLXU,504510,9,42,G0
HLXU,506370,4,42,G0
HLXU,442773,0,42,G1
HLXU,343549,4,22,G1
HLXU,777147,9,45,R9
HLBU,153075,8,42,G0
HLXU,538709,7,42,G0
HLXU,345173,6,22,G1
CPSU,181096,2,22,G0
HLXU,128166,0,22,G0
HLXU,124268,4,22,G0
CPSU,173960,2,22,G0
HLBU,801744,6,42,U1
HLXU,342602,9,22,G0
HLXU,116291,3,22,G0
HLBU,153430,7,42,G0
HLXU,339816,0,22,G1
HLXU,374522,5,22,R9
HLXU,565222,7,42,U1
CPSU,177344,4,22,G1
HLBU,148352,5,45,G0
HLBU,112874,1,42,G0
CPSU,175414,9,22,G1
CPSU,170874,7,22,G0
HLBU,124545,0,42,G0
HLXU,465582,4,42,U6
CPSU,182594,2,22,G0
HLXU,440885,4,42,G1
HLXU,536881,8,42,G1
HLXU,115138,8,22,G1
CPSU,176032,5,22,G1
LNXU,965805,0,45,R1
HLXU,122946,4,22,G0
HLBU,147558,2,45,G0
HLXU,125831,7,22,G0
HLXU,445177,9,42,G1
HLXU,115371,5,22,G1
HLBU,126863,4,42,G1
HLXU,362239,0,22,U1
LNXU,965088,3,45,R1
CPSU,171204,6,22,G1
HLXU,537719,9,42,G0
HLBU,143972,2,45,G0
HLBU,106960,8,45,G0
HLXU,443628,4,42,G1
HLXU,444388,3,42,G1
HLBU,133375,5,45,G0
CPSU,171761,5,22,G1
HLXU,504742,0,42,G0
HLBU,116305,8,45,G0
HLXU,502559,0,42,G1
CPSU,182256,4,22,G0
HLXU,440871,8,42,G1
HLXU,879480,6,45,R9
HLXU,344438,3,22,G0
HLXU,371811,8,22,R1
HLBU,142984,5,45,G0
HLXU,368119,3,22,P3
HLXU,115414,8,22,G0
HLXU,127060,1,22,G0
HLBU,904272,0,45,R1
HLXU,879241,6,45,R1
HLBU,114320,4,42,G0
HLBU,124431,0,42,G0
HLXU,373175,7,22,R9
HLXU,120622,7,22,G1
HLXU,368775,0,22,P3
HLBU,125257,7,42,G0
HLXU,343341,3,22,G1
HLXU,119314,5,22,G0
HLBU,151794,1,42,G1
HLXU,870322,1,45,R9
HLXU,122423,0,22,G0
HLXU,365306,1,22,U6
HLXU,118742,0,22,G1
HLBU,152929,7,42,G0
HLXU,561631,0,42,U1
HLXU,344131,4,22,G1
HLXU,117602,5,22,G0
HLBU,800883,0,42,U1
HLXU,878169,2,45,R9
HLXU,870300,1,45,R1
HLBU,800064,7,42,U1
HLBU,149103,3,45,G0
HLXU,561615,2,42,U1
HLXU,443344,0,42,G1
HLXU,506833,0,42,G0
HLXU,442337,0,42,G1
HLBU,904278,2,45,R1
HLXU,538661,7,42,G0
HLBU,107482,2,45,G0
HLXU,115076,1,22,G1
HLBU,114167,3,42,G1
HLXU,120945,3,22,G1
HLXU,669838,8,45,P3
HLXU,443832,3,42,G1
HLXU,346222,4,22,G1
HLXU,124646,9,22,G1
CPSU,176558,5,22,G1
CPSU,176222,8,22,G1
HLXU,461693,7,42,U1
HLXU,369059,0,22,P3
HLXU,342438,8,22,G0
HLBU,108790,0,45,G0
HLXU,440076,6,42,G0
HLBU,803339,0,22,U1
HLXU,442471,9,42,G1
HLXU,504404,2,42,G1
HLBU,133053,4,45,G0
HLXU,441318,3,42,G1
HLXU,665138,1,45,U6
HLBU,137949,6,22,G1
HLXU,346789,8,22,G0
HLXU,361491,8,22,U1
HLBU,147570,8,45,G0
CPSU,182722,7,22,G0
HLXU,120065,0,22,G1
HLXU,341140,5,22,G0
CPSU,174405,7,22,G1
LNXU,965014,0,45,R1
HLXU,131196,7,22,G1
HLXU,777198,7,45,R1
HLXU,344206,1,22,G1
CPSU,176848,1,22,G1
HLXU,117481,9,22,G0
CPSU,175578,1,22,G0
HLXU,345185,1,22,G1
CPSU,181856,3,22,G0
HLXU,374127,8,22,R9
HLXU,360965,1,22,U1
HLXU,877674,5,45,R1
HLXU,465585,0,42,U6
HLBU,107474,9,45,G0
HLBU,153078,4,42,G0
HLXU,341668,6,22,G0
HLBU,143445,7,45,G0
HLXU,339702,0,22,G1
HLBU,107562,7,45,G0
HLBU,174675,6,22,G0
HLXU,443867,4,42,G0
HLXU,341740,7,22,G0
HLXU,540915,7,42,G1
HLXU,868305,9,45,P3
CPSU,180242,2,22,G0
HLBU,114262,0,42,G1
HLXU,563947,3,42,U1
HLXU,125445,9,22,G0
HLXU,365510,0,22,U6
HLBU,108905,3,45,G0
CPSU,180634,3,22,G0
CPSU,176191,0,22,G1
HLXU,446642,9,42,G0
HLXU,461703,0,42,U1
HLBU,108886,1,45,G0
CPSU,177910,0,22,G1
HLXU,344035,2,22,G1
HLXU,129643,6,22,G1
HLXU,539435,0,42,G0
HLXU,374485,5,22,R1
HLBU,143992,1,45,G0
HLBU,133103,5,45,G0
HLXU,375526,0,22,R1
HLXU,362633,1,22,U1
HLXU,361056,2,22,U1
HLXU,119704,5,22,G1
HLXU,448423,3,42,G1
HLXU,365773,1,22,U6
HLXU,131493,1,22,G0
HLBU,125812,3,42,G0
HLXU,345925,3,22,G0
HLXU,507675,5,42,G0
HLXU,131109,2,22,G1
HLXU,121025,4,22,G1
HLBU,172808,2,22,G1
HLXU,340121,9,22,G1
HLXU,870167,0,45,R1
HLXU,123515,3,22,G1
CPSU,177337,6,22,G1
HLXU,361820,5,22,U1
HLXU,119882,4,22,G1
CPSU,175336,5,22,G0
HLXU,565141,7,42,U1
HLBU,128390,9,45,G0
HLXU,339820,1,22,G1
HLBU,151904,8,42,G1
HLBU,173575,0,22,G1
HLXU,346178,6,22,G1
HLXU,132565,5,22,G0
HLBU,106710,8,45,G0
LNXU,965674,9,45,R9
HLXU,126888,0,22,G0
CPSU,180883,8,22,G0
HLXU,339864,1,22,G0
HLBU,114754,4,42,G0
CPSU,177926,8,22,G1
HLBU,112918,0,42,G1
HLBU,147955,0,45,G0
HLXU,502307,0,42,G0
CPSU,181410,8,22,G0
HLBU,106775,2,45,G0
HLBU,148082,8,45,G0
LNXU,965043,8,45,R9
HLXU,127792,1,22,G0
HLBU,800923,6,42,U1
HLXU,562174,9,42,U1
HLBU,114279,2,42,G0
HLXU,564807,4,42,U1
HLBU,147356,4,45,G0
HLXU,345910,1,22,G0
HLXU,878709,7,45,R9
HLBU,132608,8,45,G0
HLXU,665141,8,45,U6
HLXU,124168,0,22,G1
HLXU,122783,9,22,G0
HLXU,564186,0,42,U1
HLXU,346620,8,22,G0
HLBU,127658,2,42,G0
HLBU,113141,9,42,G1
HLXU,503646,6,42,G0
CPSU,172399,0,22,G1
HLXU,118677,7,22,G0
LNXU,965231,0,45,R9
HLXU,538531,0,42,G0
HLXU,880376,8,45,R1
HLXU,666092,5,45,U6
HLXU,562558,6,42,U1
HLBU,126094,4,42,G1
CPSU,170947,3,22,G1
HLXU,120225,9,22,G1
HLXU,901339,5,L5,G1
HLXU,116784,3,22,G1
HLXU,563833,3,42,U1
HLXU,665277,8,45,U6
HLXU,365477,2,22,U6
HLXU,345719,3,22,G1
HLXU,115445,7,22,G1
HLXU,538350,6,42,G1
CPSU,182896,4,22,G1
HLBU,112829,6,42,G0
HLBU,125385,3,42,G0
HLXU,346619,2,22,G1
HLBU,904888,9,45,R1
HLBU,125422,3,42,G1
HLXU,870740,4,45,R9
